target_id	length	eff_length	est_counts	tpm
ENST00000577166.5	544	279.249	8.7169	0.855745
ENST00000609769.1	506	246.14	1.67035	0.186038
ENST00000574676.1	613	362.757	3.18401	0.240621
ENST00000270502.7	1347	1354.61	773.778	15.6595
ENST00000588807.1	859	572.786	18.2784	0.874821
ENST00000593162.1	368	137.812	22.1492	4.40599
ENST00000308527.5	8008	8754.65	1211.13	3.79251
ENST00000569152.1	2265	2237.45	171.467	2.10088
ENST00000346234.6	1319	945.087	927	26.8895
ENST00000357568.7	2669	2508.5	0	0
ENST00000349748.7	2955	2770.93	0	0
ENST00000397163.8	3315	3149.94	0	0
ENST00000638141.1	2358	2169.69	0	0
ENST00000397200.8	1643	1409.49	147.805	2.87476
ENST00000569827.5	908	629.132	0	0
ENST00000567071.5	563	296.842	0	0
ENST00000337571.8	1271	981.9	3356.31	93.7063
ENST00000569136.5	1029	749.127	7604.14	278.272
ENST00000561817.5	915	622.608	298.254	13.1324
ENST00000565173.1	555	315.725	171.442	14.8861
ENST00000397204.8	1237	949.126	1927.12	55.6621
ENST00000565559.5	711	456.161	51.2113	3.07767
ENST00000565274.5	734	469.681	24.2808	1.41721
ENST00000564503.5	593	324.636	0	0
ENST00000466222.6	1934	1752.12	188.588	2.9507
ENST00000562199.1	385	150.059	0	0
ENST00000567817.5	711	421.103	4.43692	0.288847
ENST00000568153.1	598	329.385	0	0
ENST00000356316.7	1291	1002.32	567.789	15.5294
ENST00000318023.11	3172	2997.39	0	0
ENST00000646100.1	3875	3595.79	0	0
ENST00000647277.1	3385	3105.79	0	0
ENST00000286149.8	3471	3191.79	0	0
ENST00000388956.8	3466	3186.79	0	0
ENST00000388957.3	2703	2578.12	0	0
ENST00000569064.1	539	274.821	0	0
ENST00000563871.5	4635	4388.08	14.9381	0.0933244
ENST00000563506.1	2662	2382.79	0	0
ENST00000388958.8	3609	3329.79	0	0
ENST00000314852.2	2028	2221.23	96.523	1.19127
ENST00000565349.1	557	320.657	1.0029	0.0857414
ENST00000403490.2	1237	1131.96	4409.88	106.799
ENST00000371712.4	3417	4101.14	928.453	6.20625
ENST00000635815.1	4311	5016.56	116.547	0.636897
ENST00000319670.13	5212	6119.65	2085.16	9.34087
ENST00000599752.5	582	409.753	50.9382	3.40797
ENST00000359920.10	5733	6746.85	6.47767	0.0263204
ENST00000595600.1	560	294.031	0	0
ENST00000594665.1	4616	5413.27	594.423	3.0103
ENST00000339865.9	7775	6786.43	562.211	2.27108
ENST00000525257.1	548	320.923	3.58595	0.306322
ENST00000527733.5	4525	3788.79	2631.56	19.0409
ENST00000399455.2	7396	6135.75	465.09	2.07799
ENST00000525367.1	434	187.103	3.63968	0.533282
ENST00000525078.1	978	605.557	64.2762	2.90984
ENST00000531513.5	936	544.549	7.55394	0.380287
ENST00000530041.5	767	407.783	7.43718	0.499981
ENST00000530369.1	574	306.938	0	0
ENST00000305481.10	3577	2751.65	0.00951093	9.47556e-05
ENST00000529813.1	3123	2386.02	129.503	1.48792
ENST00000422863.1	520	258.185	0	0
ENST00000343139.9	1591	1311.79	0	0
ENST00000395363.5	1206	926.786	0	0
ENST00000496318.5	696	421.242	0	0
ENST00000374949.2	1060	780.786	0	0
ENST00000482745.5	2135	1855.79	0	0
ENST00000460633.1	5450	4503.85	42	0.255647
ENST00000320895.10	2492	2551.83	9518.66	102.258
ENST00000507807.3	1740	1536.38	0	0
ENST00000503042.5	3540	3725.3	206.761	1.52153
ENST00000503534.5	742	489.88	375.377	21.0064
ENST00000515719.5	382	147.757	0	0
ENST00000506641.5	792	555.17	2.80324	0.138423
ENST00000511268.6	704	451.38	42.3189	2.5702
ENST00000512451.5	341	119.697	8.33679	1.90937
ENST00000507195.5	628	374.411	93.1898	6.8233
ENST00000505914.5	519	280.457	7.90962	0.77315
ENST00000505605.5	386	150.731	2.13715	0.388692
ENST00000503151.5	627	386.802	7.91531	0.560989
ENST00000508765.5	631	399.994	2.77312	0.19006
ENST00000513250.1	567	323.567	6.25813	0.530219
ENST00000511786.1	559	326.384	2.63541	0.221357
ENST00000630539.1	2032	1947.68	2094.67	29.483
ENST00000534428.5	548	313.868	89.2308	7.79368
ENST00000529869.1	1570	1290.79	0	0
ENST00000531287.5	1706	1513.76	87.4083	1.58296
ENST00000531452.5	2695	2455.01	628.013	7.01279
ENST00000530849.1	2846	2496.96	9.20363	0.101047
ENST00000524917.5	545	280.211	0	0
ENST00000534709.1	978	752.702	3.18084	0.115849
ENST00000300650.9	3477	3158.55	226.691	1.96753
ENST00000454036.6	3593	3803.24	5.01524	0.0361503
ENST00000628272.1	401	161.492	41.7029	7.07929
ENST00000626701.1	617	456.419	6.60833	0.396919
ENST00000428198.1	248	62.0368	0	0
ENST00000413737.2	411	169.15	3.65365	0.592148
ENST00000626695.1	391	154.384	2.42708	0.430981
ENST00000608944.5	571	304.118	0	0
ENST00000622711.4	1455	1175.79	0	0
ENST00000629054.2	1947	1667.79	0	0
ENST00000625683.2	1693	1413.79	0	0
ENST00000626937.2	1224	944.786	0	0
ENST00000616202.4	2445	2165.79	0	0
ENST00000243964.6	6061	5781.79	0	0
ENST00000627290.2	583	315.26	0	0
ENST00000372315.4	1549	1269.79	0	0
ENST00000539566.3	1105	825.786	0	0
ENST00000636324.1	100	52.1825	0	0
ENST00000637831.1	100	52.1825	0	0
ENST00000637863.1	100	52.1825	0	0
ENST00000608594.2	363	134.238	0	0
ENST00000626144.1	432	185.426	0	0
ENST00000628413.1	572	305.035	0	0
ENST00000637437.1	100	52.1825	0	0
ENST00000616933.4	6166	5886.79	0	0
ENST00000616201.4	2955	2675.79	0	0
ENST00000428221.5	3139	2641.56	21.1353	0.219342
ENST00000381525.8	3230	2722.26	1474.08	14.8445
ENST00000444832.5	3296	2793.83	123.116	1.20806
ENST00000455198.5	2227	1717.89	790.42	12.6135
ENST00000471343.5	970	612.375	52.4687	2.34886
ENST00000437573.5	1253	1012.25	316.595	8.57412
ENST00000421117.1	907	723.393	88.2824	3.3456
ENST00000468775.1	1061	799.62	30.521	1.04638
ENST00000498701.1	610	424.846	2.12636	0.137208
ENST00000307236.8	3317	2826.35	129.189	1.25307
ENST00000542100.5	3450	2941.84	43.1734	0.402321
ENST00000546212.2	3191	2712.51	118.36	1.19621
ENST00000521096.5	806	519.009	0	0
ENST00000520797.5	735	450.091	0	0
ENST00000220822.11	3666	2940.44	1925.62	17.9528
ENST00000434412.2	1228	912.012	0	0
ENST00000523640.1	257	67.0752	0	0
ENST00000524366.5	583	306.209	10.6006	0.949045
ENST00000522568.1	1324	1006.33	45.7827	1.24719
ENST00000524195.1	298	92.0767	1	0.297731
ENST00000498112.1	352	126.981	1	0.215892
ENST00000329722.8	1203	788.872	3	0.104253
ENST00000371661.5	985	893.962	0	0
ENST00000492540.5	1316	1351.46	83.2098	1.6879
ENST00000247665.11	890	808.409	615.292	20.8653
ENST00000462205.5	619	430.737	38.1671	2.42913
ENST00000497413.1	618	428.636	112.479	7.19375
ENST00000463215.1	627	441.562	54.8524	3.40548
ENST00000361866.7	4238	5088.3	565.232	3.04529
ENST00000492851.1	435	187.936	0	0
ENST00000466285.1	500	240.786	0	0
ENST00000463060.5	863	584.372	0	0
ENST00000498614.5	2358	2572.21	9.76847	0.104111
ENST00000486023.1	968	845.637	0	0
ENST00000612273.1	3251	3910.01	0	0
ENST00000290943.10	3773	3493.79	0	0
ENST00000496561.2	619	348.383	0	0
ENST00000474881.6	420	175.823	0	0
ENST00000484634.1	536	272.084	0	0
ENST00000605687.1	223	48.842	0	0
ENST00000357927.7	2898	2110.24	58.219	0.756322
ENST00000426460.2	558	292.164	0	0
ENST00000465094.2	668	323.315	5	0.423954
ENST00000358691.10	13817	11705.6	3199.48	7.49307
ENST00000579953.5	6365	5704.25	59.9092	0.287919
ENST00000580168.5	6279	5628.53	1218.8	5.93623
ENST00000417253.7	1872	1433.74	32.8558	0.628226
ENST00000578783.1	577	309.714	0	0
ENST00000578938.1	660	339.479	9.01413	0.727924
ENST00000582864.1	425	179.764	12.1778	1.85712
ENST00000580662.5	758	443.75	3.72218	0.22995
ENST00000584641.5	1101	821.786	0	0
ENST00000581159.5	617	361.901	5.49494	0.416243
ENST00000580963.1	520	258.185	2.82509	0.299969
ENST00000579861.1	583	315.26	0	0
ENST00000380959.7	8198	6839.79	340.852	1.36615
ENST00000380953.6	8576	7256.64	706.953	2.67072
ENST00000397575.7	2869	2553.81	0	0
ENST00000397581.6	3318	3222.54	0	0
ENST00000397579.6	3129	3064.48	54.2304	0.485133
ENST00000636057.1	2067	1706.85	0	0
ENST00000635877.1	2010	1652.56	0	0
ENST00000646622.1	2371	2012.53	45.79	0.623738
ENST00000606230.2	2311	1951.74	39.0494	0.548488
ENST00000637640.1	2009	1649.85	0	0
ENST00000637742.1	2166	1805.35	0	0
ENST00000636735.1	1471	1122.52	0	0
ENST00000636432.1	1953	1604.23	21.1798	0.361934
ENST00000380934.8	2142	1780.73	0	0
ENST00000633317.1	708	432.748	0	0
ENST00000380924.1	840	561.575	0	0
ENST00000632375.1	545	280.211	1	0.0978339
ENST00000636063.1	878	599.294	0	0
ENST00000380921.3	1274	984.305	0	0
ENST00000493697.1	591	322.87	0	0
ENST00000638165.1	1783	1503.79	0	0
ENST00000543693.5	7622	6221.73	228.945	1.00878
ENST00000622520.1	1274	987.444	0	0
ENST00000265523.9	1074	862.269	1416.82	45.045
ENST00000402924.5	1161	958.257	75.8448	2.16979
ENST00000424330.1	443	194.469	0	0
ENST00000453612.1	757	468.121	2.33498	0.136742
ENST00000486984.1	324	108.309	0	0
ENST00000346872.8	9788	9156.59	0.299552	0.000896835
ENST00000439167.6	1879	1599.79	0	0
ENST00000348427.7	2056	1776.79	0	0
ENST00000293068.9	2224	1944.79	0	0
ENST00000377945.7	1696	1416.79	0	0
ENST00000394189.6	1552	1272.79	0	0
ENST00000377944.7	1669	1389.79	0	0
ENST00000377958.6	1837	1557.79	0	0
ENST00000535189.5	1996	1716.79	0	0
ENST00000377952.6	1435	1155.79	0	0
ENST00000583368.1	1456	1176.79	0	0
ENST00000351680.7	1413	1133.79	0	0
ENST00000346243.7	1296	1016.79	0	0
ENST00000350532.7	1413	1133.79	0	0
ENST00000467757.5	1362	1082.79	0	0
ENST00000439016.2	1246	966.786	0	0
ENST00000623724.3	9787	9139.23	48.922	0.146747
ENST00000593685.5	2724	3130.98	1.7764	0.0155537
ENST00000323039.10	2496	2762.52	12.3761	0.122815
ENST00000597639.5	1806	1526.79	0	0
ENST00000430012.6	2007	2109.15	5.90941	0.076809
ENST00000601696.1	446	196.846	0	0
ENST00000600611.5	657	384.183	0	0
ENST00000601972.1	772	590.946	2.43811	0.113105
ENST00000348817.7	2448	2673.78	1.18677e-05	1.21679e-07
ENST00000585672.5	2532	2577.49	119.975	1.27605
ENST00000592060.5	1952	1832.67	0	0
ENST00000382948.9	2434	2518.14	0	0
ENST00000353909.7	2820	2861.98	0	0
ENST00000591416.5	4905	4940.11	1109.49	6.1569
ENST00000339998.10	2956	2948.24	62.1863	0.578239
ENST00000590208.5	2913	3100.67	244.358	2.16046
ENST00000587605.5	1945	1982.35	33.6738	0.465678
ENST00000588937.5	1761	1776.69	0	0
ENST00000585595.5	2179	2195.63	0	0
ENST00000589541.5	836	638.589	35.0705	1.50555
ENST00000398495.6	2178	2100.87	0	0
ENST00000457839.6	2473	2468.7	0	0
ENST00000398493.5	1845	1858.86	369.127	5.44382
ENST00000398488.5	1512	1459.58	0	0
ENST00000591535.5	1611	1593.71	14.7741	0.254137
ENST00000586884.1	514	271.387	18.4385	1.86257
ENST00000589733.1	767	605.637	14.8849	0.673766
ENST00000591661.1	482	225.767	0	0
ENST00000586679.1	533	317.421	7.54755	0.651846
ENST00000586118.5	1012	822.889	0	0
ENST00000589867.2	673	454.37	9.60969	0.579795
ENST00000590215.1	749	597.85	1.70699	0.0782734
ENST00000589758.1	385	150.059	0	0
ENST00000269468.9	3259	3428.55	264.156	2.11215
ENST00000269471.9	2980	3117.9	2.10876e-08	1.85413e-10
ENST00000347968.7	3091	3210.56	0	0
ENST00000342232.5	4590	4394.03	112	0.698762
ENST00000518195.1	560	294.031	0	0
ENST00000519947.1	1651	1532.68	0	0
ENST00000319144.4	2502	2222.79	0	0
ENST00000647874.1	2515	2235.79	0	0
ENST00000649809.1	1221	941.786	0	0
ENST00000650441.1	519	257.316	0	0
ENST00000577351.5	644	371.908	0	0
ENST00000583276.5	867	588.32	0	0
ENST00000584116.1	668	394.506	0	0
ENST00000576789.1	1558	1527.09	1	0.0179519
ENST00000369522.8	3462	3182.79	0	0
ENST00000455987.5	2554	2274.79	0	0
ENST00000369518.1	3452	3172.79	0	0
ENST00000477215.5	579	311.629	0	0
ENST00000468191.1	396	157.959	3.11742	0.541035
ENST00000482717.5	763	486.15	0	0
ENST00000493377.1	783	505.602	0	0
ENST00000477590.1	800	522.216	0	0
ENST00000618516.4	3109	2829.79	0	0
ENST00000613524.4	3034	2754.79	0	0
ENST00000542735.2	1595	1636.61	6.86943	0.115067
ENST00000538936.6	5147	6172.61	1259.55	5.594
ENST00000331285.7	2147	2146	0	0
ENST00000538721.6	1765	1750.2	746.087	11.6863
ENST00000571105.5	1628	1583.76	308.192	5.33465
ENST00000570391.5	1857	1908.92	24.5216	0.352156
ENST00000574343.5	693	418.316	0	0
ENST00000572995.5	804	591.962	12.037	0.557443
ENST00000570388.5	1474	1379.87	114.022	2.26531
ENST00000572924.2	732	517.126	3.37358	0.178842
ENST00000576343.5	1006	842.291	144.88	4.71542
ENST00000571944.1	366	136.295	0	0
ENST00000573636.6	913	735.969	11.9437	0.444892
ENST00000574155.1	572	361.823	20.2328	1.53298
ENST00000573401.6	1028	886.339	8.35771	0.258501
ENST00000571581.5	999	874.547	13.8606	0.434483
ENST00000573927.5	778	500.647	0	0
ENST00000572473.1	575	391.894	5.47902	0.383274
ENST00000572157.1	442	193.592	0	0
ENST00000617428.2	4964	5574.6	0	0
ENST00000313401.4	3948	4077.33	662	4.45099
ENST00000584792.5	664	390.716	0	0
ENST00000584716.1	962	682.848	0	0
ENST00000249750.9	3386	3106.79	0	0
ENST00000558384.1	466	212.824	0	0
ENST00000560312.5	3146	2866.79	0	0
ENST00000347587.7	3297	3017.79	0	0
ENST00000430119.6	3049	2769.79	0	0
ENST00000558231.5	1664	1358	0	0
ENST00000559517.5	1468	1171.51	2.46307	0.0576375
ENST00000560923.5	475	220.251	1.53693	0.191298
ENST00000559266.5	545	280.211	0	0
ENST00000561070.5	554	288.482	0	0
ENST00000558595.5	484	227.445	0	0
ENST00000558239.5	664	390.716	0	0
ENST00000557967.5	577	309.714	0	0
ENST00000558073.5	581	313.459	0	0
ENST00000559297.5	542	277.53	5	0.493895
ENST00000560122.5	562	295.923	0	0
ENST00000560863.5	593	324.636	0	0
ENST00000558504.1	522	260.041	1	0.105422
ENST00000559579.1	731	445.002	6.77416	0.417319
ENST00000559625.1	227	50.8552	2.22584	1.19987
ENST00000558524.5	570	285.548	1	0.0960054
ENST00000558946.1	572	300.429	6	0.5475
ENST00000558603.5	407	166.23	0	0
ENST00000561098.1	394	156.682	0	0
ENST00000537372.5	3700	3420.79	0	0
ENST00000633655.1	1336	1056.79	0	0
ENST00000633162.1	1252	972.786	0	0
ENST00000443155.5	1199	839.17	87.7811	2.86765
ENST00000523189.6	4440	3673.69	269.577	2.01166
ENST00000389118.8	3653	3037.2	0	0
ENST00000519256.5	3375	2699.51	39.7782	0.403957
ENST00000522533.5	4558	3806.77	0	0
ENST00000522066.5	4739	3968.41	30.9572	0.213855
ENST00000519949.5	4618	3849.06	28.9477	0.206174
ENST00000519130.5	2182	1492.88	1.3381	0.0245718
ENST00000520864.5	4573	3601.35	48.3011	0.367677
ENST00000519944.1	542	277.53	0	0
ENST00000523727.1	414	171.604	0	0
ENST00000522734.1	525	262.558	3.28326	0.342811
ENST00000520879.5	737	384.616	7.97591	0.568496
ENST00000522380.2	766	414.589	23.0782	1.52602
ENST00000517629.1	375	142.568	0	0
ENST00000521165.1	347	123.424	2.08936	0.464074
ENST00000518492.1	296	90.8663	7.05571	2.12869
ENST00000521759.5	1933	1514.38	12.4516	0.225405
ENST00000520586.5	604	334.86	0	0
ENST00000523665.5	560	294.031	0	0
ENST00000524364.1	721	445.201	0	0
ENST00000521834.1	885	606.241	0	0
ENST00000358337.9	4080	4035.89	2058.13	13.98
ENST00000506393.5	2477	2355.34	170.762	1.98752
ENST00000511232.5	3812	3479.85	101.103	0.796489
ENST00000504897.2	2953	3260.87	464.499	3.90504
ENST00000520764.1	1696	1482.59	100.51	1.8585
ENST00000619072.1	153	21.6165	0	0
ENST00000613124.1	181	30.747	0	0
ENST00000619935.1	698	630.665	0	0
ENST00000587848.2	2919	2639.79	0	0
ENST00000418274.2	3827	3026.16	3.00532	0.0272254
ENST00000591700.1	499	240.101	0	0
ENST00000293414.5	2139	2320.95	96.6849	1.142
ENST00000589618.1	1743	1463.79	0	0
ENST00000397501.5	4719	4999.83	27.7788	0.152312
ENST00000519650.5	559	287.084	0.404973	0.0386715
ENST00000522338.5	539	311.036	8.12288	0.715935
ENST00000521164.5	554	344.655	0	0
ENST00000346049.10	4074	4299.86	0	0
ENST00000522517.5	651	413.898	0	0
ENST00000412793.5	818	539.842	0	0
ENST00000496920.1	379	145.472	0	0
ENST00000517339.5	3914	3998.32	0	0
ENST00000521000.1	557	339.958	1.11121	0.0896073
ENST00000519512.5	582	314.36	0	0
ENST00000397497.8	3161	2881.79	0	0
ENST00000461615.1	427	181.484	0	0
ENST00000495097.1	270	75.2169	1.5821	0.576624
ENST00000482543.1	499	240.101	0	0
ENST00000522245.1	762	485.15	0	0
ENST00000420218.3	3941	4038.8	0	0
ENST00000643728.1	3040	2298.38	52.638	0.627846
ENST00000646255.1	2888	2207.16	0	0
ENST00000324138.7	2894	2192.5	40.2042	0.502697
ENST00000452869.1	2712	2033.59	75.0025	1.01108
ENST00000489126.1	559	293.058	8.98839	0.84082
ENST00000650831.1	3017	2294.86	496.167	5.92716
ENST00000398334.5	3008	2286.38	0	0
ENST00000324170.7	2178	1496.5	501.723	9.19095
ENST00000355372.6	2160	1498.66	0	0
ENST00000509437.6	2189	1491.75	507.119	9.31939
ENST00000513848.5	876	534.741	44.7774	2.29556
ENST00000513541.5	794	473.33	87.4497	5.06487
ENST00000508080.5	712	436.652	0	0
ENST00000509008.1	608	324.544	65.6918	5.54897
ENST00000506403.5	608	321.834	5.81866	0.495639
ENST00000511440.1	548	283.056	0	0
ENST00000504170.2	325	108.914	41.4202	10.4257
ENST00000615975.4	1424	1432.98	102.561	1.96207
ENST00000614948.4	1548	1598.15	0	0
ENST00000612393.4	1348	1334.95	588.279	12.0807
ENST00000613589.1	2370	2771.97	0.0352527	0.000348641
ENST00000617559.4	852	762.968	0	0
ENST00000621740.4	956	911.609	2.66644	0.0801859
ENST00000617543.1	1912	1724.24	0	0
ENST00000381554.8	1598	1149.24	465.358	11.1007
ENST00000290244.9	1685	1282.76	0	0
ENST00000468349.1	1018	615.552	18.3524	0.81734
ENST00000381540.7	1482	1057.43	9.64229	0.249979
ENST00000452420.5	1556	1276.79	0	0
ENST00000441940.5	535	271.158	0	0
ENST00000480893.5	656	383.2	0	0
ENST00000445393.5	824	545.746	0	0
ENST00000437996.5	595	284.841	0	0
ENST00000361534.6	2224	1664.54	53.607	0.882881
ENST00000429827.5	1935	1419.23	0	0
ENST00000420072.5	2558	2122.15	28.7175	0.370974
ENST00000440526.5	1026	648.461	16.7477	0.708022
ENST00000479964.1	506	246.14	2.80838	0.312787
ENST00000414079.5	408	166.982	3.5118	0.576546
ENST00000426935.5	629	331.746	0	0
ENST00000431177.5	607	297.97	4.60123	0.423326
ENST00000488167.5	688	337.951	2.17634	0.176542
ENST00000417979.5	504	244.277	0	0
ENST00000490714.1	759	423.15	17.0535	1.10482
ENST00000413017.2	627	348.236	28.8535	2.27143
ENST00000438788.1	620	349.351	0	0
ENST00000399442.1	612	342.646	4.43272	0.354649
ENST00000267803.8	1996	1716.79	0	0
ENST00000559014.5	1965	1685.79	0	0
ENST00000558996.5	2684	2404.79	0	0
ENST00000430224.6	1317	1037.79	0	0
ENST00000559013.5	1568	1288.79	0	0
ENST00000558422.5	1678	1398.79	0	0
ENST00000560572.5	1044	764.786	0	0
ENST00000558326.5	562	295.923	0	0
ENST00000559988.5	441	192.735	0	0
ENST00000559226.5	572	305.035	0	0
ENST00000558377.5	578	310.672	0	0
ENST00000559644.5	641	368.991	0	0
ENST00000558851.1	532	268.518	0	0
ENST00000559407.1	519	257.316	0	0
ENST00000558976.1	469	215.3	0	0
ENST00000613425.4	1867	1587.79	0	0
ENST00000369215.4	2429	2149.79	0	0
ENST00000369214.2	3232	2952.79	0	0
ENST00000522470.1	726	450.142	0	0
ENST00000519460.1	2588	2308.79	0	0
ENST00000434581.7	2573	1840.79	373.669	5.5649
ENST00000334667.6	2401	1690.89	49.0871	0.79584
ENST00000519784.5	1009	596.674	0	0
ENST00000517576.5	751	474.405	0	0
ENST00000523073.5	536	272.084	0	0
ENST00000519780.5	707	394.644	5.6234	0.390632
ENST00000522090.5	1000	639.679	0	0
ENST00000520061.5	659	386.097	0	0
ENST00000524121.1	430	183.884	0	0
ENST00000522030.1	481	224.927	0	0
ENST00000523423.5	710	366.141	0	0
ENST00000520414.5	639	337.969	0	0
ENST00000521229.5	2400	1677.36	72.2207	1.18035
ENST00000522576.5	826	479.623	104.494	5.97264
ENST00000523180.5	510	249.563	2.0524	0.225453
ENST00000617782.4	2477	1765.76	0	0
ENST00000617977.1	4512	4232.79	0	0
ENST00000460696.1	3967	4321.23	49.533	0.31424
ENST00000378161.5	4370	4807.48	43.4566	0.247806
ENST00000478423.6	4467	5068.62	135.863	0.734831
ENST00000489180.6	5548	6306.99	31.5375	0.137082
ENST00000378156.9	4955	5669.91	821.957	3.97418
ENST00000378169.7	4213	4628.05	0	0
ENST00000468253.1	781	586.842	16.4657	0.769187
ENST00000506941.1	570	378.495	7.20553	0.521892
ENST00000470763.1	3156	3282.3	19.9949	0.166999
ENST00000466897.1	1192	1083.57	11.0892	0.280557
ENST00000622020.4	3004	3297.21	126.897	1.05506
ENST00000333039.3	5830	6498.29	167.027	0.704633
ENST00000640136.1	1503	1564.98	0	0
ENST00000230771.9	2468	2193.59	0.167309	0.00209093
ENST00000520095.6	1747	1473.13	0	0
ENST00000510104.5	1450	1179.92	55.383	1.28676
ENST00000643996.1	2485	2156.78	6.81804	0.0866619
ENST00000509299.6	1287	976.844	0	0
ENST00000645065.1	2363	2075.86	0	0
ENST00000642752.1	2346	2074.17	59.1327	0.781551
ENST00000503873.6	2110	1811.71	0	0
ENST00000642970.1	2436	2102.82	25.4284	0.331506
ENST00000646468.1	2469	2193.19	20.4137	0.255164
ENST00000647484.1	2310	1988.57	8.91535	0.122906
ENST00000642231.1	2465	2186.4	1616.94	20.274
ENST00000502303.5	543	278.415	0	0
ENST00000645749.1	2292	2009.57	765.093	10.4372
ENST00000511913.6	641	368.991	0	0
ENST00000513912.1	556	314.26	1.48694	0.129712
ENST00000506318.1	583	324.37	2.04263	0.172633
ENST00000508522.5	1562	1312.62	30.9899	0.647224
ENST00000448069.2	1426	1153.63	0	0
ENST00000642452.1	2257	1947.04	3.06891	0.0432098
ENST00000513688.1	694	402.54	0	0
ENST00000425792.5	1248	1024.15	570.93	15.2825
ENST00000452894.5	665	407.675	0	0
ENST00000335798.8	1330	998.187	298.938	8.21002
ENST00000396703.6	2715	2123.88	79.723	1.02903
ENST00000427371.3	579	308.807	13.4081	1.1903
ENST00000628311.1	267	73.1963	0	0
ENST00000613545.1	282	82.4149	0	0
ENST00000407418.7	6122	6976.71	6675.59	26.2309
ENST00000216083.6	3191	3725.42	389.815	2.86851
ENST00000469420.1	2213	2134.05	87.4535	1.12343
ENST00000486831.5	4044	3764.79	0	0
ENST00000389567.9	5915	5635.79	0	0
ENST00000490835.5	2398	2118.79	0	0
ENST00000289135.4	1356	1076.79	0	0
ENST00000468103.1	462	209.564	0	0
ENST00000460133.1	4620	3719.02	5.53834	0.0408249
ENST00000460325.1	531	267.752	0	0
ENST00000369212.2	1311	1031.79	0	0
ENST00000281806.6	2368	2088.79	0	0
ENST00000597933.5	873	594.294	0	0
ENST00000602122.5	2480	2870.95	11.2079	0.107022
ENST00000361790.7	2210	2387.62	0	0
ENST00000602003.1	297	91.497	0	0
ENST00000360798.7	1963	2191.57	6.58468	0.0823669
ENST00000354900.7	2105	2358.63	28.31	0.329044
ENST00000347609.8	1880	1982.43	0	0
ENST00000427250.5	1606	1752.99	114.897	1.79683
ENST00000605618.5	1885	1979.04	0	0
ENST00000602044.2	658	385.132	0	0
ENST00000601623.5	530	266.912	0	0
ENST00000599658.1	343	121.06	3	0.679351
ENST00000597446.1	478	222.703	0	0
ENST00000621372.4	2274	2469.75	0	0
ENST00000373511.6	3252	3106.01	129.595	1.14383
ENST00000373498.5	3131	2905.22	0	0
ENST00000350766.7	3256	3063.39	893.596	7.99676
ENST00000373503.7	3045	2909.37	211.508	1.99298
ENST00000483937.5	1603	1455.35	1.76838	0.0333108
ENST00000444226.1	701	453.092	0	0
ENST00000497932.5	1495	1224.53	9.56172	0.214063
ENST00000496658.5	448	198.508	0	0
ENST00000496063.1	892	641.084	16.6674	0.712733
ENST00000420643.5	984	701.578	201.138	7.85948
ENST00000473837.5	1032	775.503	31.8051	1.12432
ENST00000394060.7	1586	1331.11	731.514	15.0655
ENST00000427078.5	816	605.855	57.4748	2.60066
ENST00000437973.2	769	468.976	4.15775	0.243043
ENST00000468896.1	401	161.492	0	0
ENST00000448439.1	722	425.777	1.44394	0.0929698
ENST00000373496.3	693	460.786	30.1112	1.79144
ENST00000433483.1	769	559.583	1.68832	0.0827115
ENST00000265960.8	3369	3207.07	2395.95	20.4806
ENST00000394063.5	2977	2858.36	142.246	1.36426
ENST00000395667.7	3016	2736.79	0	0
ENST00000354433.7	1557	1281.96	0.488079	0.0104374
ENST00000395906.7	2571	2291.79	0	0
ENST00000583965.5	562	295.923	0	0
ENST00000571263.2	800	522.216	0	0
ENST00000475944.1	457	205.515	0	0
ENST00000261644.8	902	623.159	0	0
ENST00000630868.1	794	516.354	0	0
ENST00000316249.3	1401	1121.79	0	0
ENST00000590307.1	1538	1727.17	26	0.412679
ENST00000493121.5	766	534.306	151.287	7.76222
ENST00000471551.5	461	208.675	1.95235	0.256485
ENST00000531327.5	1217	1045.09	9.81598	0.257488
ENST00000234256.4	4563	4548.69	23422.8	141.165
ENST00000480594.1	5789	5234.43	123.052	0.644456
ENST00000279028.2	2043	1763.79	0	0
ENST00000293648.8	12380	10866.5	42.811	0.108004
ENST00000453372.7	12639	11119.5	1701.53	4.19496
ENST00000590155.5	1712	1284.47	173.154	3.6956
ENST00000585688.5	1475	1067.18	54.1969	1.39224
ENST00000587392.5	583	290.69	17.4112	1.642
ENST00000588653.5	585	290.803	3.1152	0.29367
ENST00000589542.1	491	233.401	2.50907	0.294703
ENST00000585350.1	577	352.359	4	0.311206
ENST00000400113.8	1521	1241.79	0	0
ENST00000618094.1	1386	1106.79	0	0
ENST00000383126.7	1207	927.786	0	0
ENST00000399677.3	1127	847.786	0	0
ENST00000522447.5	1034	685.351	477.3	19.0921
ENST00000276590.5	1526	1005.59	552.659	15.0664
ENST00000517601.1	267	73.1963	0	0
ENST00000522558.1	542	277.53	2.04107	0.201615
ENST00000492275.5	769	476.634	47.58	2.73662
ENST00000418766.5	3771	3069.02	87.8611	0.784823
ENST00000485402.5	3626	2928.38	0	0
ENST00000450533.5	2451	1898.17	0	0
ENST00000438055.5	3606	2915.87	0	0
ENST00000463216.5	842	554.631	32.546	1.60868
ENST00000481605.5	1540	1260.79	0	0
