seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj
chr8	142335054	142335446	393	*	peak_14123	-1.02392916969227	7.64034083191051e-12	Intron (ENST00000524325.6/203062, intron 4 of 13)	8	142300116	142326225	26110	2	203062	ENST00000518928.1	-8829	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA
chr22	34449760	34450281	522	*	peak_9991	-1.10632329432579	8.42182826355749e-12	Distal Intergenic	22	34349633	34363204	13572	2	105373012	ENST00000739819.1	-86556	NA	LOC105373012	uncharacterized LOC105373012	NA	NA	NA
chr12	25438691	25439223	533	*	peak_3172	-1.59593753915353	8.44771094099383e-12	Intron (ENST00000543629.5/160492, intron 4 of 4)	12	25502925	25519961	17037	2	160492	ENST00000539523.1	80738	ENSG00000152936	LMNTD1	lamin tail domain containing 1	NA	NA	NA
chr4	31299018	31299450	433	*	peak_11391	-1.24452947478546	9.05720737323913e-12	Distal Intergenic	4	31193025	31211675	18651	1	102723778	ENST00000818235.1	105993	NA	LINC02497	long intergenic non-protein coding RNA 2497	NA	NA	NA
chr18	61997808	61998364	557	*	peak_6727	-1.22792911411743	9.49806261530617e-12	Intron (ENST00000639600.1/23556, intron 24 of 24)	18	62072370	62075181	2812	2	23556	ENST00000640704.1	76817	ENSG00000197563	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	NA	NA	NA
chr7	68304636	68304918	283	*	peak_13084	-1.42863304661447	9.55823434681974e-12	Intron (ENST00000446187.2/105375341, intron 1 of 5)	7	68149548	68319636	170089	2	105375341	ENST00000446187.2	14718	ENSG00000226829	LOC105375341	uncharacterized LOC105375341	NA	NA	NA
chr2	162056860	162057203	344	*	peak_8439	-1.45760993297741	9.63888614943619e-12	Intron (ENST00000678668.1/1803, intron 1 of 24)	2	161992245	162071190	78946	2	1803	ENST00000678668.1	13987	ENSG00000197635	DPP4	dipeptidyl peptidase 4	NA	NA	NA
chr16	49370200	49370593	394	*	peak_5090	-1.08338482476305	1.05325135542981e-11	Intron (ENST00000849660.1/105371244, intron 6 of 6)	16	49373804	49399431	25628	1	123970	ENST00000299191.4	-3211	ENSG00000166152	C16orf78	chromosome 16 open reading frame 78	NA	NA	NA
chr5	50807621	50808056	436	*	peak_11722	-1.3065136185336	1.16286207697999e-11	Intron (ENST00000505697.6/79668, intron 15 of 26)	5	50667893	50842342	174450	1	79668	ENST00000503561.7	139728	ENSG00000151883	PARP8	poly(ADP-ribose) polymerase family member 8	NA	NA	NA
chr2	192307628	192308045	418	*	peak_8476	-1.21339875467635	1.18930328318078e-11	Distal Intergenic	2	191949046	192194933	245888	2	23671	ENST00000272771.10	-112695	ENSG00000144339	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	NA	NA	NA
chr17	69652613	69653083	471	*	peak_6144	-1.16920909649021	1.45314948950864e-11	Intron (ENST00000778376.1/101928122, intron 3 of 5)	17	69594785	69628351	33567	1	101928122	ENST00000433856.5	57828	ENSG00000227517	LINC01483	long intergenic non-protein coding RNA 1483	NA	NA	NA
chr17	51519787	51520151	365	*	peak_5965	-1.04615969039709	1.51518091069662e-11	Intron (ENST00000663733.2/440446, intron 4 of 4)	17	51439653	51445802	6150	1	105371828	ENST00000588341.1	80134	ENSG00000267452	LINC02073	long intergenic non-protein coding RNA 2073	NA	NA	NA
chr11	30555335	30555654	320	*	peak_2419	-1.30877493642693	1.6112640726268e-11	Intron (ENST00000448418.6/744, intron 2 of 6)	11	30451654	30536084	84431	2	744	ENST00000525519.1	-19251	ENSG00000066382	MPPED2	metallophosphoesterase domain containing 2	NA	NA	NA
chr12	31807099	31807868	770	*	peak_3221	-1.02865338258519	1.62402327296607e-11	Exon (ENST00000816608.1/ENST00000816608.1, exon 2 of 2)	12	31791185	31792298	1114	2	440093	ENST00000340398.5	-14801	ENSG00000188375	H3-5	H3.5 histone	NA	NA	NA
chr14	63200914	63201319	406	*	peak_3916	-1.31684038717917	1.69523577193101e-11	Distal Intergenic	14	63204114	63293219	89106	1	57381	ENST00000557447.5	-2795	ENSG00000126785	RHOJ	ras homolog family member J	NA	NA	NA
chr5	128200034	128200430	397	*	peak_11827	-1.11348610315764	1.87217697618453e-11	Distal Intergenic	5	128178380	128182921	4542	1	6558	ENST00000502849.1	21654	ENSG00000064651	SLC12A2	solute carrier family 12 member 2	NA	NA	NA
chr2	46224771	46225242	472	*	peak_7816	-1.1140278980743	1.91924561121772e-11	Distal Intergenic	2	46230658	46259179	28522	1	101926974	ENST00000723079.1	-5416	NA	LOC101926974	uncharacterized LOC101926974	NA	NA	NA
chr3	71089211	71089663	453	*	peak_10817	-1.03891012164217	1.92113825386528e-11	Intron (ENST00000318789.11/27086, intron 7 of 20)	3	71053718	71095387	41670	2	27086	ENST00000650555.1	5724	ENSG00000114861	FOXP1	forkhead box P1	NA	NA	NA
chr18	5068861	5069240	380	*	peak_6526	-1.39062259421752	1.96160108427884e-11	Distal Intergenic	18	5081171	5098780	17610	1	105371969	ENST00000656896.1	-11931	ENSG00000265514	LINC01892	long intergenic non-protein coding RNA 1892	NA	NA	NA
chr3	20537124	20537621	498	*	peak_10476	-1.17063306152001	2.14685194195986e-11	Intron (ENST00000634618.1/101927829, intron 10 of 16)	3	20342468	20350928	8461	1	101927829	ENST00000455626.1	194656	ENSG00000231304	LOC101927829	uncharacterized LOC101927829	NA	NA	NA
chr5	125433566	125433976	411	*	peak_11820	-1.44931545751417	2.81323838739842e-11	Intron (ENST00000647105.1/101927421, intron 3 of 6)	5	125493261	125602227	108967	1	101927460	ENST00000564199.1	-59285	ENSG00000260192	LINC02240	long intergenic non-protein coding RNA 2240	NA	NA	NA
chr3	156764614	156765117	504	*	peak_11132	-1.12064371719592	2.88485710461909e-11	Intron (ENST00000716067.1/730091, intron 1 of 2)	3	156742292	156751753	9462	2	730091	ENST00000721674.1	-12861	ENSG00000243926	LINC00886	long intergenic non-protein coding RNA 886	NA	NA	NA
chr2	64391501	64391824	324	*	peak_7871	-1.17975348481322	3.00465862233322e-11	Distal Intergenic	2	64395084	64420656	25573	2	105374771	ENST00000811780.1	28832	NA	LGALSL-DT	LGALSL divergent transcript	NA	NA	NA
chr12	127359619	127359910	292	*	peak_3548	-1.10270880259951	4.07268759698028e-11	Exon (ENST00000748747.1/ENST00000748747.1, exon 1 of 2)	12	127326054	127351621	25568	2	101927616	ENST00000748299.1	-7998	ENSG00000256362	LINC02375	long intergenic non-protein coding RNA 2375	NA	NA	NA
chr6	134363231	134363653	423	*	peak_12511	-1.22725023408877	4.58971375248394e-11	Intron (ENST00000792740.1/ENST00000792740.1, intron 1 of 1)	6	134335186	134373508	38323	2	105378009	ENST00000793228.1	9855	NA	LOC105378009	uncharacterized LOC105378009	NA	NA	NA
chr17	51687927	51688284	358	*	peak_5968	-1.11589182850095	4.60137334602083e-11	Intron (ENST00000570565.5/56934, intron 4 of 8)	17	51661593	51747788	86196	2	56934	ENST00000575097.1	59504	ENSG00000154975	CA10	carbonic anhydrase 10	NA	NA	NA
chr6	53250103	53250635	533	*	peak_12443	-1.22589884750679	5.31311623620638e-11	Promoter (<=1kb)	6	53230608	53251021	20414	2	124901332	ENST00000737649.1	386	NA	LOC124901332	uncharacterized LOC124901332	NA	NA	NA
chr12	93149226	93149697	472	*	peak_3356	-1.45647921156689	5.69738275303957e-11	Intron (ENST00000754395.1/643339, intron 2 of 3)	12	93003389	93139215	135827	2	643339	ENST00000550324.7	-10011	NA	LOC643339	uncharacterized LOC643339	NA	NA	NA
chr2	53202939	53203133	195	*	peak_7844	-1.5233115625048	5.91573611076104e-11	Distal Intergenic	2	52836499	52961484	124986	2	105369165	ENST00000809548.1	-241455	ENSG00000228033	LOC105369165	uncharacterized LOC105369165	NA	NA	NA
chr4	73609795	73610044	250	*	peak_11460	-1.32464072574022	6.02726961768647e-11	Intron (ENST00000307439.10/166824, intron 2 of 10)	4	73574571	73620412	45842	2	166824	ENST00000395777.6	10368	ENSG00000169435	RASSF6	Ras association domain family member 6	NA	NA	NA
chr7	40521106	40521443	338	*	peak_12902	-1.41332698835208	6.41921067653709e-11	Intron (ENST00000401647.7/79783, intron 11 of 12)	7	40538127	40546928	8802	2	101928716	ENST00000415237.1	25485	ENSG00000203446	SUGCT-AS1	SUGCT antisense RNA 1	NA	NA	NA
chr8	119438828	119439596	769	*	peak_13654	-1.01996593348098	6.59766246576709e-11	Intron (ENST00000519786.1/ENST00000519786.1, intron 1 of 3)	8	119351118	119416947	65830	2	124902009	ENST00000670132.1	-21881	NA	LOC124902009	uncharacterized LOC124902009	NA	NA	NA
chr4	46294757	46295167	411	*	peak_11416	-1.2347305137934	6.93081991778409e-11	Intron (ENST00000381620.9/2555, intron 8 of 9)	4	46302507	46305577	3071	2	2555	ENST00000514236.1	10410	ENSG00000151834	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2	NA	NA	NA
chr5	62145350	62145816	467	*	peak_11750	-1.29800507047968	7.12617914806997e-11	Promoter (<=1kb)	5	61964159	62144591	180433	2	124900610	ENST00000777187.1	-759	NA	LOC124900610	uncharacterized LOC124900610	NA	NA	NA
chr18	57996472	57997176	705	*	peak_6715	-1.23172222300197	7.19002924615326e-11	Intron (ENST00000753950.1/ENST00000753950.1, intron 2 of 4)	18	57961231	57964434	3204	2	124904311	ENST00000585702.1	-32038	NA	LINC01897	long intergenic non-protein coding RNA 1897	NA	NA	NA
chr2	13433923	13434325	403	*	peak_7510	-1.39462392294261	8.13405429313104e-11	Distal Intergenic	2	13357278	13403233	45956	1	105373437	ENST00000772678.1	76645	ENSG00000300555	LOC105373437	uncharacterized LOC105373437	NA	NA	NA
chr1	201732379	201732814	436	*	peak_1119	-1.35775381312559	8.98964554177771e-11	Promoter (<=1kb)	1	201724245	201731590	7346	2	124904483	ENST00000835562.1	-789	NA	LOC124904483	uncharacterized LOC124904483	NA	NA	NA
chr5	130652276	130652652	377	*	peak_11830	-1.05555482743165	9.26050394546198e-11	Distal Intergenic	5	130668638	130817850	149213	2	107986449	ENST00000804527.1	165198	NA	LOC107986449	uncharacterized LOC107986449	NA	NA	NA
chr8	57861985	57862374	390	*	peak_13545	-1.28895589043875	9.36411214009875e-11	Intron (ENST00000805093.1/105375856, intron 1 of 2)	8	57855500	57984114	128615	1	100505477	ENST00000650579.1	6485	ENSG00000205293	LINC01602	long intergenic non-protein coding RNA 1602	NA	NA	NA
chr1	59333703	59334004	302	*	peak_719	-1.26016723733324	9.48652513978681e-11	Intron (ENST00000413489.5/55277, intron 2 of 4)	1	59310087	59762728	452642	1	55277	ENST00000371212.5	23616	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	NA	NA	NA
chr18	7596109	7596493	385	*	peak_6554	-1.15275894234246	9.6178745296763e-11	Intron (ENST00000332175.12/5797, intron 1 of 30)	18	7567316	8406856	839541	1	5797	ENST00000580170.6	28793	ENSG00000173482	PTPRM	protein tyrosine phosphatase receptor type M	NA	NA	NA
chr2	49702872	49703099	228	*	peak_7841	-1.32999764775282	1.01634267294545e-10	Intron (ENST00000809387.1/124906005, intron 2 of 5)	2	49581876	49634288	52413	1	124906005	ENST00000809398.1	120996	NA	LOC124906005	uncharacterized LOC124906005	NA	NA	NA
chr9	31942170	31942440	271	*	peak_14293	-1.31999157728215	1.08675735014199e-10	Intron (ENST00000835659.1/124902137, intron 1 of 1)	9	31913608	31917029	3422	2	105376011	ENST00000835709.1	-25141	NA	LOC105376011	uncharacterized LOC105376011	NA	NA	NA
chr8	126912700	126913202	503	*	peak_13725	-1.1169065678655	1.13146549699869e-10	Intron (ENST00000645463.1/105375751, intron 5 of 6)	8	126927277	127020330	93054	1	100750225	ENST00000644570.1	-14075	ENSG00000253438	PCAT1	prostate cancer associated transcript 1	NA	NA	NA
chr16	9581848	9582370	523	*	peak_4831	-1.03251430552062	1.15550766461482e-10	Intron (ENST00000784503.1/132205950, intron 4 of 4)	16	9566415	9614800	48386	1	132205950	ENST00000784508.1	15433	ENSG00000261617	LOC132205950	uncharacterized LOC132205950	NA	NA	NA
chr17	48679393	48679977	585	*	peak_5879	-1.02018415982647	1.16143599735264e-10	Promoter (<=1kb)	17	48680889	48704837	23949	1	105371809	ENST00000629037.1	-912	NA	LINC02086	long intergenic non-protein coding RNA 2086	NA	NA	NA
chr10	63765081	63765450	370	*	peak_1642	-1.35212049810643	1.16633803012501e-10	Intron (ENST00000823903.1/124902438, intron 2 of 2)	10	63664676	63686180	21505	1	124902438	ENST00000823904.1	100405	ENSG00000228566	LOC124902438	uncharacterized LOC124902438	NA	NA	NA
chr1	195415687	195415967	281	*	peak_1096	-1.3440268542755	1.25165897181777e-10	Distal Intergenic	1	195758639	195763420	4782	2	105371672	ENST00000791950.1	347453	ENSG00000287364	LOC105371672	uncharacterized LOC105371672	NA	NA	NA
chr15	77064512	77064879	368	*	peak_4477	-1.26599033810924	1.27100578408209e-10	Exon (ENST00000624777.1/ENST00000624777.1, exon 1 of 1)	15	77046084	77071034	24951	2	10099	ENST00000559494.1	6155	ENSG00000140391	TSPAN3	tetraspanin 3	NA	NA	NA
chr3	114319527	114319806	280	*	peak_10869	-1.5025074633721	1.34244500096496e-10	3' UTR	3	114316475	114316569	95	2	693153	ENST00000385036.1	-2958	ENSG00000284134	MIR568	microRNA 568	NA	NA	NA
chr3	4421089	4421522	434	*	peak_10317	-1.0855439367331	1.46083427032215e-10	Intron (ENST00000448413.5/285362, intron 3 of 12)	3	3781352	4467261	685910	2	285362	ENST00000448413.5	45739	ENSG00000144455	SUMF1	sulfatase modifying factor 1	NA	NA	NA
chr9	5897931	5898232	302	*	peak_14276	-1.25684941640191	1.67277081785147e-10	Promoter (<=1kb)	9	5897564	5907189	9626	1	2315	ENST00000490518.1	367	ENSG00000120215	MLANA	melan-A	NA	NA	NA
chr16	22547440	22547782	343	*	peak_4959	-1.32842958305034	1.69027816583e-10	Promoter (<=1kb)	16	22546964	22576682	29719	1	653786	ENST00000548889.1	476	ENSG00000290866	OTOAP1	OTOA pseudogene 1	NA	NA	NA
chr20	16877052	16877430	379	*	peak_8853	-1.15378002923928	1.71372724293601e-10	Distal Intergenic	20	16749360	16751782	2423	1	56914	ENST00000486129.1	127692	ENSG00000125879	OTOR	otoraplin	NA	NA	NA
chr6	34726146	34726467	322	*	peak_12320	-1.27690004173741	1.82848350275966e-10	Exon (ENST00000770923.1/ENST00000770923.1, exon 3 of 3)	6	34696940	34697471	532	1	101929243	ENST00000606496.2	29206	ENSG00000272288	ILRUN-AS1	ILRUN antisense RNA 1	NA	NA	NA
chr5	42665576	42666157	582	*	peak_11712	-1.21786263211554	1.92651017397847e-10	Intron (ENST00000230882.9/2690, intron 3 of 9)	5	42713867	42718814	4948	1	2690	ENST00000513625.1	-47710	ENSG00000112964	GHR	growth hormone receptor	NA	NA	NA
chr8	89801574	89802007	434	*	peak_13585	-1.05413564692584	1.98863041783295e-10	Intron (ENST00000814457.1/124901974, intron 2 of 3)	8	89780088	89780778	691	1	8767	ENST00000518673.1	21486	ENSG00000104312	RIPK2	receptor interacting serine/threonine kinase 2	NA	NA	NA
chr16	6600824	6601096	273	*	peak_4810	-1.26033930939283	2.02846854779959e-10	Intron (ENST00000569895.3/54715, intron 5 of 6)	16	6483815	7713325	1229511	1	54715	ENST00000675653.1	117009	ENSG00000078328	RBFOX1	RNA binding fox-1 homolog 1	NA	NA	NA
chr20	7180361	7180655	295	*	peak_8830	-1.28263308503073	2.05263146370645e-10	Intron (ENST00000449581.2/101929265, intron 5 of 7)	20	7146467	7155932	9466	2	101929265	ENST00000828086.1	-24429	ENSG00000228888	LINC01428	long intergenic non-protein coding RNA 1428	NA	NA	NA
chr6	111399408	111399929	522	*	peak_12486	-1.31197195525958	2.13899980190211e-10	Intron (ENST00000673446.1/ENST00000673446.1, intron 2 of 3)	6	111392695	111405632	12938	2	5980	ENST00000460981.1	5703	ENSG00000009413	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	NA	NA	NA
chr21	26388662	26389232	571	*	peak_9438	-1.02787955935536	2.26141530122868e-10	Promoter (<=1kb)	21	26390090	26471698	81609	1	107985474	ENST00000421771.2	-858	NA	LOC107985474	uncharacterized LOC107985474	NA	NA	NA
chr5	57713387	57713993	607	*	peak_11740	-1.06746774397501	2.41983795021759e-10	Intron (ENST00000701975.1/101928505, intron 2 of 3)	5	57650672	57750243	99572	1	101928505	ENST00000688166.1	62715	ENSG00000287709	LOC101928505	uncharacterized LOC101928505	NA	NA	NA
chr2	197159546	197160176	631	*	peak_8480	-1.20268120284676	2.53948172558809e-10	Intron (ENST00000282272.15/91526, intron 2 of 27)	2	196967017	197122733	155717	2	91526	ENST00000424317.5	-36813	ENSG00000065413	ANKRD44	ankyrin repeat domain 44	NA	NA	NA
chr8	24596750	24597234	485	*	peak_13407	-1.23881035489017	2.72249862763693e-10	Intron (ENST00000519689.1/101929294, intron 2 of 4)	8	24300885	24548618	247734	2	101929294	ENST00000523578.5	-48132	NA	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	NA	NA	NA
chr5	40831919	40832284	366	*	peak_11708	-1.23358943415882	2.79669046493229e-10	Promoter (<=1kb)	5	40827703	40832555	4853	2	6167	ENST00000511787.1	271	ENSG00000145592	RPL37	ribosomal protein L37	NA	NA	NA
chr7	54968972	54969597	626	*	peak_13019	-1.00658231781778	2.96448405578383e-10	Distal Intergenic	7	54806443	54952660	146218	2	124901636	ENST00000795375.1	-16312	ENSG00000303536	LOC124901636	uncharacterized LOC124901636	NA	NA	NA
chr14	98754337	98754943	607	*	peak_4130	-1.3231120614949	2.98263041180753e-10	Distal Intergenic	14	98711662	98716173	4512	1	283598	ENST00000546029.2	42675	ENSG00000176605	LINC02914	long intergenic non-protein coding RNA 2914	NA	NA	NA
chr12	107008642	107009030	389	*	peak_3380	-1.28692874495236	3.03817797027324e-10	Intron (ENST00000008527.10/1407, intron 2 of 12)	12	106999789	107001851	2063	2	1407	ENST00000546722.1	-6791	ENSG00000008405	CRY1	cryptochrome circadian regulator 1	NA	NA	NA
chr1	43593843	43594204	362	*	peak_579	-1.12753339238775	3.09061187438888e-10	Intron (ENST00000359947.9/5792, intron 11 of 33)	1	43591450	43622842	31393	1	5792	ENST00000414879.5	2393	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F	NA	NA	NA
chr10	64797409	64798002	594	*	peak_1644	-1.00653771637592	3.12832590793004e-10	Intron (ENST00000718642.1/105378336, intron 1 of 6)	10	64825572	64826579	1008	1	305	ENST00000404883.2	-27570	NA	ANXA2P3	annexin A2 pseudogene 3	NA	NA	NA
chr1	147736929	147737210	282	*	peak_899	-1.4154789728975	3.16527430729449e-10	Promoter (1-2kb)	1	147698699	147738753	40055	2	105371230	ENST00000721954.1	1543	NA	LOC105371230	uncharacterized LOC105371230	NA	NA	NA
chr1	150808945	150809408	464	*	peak_904	-1.2353258893518	3.2545328033981e-10	Promoter (<=1kb)	1	150796228	150809189	12962	2	1513	ENST00000678725.1	0	ENSG00000143387	CTSK	cathepsin K	NA	NA	NA
chr7	97422109	97422682	574	*	peak_13162	-1.12766332448724	3.42506053574348e-10	Intron (ENST00000813676.1/105375416, intron 2 of 3)	7	97479434	97510179	30746	2	105375416	ENST00000813677.1	87497	NA	LOC105375416	uncharacterized LOC105375416	NA	NA	NA
chr2	105129943	105130299	357	*	peak_8098	-1.14743104170602	3.55135224203717e-10	Distal Intergenic	2	105143591	105145460	1870	1	105373984	ENST00000849532.1	-13292	ENSG00000226508	LINC01918	long intergenic non-protein coding RNA 1918	NA	NA	NA
chr2	59150302	59150707	406	*	peak_7854	-1.11986993259806	3.66950525165795e-10	Intron (ENST00000422723.6/400955, intron 10 of 10)	2	59217708	59279400	61693	1	101927285	ENST00000409590.1	-67001	ENSG00000233723	LINC01793	long intergenic non-protein coding RNA 1793	NA	NA	NA
chr3	188827137	188827460	324	*	peak_11195	-1.24007764458483	3.69065941761364e-10	Intron (ENST00000414139.6/4026, intron 8 of 10)	3	188758007	188876879	118873	1	4026	ENST00000459897.2	69130	ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	NA	NA	NA
chr5	11981940	11982399	460	*	peak_11646	-1.32375035775401	3.78150188947695e-10	Distal Intergenic	5	10971836	11904446	932611	2	1501	ENST00000304623.13	-77494	ENSG00000169862	CTNND2	catenin delta 2	NA	NA	NA
chr5	36887609	36887869	261	*	peak_11692	-1.39899154119146	3.96473813856008e-10	Intron (ENST00000282516.13/25836, intron 1 of 46)	5	36876841	37065394	188554	1	25836	ENST00000652901.1	10768	ENSG00000164190	NIPBL	NIPBL cohesin loading factor	NA	NA	NA
chr16	20925594	20925925	332	*	peak_4937	-1.2481788674614	4.04996409431617e-10	Distal Intergenic	16	20901104	20925006	23903	1	57149	ENST00000396052.3	24490	ENSG00000102897	LYRM1	LYR motif containing 1	NA	NA	NA
chr4	36773462	36773792	331	*	peak_11396	-1.00288639101278	4.17247886735451e-10	Distal Intergenic	4	36548331	36641939	93609	2	105374400	ENST00000655716.2	-131523	NA	LINC02505	long intergenic non-protein coding RNA 2505	NA	NA	NA
chr10	107559920	107560393	474	*	peak_2089	-1.1899471842936	4.21204704730632e-10	Distal Intergenic	10	107689556	107713518	23963	1	101927573	ENST00000757239.1	-129163	ENSG00000298678	LOC101927573	uncharacterized LOC101927573	NA	NA	NA
chr5	30959177	30959629	453	*	peak_11675	-1.01967792356948	4.72610410017759e-10	Intron (ENST00000797583.1/ENST00000797583.1, intron 2 of 4)	5	30788692	30875450	86759	2	124900952	ENST00000797584.1	-83727	ENSG00000303861	LOC124900952	uncharacterized LOC124900952	NA	NA	NA
chr7	96346595	96346998	404	*	peak_13160	-1.06736177221038	4.95760547473481e-10	Distal Intergenic	7	96358390	96406019	47630	1	105375410	ENST00000768829.1	-11392	NA	LOC105375410	uncharacterized LOC105375410	NA	NA	NA
chr3	166889205	166889688	484	*	peak_11139	-1.18641889794463	4.96075789376128e-10	Distal Intergenic	3	166835021	166844956	9936	2	124909498	ENST00000496403.1	-44249	NA	LOC124909498	uncharacterized LOC124909498	NA	NA	NA
chr6	158392128	158392770	643	*	peak_12578	-1.10943569958688	5.13229957490433e-10	Intron (ENST00000619713.1/ENST00000619713.1, intron 1 of 1)	6	158461650	158498693	37044	1	56995	ENST00000613390.1	-68880	ENSG00000130338	TULP4	TUB like protein 4	NA	NA	NA
chr2	112457196	112457759	564	*	peak_8166	-1.0378546731096	5.56938959554956e-10	Intron (ENST00000731293.1/ENST00000731293.1, intron 1 of 1)	2	112370092	112434488	64397	2	727851	ENST00000409750.5	-22708	ENSG00000169629	RGPD8	RANBP2 like and GRIP domain containing 8	NA	NA	NA
chr12	27367144	27367461	318	*	peak_3183	-1.47698186571407	5.68794627940377e-10	Promoter (<=1kb)	12	27368295	27420725	52431	1	56938	ENST00000457040.6	-834	ENSG00000029153	BMAL2	basic helix-loop-helix ARNT like 2	NA	NA	NA
chr11	24697743	24698165	423	*	peak_2411	-1.13239225205895	5.98882071950037e-10	Intron (ENST00000531187.5/338645, intron 1 of 5)	11	24729140	25082631	353492	1	338645	ENST00000620308.1	-30975	ENSG00000187398	LUZP2	leucine zipper protein 2	NA	NA	NA
chr3	46187941	46188244	304	*	peak_10579	-1.05112892732648	6.1910926825314e-10	Intron (ENST00000684109.1/105377067, intron 1 of 1)	3	46201711	46208313	6603	2	1230	ENST00000296140.4	20069	ENSG00000163823	CCR1	C-C motif chemokine receptor 1	NA	NA	NA
chr6	143139986	143140305	320	*	peak_12523	-1.2555227598629	6.22783711709101e-10	Intron (ENST00000367601.8/51390, intron 3 of 5)	6	143126250	143333445	207196	1	51390	ENST00000458219.1	13736	ENSG00000146416	AIG1	androgen induced 1	NA	NA	NA
chr13	35349733	35350123	391	*	peak_3711	-1.26851055896448	6.4629601005472e-10	Promoter (<=1kb)	13	35349123	35453799	104677	1	26960	ENST00000691637.1	610	ENSG00000172915	NBEA	neurobeachin	NA	NA	NA
chr18	3664092	3664674	583	*	peak_6523	-1.21946389683909	6.61876931964084e-10	Intron (ENST00000400147.6/9229, intron 4 of 9)	18	3653410	3656282	2873	1	105371967	ENST00000577848.1	10682	ENSG00000266401	DLGAP1-AS6	DLGAP1 antisense RNA 6	NA	NA	NA
chr16	53034360	53034702	343	*	peak_5118	-1.23828333741292	6.92662729037036e-10	Distal Intergenic	16	53035690	53052873	17184	2	105371267	ENST00000562178.1	18171	ENSG00000277639	CHD9NB	CHD9 neighbor	NA	NA	NA
chr3	57579836	57580093	258	*	peak_10792	-1.38826343480341	7.75535800177441e-10	Intron (ENST00000715954.1/201626, intron 2 of 2)	3	57575548	57597198	21651	2	378	ENST00000483848.5	17105	ENSG00000168374	ARF4	ARF GTPase 4	NA	NA	NA
chr16	8324164	8324551	388	*	peak_4814	-1.20654106388967	8.86063799954313e-10	Intron (ENST00000564185.1/ENST00000564185.1, intron 2 of 3)	16	8526549	8532013	5465	2	283953	ENST00000562516.1	207462	ENSG00000232258	TMEM114	transmembrane protein 114	NA	NA	NA
chr14	88488905	88489240	336	*	peak_4088	-1.32719364228167	9.10562445617838e-10	Intron (ENST00000328736.7/11099, intron 9 of 17)	14	88499334	88515502	16169	1	105370614	ENST00000555444.2	-10094	NA	LOC105370614	uncharacterized LOC105370614	NA	NA	NA
chr13	27370410	27370832	423	*	peak_3698	-1.17902486775119	1.02884571642497e-09	Intron (ENST00000833682.1/ENST00000833682.1, intron 1 of 1)	13	27366918	27374371	7454	2	105370126	ENST00000833774.1	3539	ENSG00000308397	LOC105370126	uncharacterized LOC105370126	NA	NA	NA
chr9	88359739	88360322	584	*	peak_14433	-1.4495139679541	1.03667026100541e-09	Distal Intergenic	9	88388430	88475245	86816	1	10927	ENST00000485804.5	-28108	ENSG00000106723	SPIN1	spindlin 1	NA	NA	NA
chr6	169191530	169192744	1215	*	peak_12677	-1.24931142548363	1.07954507969716e-09	Distal Intergenic	6	169170933	169182878	11946	2	101929504	ENST00000832001.1	-8652	ENSG00000223485	LINC02544	long intergenic non-protein coding RNA 2544	NA	NA	NA
chr20	13863247	13863758	512	*	peak_8850	-1.04106076333492	1.09318309974886e-09	Intron (ENST00000284951.10/80343, intron 17 of 19)	20	13849398	13870184	20787	2	80343	ENST00000475649.5	6426	ENSG00000101251	SEL1L2	SEL1L2 adaptor subunit of SYVN1 ubiquitin ligase	NA	NA	NA
chr20	59228093	59228371	279	*	peak_9288	-1.26599695636479	1.18780069598414e-09	Intron (ENST00000637017.1/128611, intron 6 of 7)	20	59163821	59259113	95293	1	128611	ENST00000371030.4	64272	ENSG00000124203	ZNF831	zinc finger protein 831	NA	NA	NA
chr11	134444592	134445058	467	*	peak_2936	-1.19124746239596	1.23193813706806e-09	Intron (ENST00000661684.2/283177, intron 1 of 3)	11	134436483	134464673	28191	1	283177	ENST00000777364.1	8109	ENSG00000255545	B3GAT1-DT	B3GAT1 divergent transcript	NA	NA	NA
chr3	117509798	117510338	541	*	peak_10876	-1.14980547125309	1.25150511094133e-09	Intron (ENST00000717962.1/4045, intron 2 of 6)	3	117513196	117516519	3324	1	105374056	ENST00000797242.1	-2858	NA	LOC105374056	uncharacterized LOC105374056	NA	NA	NA
chr6	89768228	89768675	448	*	peak_12467	-1.26752845430864	1.28523471438779e-09	Intron (ENST00000369393.8/23195, intron 15 of 101)	6	89729707	89733409	3703	2	23195	ENST00000700653.1	-34819	ENSG00000112159	MDN1	midasin AAA ATPase 1	NA	NA	NA
