Geneid	Chr	Start	End	Strand	log2FoldChange	padj	countsa	countsb
peak_13224	chr7	108589850	108590223	.	-0.706225093223309	0.000193677108986521	252	332
peak_14635	chr9	129084109	129085444	.	0.482753572221822	0.00019451002003649	806	426
peak_10659	chr3	49152926	49155125	.	0.463487624005717	0.000195391505371357	1810	1188
peak_135	chr1	15376933	15377270	.	-0.778631067505893	0.000195461718782878	160	212
peak_6731	chr18	71897401	71897853	.	-0.739268829396828	0.000195461718782878	174	264
peak_7553	chr2	19611879	19612450	.	-0.610383224995877	0.000195635006153649	462	634
peak_12923	chr7	44151178	44152084	.	0.428878942976488	0.000195635006153649	1306	678
peak_11918	chr5	134457950	134458678	.	0.546980831897979	0.000197901318951039	800	398
peak_7605	chr2	23510064	23510907	.	0.480640104006689	0.000198060148942069	1358	776
peak_3320	chr12	55996885	55997904	.	0.522456475646675	0.000198869389535956	956	568
peak_3319	chr12	55965110	55965597	.	-0.822380428411024	0.00019900693517164	194	380
peak_8988	chr20	32457496	32459151	.	0.401666819476868	0.00019900693517164	2128	1246
peak_7716	chr2	29253901	29254263	.	-0.798301963267486	0.000199015699192066	168	236
peak_12027	chr5	149455587	149456542	.	0.404887828482561	0.000199109801495057	1836	1018
peak_10845	chr3	99930384	99930921	.	-0.835958803293063	0.000199630842225895	190	344
peak_4911	chr16	14360487	14361163	.	0.448293156117002	0.000199728036259626	1036	570
peak_383	chr1	31745277	31746599	.	0.397979952401047	0.000200180089310466	1478	856
peak_8300	chr2	126968341	126969806	.	-0.467173449853333	0.000200289661014293	1004	1200
peak_2366	chr11	13338273	13339945	.	0.467582575672692	0.00020059624023115	1734	1108
peak_6049	chr17	63405763	63406395	.	-0.452023304894609	0.000201434652017445	928	1096
peak_13862	chr8	135424377	135424708	.	-0.820571741385531	0.00020166280792437	218	370
peak_4987	chr16	26616185	26616771	.	-0.619150441096141	0.000201838364063978	352	374
peak_10778	chr3	53788191	53788518	.	-0.855099065342598	0.000201931580187135	116	190
peak_856	chr1	112955307	112957805	.	0.484321838302764	0.000202170965991172	3970	2018
peak_11641	chr5	10504032	10504452	.	-0.788351671584536	0.000202173723042963	206	346
peak_3167	chr12	21656987	21658056	.	0.440132960912816	0.000202576748938077	1512	790
peak_6479	chr17	82291982	82293340	.	0.404008129877913	0.000202785011670009	2246	1322
peak_8114	chr2	108189443	108189742	.	-0.622386055069865	0.000202785011670009	286	350
peak_10450	chr3	14431142	14432195	.	0.544072911763913	0.000203014384473605	782	432
peak_11191	chr3	186938723	186939056	.	-0.771868025513641	0.000203573545796969	220	352
peak_13858	chr8	134998712	134999014	.	-0.756440010106384	0.000204015344990519	202	334
peak_13852	chr8	134553536	134554407	.	-0.597970463319517	0.000204073274194877	1072	1534
peak_861	chr1	114234846	114235116	.	-0.815671248954148	0.00020421678248167	154	288
peak_5076	chr16	35566788	35567403	.	-0.536885723319427	0.00020421678248167	494	594
peak_10094	chr22	39292443	39293116	.	0.504747990047534	0.000205073840108969	1154	570
peak_14254	chr8	144476735	144477273	.	0.556154621938074	0.000205383069139631	1254	716
peak_8109	chr2	106184527	106184917	.	-0.806110607115616	0.000205474115276357	200	342
peak_11307	chr4	5628103	5628717	.	-0.66843564092544	0.000205524915619065	256	342
peak_14729	chrX	47650166	47651200	.	0.557204659007684	0.000205649284925814	1374	684
peak_4139	chr14	100156802	100157901	.	0.583362006895678	0.000205833799571724	648	356
peak_10879	chr3	119405331	119405860	.	-0.68640148583454	0.000207084643881632	264	398
peak_2371	chr11	15826453	15827334	.	0.642000045121577	0.0002081236391971	544	336
peak_6469	chr17	82042402	82042871	.	-0.590264738682652	0.000208215367098406	412	558
peak_8807	chr20	3716212	3717184	.	0.516217935383057	0.000208274613735012	744	454
peak_13232	chr7	114309585	114309864	.	-0.969822627587507	0.000208505794196248	92	202
peak_5705	chr17	34639451	34640479	.	0.498182097972834	0.000208595525871314	910	552
peak_13660	chr8	120702141	120702662	.	-0.479278275718309	0.000208750259719846	562	624
peak_3872	chr14	53980217	53980578	.	-0.657946555108955	0.000208788619530258	260	290
peak_5173	chr16	57815383	57816954	.	0.390572745773456	0.000208815901685178	1620	916
peak_14617	chr9	127344557	127345035	.	-0.692600721964381	0.000209705251123289	270	312
peak_10784	chr3	54611028	54611320	.	-0.931494848891367	0.000209968588807299	112	234
peak_12020	chr5	149274930	149275226	.	-0.699396165371497	0.00021048480955375	224	300
peak_8307	chr2	127084668	127085701	.	0.524724982786061	0.000210908203862623	786	424
peak_11813	chr5	119643587	119644272	.	-0.752845513334966	0.000211334552853155	290	442
peak_4935	chr16	20761458	20761959	.	-1.040851566102	0.000211448742332346	158	328
peak_765	chr1	94100459	94102140	.	0.409815649206587	0.000212091089741935	1316	762
peak_12619	chr6	166259608	166259941	.	-0.703487088242509	0.000212342887901002	188	262
peak_9961	chr22	31118089	31119503	.	0.405641100647252	0.000212917827458092	1452	808
peak_5260	chr16	70694717	70695204	.	0.545875994635444	0.000213166803238891	574	330
peak_8435	chr2	159119650	159120312	.	-0.537262266481629	0.000213657321239448	480	554
peak_14021	chr8	141623982	141625628	.	0.461049652680032	0.00021419440432789	3956	1888
peak_10016	chr22	36465616	36467247	.	0.403338536993464	0.000214661075738769	1658	1004
peak_9685	chr22	20080429	20081967	.	0.491986839293463	0.000215195332324831	1522	988
peak_12434	chr6	44677793	44678806	.	-0.584219688129378	0.000215469229897602	580	806
peak_9489	chr21	42630011	42630986	.	0.640730390372662	0.000215633640872427	740	344
peak_3751	chr13	99376130	99376376	.	-0.936833798365285	0.00021575465263337	94	174
peak_5536	chr17	11733123	11733656	.	-0.69901006950593	0.000216322049152188	292	436
peak_8546	chr2	219497765	219499095	.	0.636019413019957	0.000216676170056182	1952	826
peak_10334	chr3	7025878	7026281	.	-0.693957452956934	0.000216676170056182	222	306
peak_1669	chr10	69729561	69730105	.	0.469401642419798	0.000218053848434618	906	498
peak_3578	chr12	130083790	130084651	.	0.609190287554007	0.000218174928211772	796	492
peak_4383	chr15	68281870	68282172	.	-0.8049586671476	0.000218961650137835	208	360
peak_8711	chr2	239726245	239728096	.	0.429707178732688	0.000219257380979027	2074	1130
peak_10834	chr3	75346224	75347358	.	-0.875120688173618	0.000220288594665508	334	634
peak_8679	chr2	238774668	238774980	.	-0.946643409715225	0.000220366711353373	102	204
peak_10416	chr3	13408843	13409440	.	-0.674615934331339	0.000220366711353373	502	644
peak_11768	chr5	73454230	73454684	.	-0.588457461436021	0.000220366711353373	346	436
peak_10510	chr3	38454170	38456332	.	0.391936733173928	0.000220908645688799	2532	1518
peak_10676	chr3	49785791	49786908	.	0.481991503492501	0.000221482760521249	2302	1270
peak_2401	chr11	19080541	19081000	.	-0.687442880249718	0.000221730499433554	214	304
peak_12856	chr7	30703833	30704232	.	-0.741062774277362	0.000222109223468499	250	372
peak_2821	chr11	77118251	77120034	.	0.451450170487367	0.000222820266881926	1056	648
peak_8873	chr20	19025596	19027684	.	0.401595607137573	0.000223519148225881	2402	1490
peak_1805	chr10	73792688	73794459	.	0.409851835590312	0.000224668807462962	1506	860
peak_7519	chr2	15675075	15675836	.	0.572838029391678	0.000224996367262368	778	442
peak_536	chr1	41498545	41499839	.	0.378211456773011	0.000225234610732161	1818	1028
peak_4041	chr14	74400994	74402324	.	0.455463711001721	0.000225442161917863	1096	594
peak_9020	chr20	33731442	33733211	.	0.573476930299879	0.000225442161917863	1594	748
peak_2440	chr11	41559092	41559358	.	-0.863992336955757	0.000226375429893793	112	180
peak_11140	chr3	167734211	167735862	.	0.588879225167925	0.000226375429893793	1288	620
peak_11118	chr3	150829121	150829727	.	-0.562238006478802	0.000227228393892484	334	374
peak_9642	chr22	19446934	19448002	.	0.552188856950402	0.00022728924494849	1444	652
peak_5085	chr16	48462148	48462676	.	-0.685200508897367	0.000227481824783963	550	610
peak_4744	chr16	3067109	3067673	.	0.543820795259206	0.000228044592284125	674	372
peak_7926	chr2	71498238	71498687	.	-0.470208466025548	0.000233501866709314	1030	1002
peak_3473	chr12	119909286	119909766	.	-0.567488876948018	0.000234578060034943	378	468
peak_10655	chr3	49133283	49135418	.	0.41884505304455	0.00023519718894326	2224	1390
peak_12131	chr5	169834637	169834894	.	-0.80497718971299	0.000235495714070109	142	194
peak_3634	chr12	131642035	131642728	.	0.530068431979594	0.000235669906301385	778	454
peak_7088	chr19	38421908	38422695	.	0.619521077764294	0.000235669906301385	572	352
peak_3582	chr12	130339713	130340595	.	0.596314195798595	0.000235768161537757	764	476
peak_11200	chr3	193391775	193392851	.	-0.53472687585838	0.000236088691640551	660	786
peak_3752	chr13	99737538	99737789	.	-0.789483982652282	0.000236289203523943	168	264
peak_4785	chr16	4912093	4912918	.	-0.564884796026562	0.000237077592715492	468	630
peak_13226	chr7	109641530	109642117	.	-0.754903553825974	0.000237158835007235	210	348
peak_796	chr1	109954172	109954576	.	-0.517015705164238	0.000238438891214704	514	642
peak_3998	chr14	70640777	70642981	.	0.379158834379027	0.000238815446721788	1768	1052
peak_5205	chr16	66484171	66486014	.	0.408067384370477	0.000238824637794211	1776	1082
peak_11465	chr4	81412965	81413386	.	-0.614795321296555	0.000238894309647489	292	380
peak_11131	chr3	156626148	156626438	.	-0.613760674521887	0.000238916500988546	304	328
peak_5740	chr17	38700200	38702256	.	0.421890172098007	0.00023909774101013	1554	916
peak_12361	chr6	39270924	39271439	.	-0.571636250018033	0.000240026480647711	340	420
peak_4830	chr16	9578480	9578842	.	-0.643889224911661	0.000240778158088602	298	342
peak_7736	chr2	30629980	30630238	.	-0.811842844661411	0.000240844352575425	138	208
peak_2968	chr12	570934	571662	.	0.515629897463687	0.000240901325616007	766	428
peak_2261	chr10	132467040	132468249	.	0.603681120405996	0.000240972158303841	636	302
peak_7407	chr2	4046793	4047387	.	-0.691818376409401	0.000241927558229539	236	336
peak_3086	chr12	6688453	6689796	.	0.560350021749152	0.000243123369652683	2296	1046
peak_10951	chr3	126401545	126402468	.	0.467023604401354	0.000243215401162847	1150	588
peak_7470	chr2	10765046	10765739	.	0.613147963461347	0.000243890371433368	796	382
peak_1683	chr10	69901070	69902134	.	0.45854365826479	0.000244413607592175	1056	610
peak_10068	chr22	38164067	38164610	.	0.606392371959516	0.000245353836209742	560	316
peak_7451	chr2	10149675	10150029	.	-0.711599424335425	0.000247346668941444	412	522
peak_12699	chr6	169984565	169985147	.	0.666989234863006	0.000249071727013739	770	394
peak_11050	chr3	133023454	133024105	.	-0.509606922082942	0.000250010000434691	536	656
peak_1865	chr10	78927265	78927686	.	0.581326041592293	0.000250545519016839	686	328
peak_12479	chr6	109434488	109435010	.	-0.630857823902825	0.000250545519016839	270	356
peak_7123	chr19	40403479	40404463	.	0.656774731657597	0.000250850050381042	1104	514
peak_4734	chr16	2794533	2794931	.	-0.709393697835672	0.000252000744736632	224	378
peak_13083	chr7	68269535	68269994	.	-0.530561425132416	0.000253913039341008	430	452
peak_6979	chr19	29422949	29424127	.	-0.552233529630447	0.000255571678797746	790	926
peak_574	chr1	43446828	43448588	.	0.462568427934726	0.00025599400713824	1156	728
peak_8914	chr20	23639572	23641685	.	0.461412359991483	0.000256063878487521	1498	894
peak_6518	chr18	2981124	2981781	.	-0.599250910893188	0.00025638743188735	632	1014
peak_13615	chr8	102238249	102239882	.	0.655338385927886	0.000257452067569516	5680	2364
peak_14639	chr9	129607528	129608057	.	0.559526120642434	0.000257727143517977	612	314
peak_5924	chr17	50163643	50164727	.	0.460353110301033	0.000257871861983302	2264	1334
peak_7782	chr2	42504216	42504640	.	-0.64818235434542	0.000259361431391235	232	264
peak_12811	chr7	6446599	6448092	.	0.443747734358415	0.000259944658395483	1798	944
peak_13137	chr7	76322591	76323099	.	-0.612805839397881	0.000259944658395483	258	312
peak_5448	chr16	88404156	88405919	.	0.467789483708406	0.000261542478962691	1440	748
peak_10710	chr3	50416794	50419379	.	0.42704360232941	0.000261727113659658	2042	1326
peak_3945	chr14	65411670	65413921	.	0.535689423913086	0.000262149480163993	3968	1718
peak_13058	chr7	64613638	64615751	.	-0.450412311363055	0.000262791770946409	1316	1608
peak_1317	chr1	244191608	244191950	.	-0.769133318839586	0.000263184854509857	150	194
peak_6194	chr17	73717828	73720854	.	0.430697356346708	0.000263433931373229	3670	2516
peak_594	chr1	44572127	44572840	.	-0.62345444343464	0.000264649820884468	370	536
peak_13766	chr8	132053589	132054567	.	0.406837151645081	0.000264649820884468	1656	918
peak_14424	chr9	86569152	86569598	.	-0.723343963014903	0.000264649820884468	350	558
peak_9587	chr21	45845069	45845407	.	-0.569771341479167	0.000264772056575766	404	454
peak_930	chr1	153527112	153527341	.	-0.829541653877747	0.000265265027818252	118	160
peak_7312	chr19	55248044	55249232	.	0.446209027653681	0.000265265027818252	1122	622
peak_7968	chr2	74844007	74844279	.	-0.635982397401964	0.000265265027818252	238	304
peak_1175	chr1	205976793	205977231	.	-0.453219858406077	0.000266175130636194	662	692
peak_4036	chr14	74073014	74073591	.	-0.479971060959135	0.000266430189239041	688	736
peak_4218	chr15	27669759	27670208	.	-0.660467837976451	0.000266430189239041	294	434
peak_13261	chr7	138880797	138881333	.	-0.628143328705355	0.000266430189239041	334	436
peak_6168	chr17	72602674	72603810	.	0.38071039628539	0.000266980284833965	2656	1742
peak_4716	chr16	1981097	1982661	.	0.445190739012478	0.000267205472619095	1236	726
peak_8148	chr2	110752910	110753277	.	-0.627062113201534	0.00026737915281492	260	306
peak_2064	chr10	103262253	103262804	.	-0.521733551694848	0.000267642422914691	440	550
peak_13971	chr8	141272214	141272811	.	0.52439194519442	0.000267788241934579	844	486
peak_14762	chrX	68571458	68572255	.	-0.611924486451414	0.000268538001787672	384	544
peak_13489	chr8	41916003	41916396	.	-0.633870513962856	0.000269174082429742	288	374
peak_3556	chr12	128042507	128042848	.	-0.66657467188669	0.000270190546732511	288	342
peak_14402	chr9	75083229	75083610	.	-0.654172304315598	0.000270190546732511	476	524
peak_2986	chr12	2152145	2152546	.	-0.556031311563622	0.000270199704956157	482	598
peak_10829	chr3	72595928	72596853	.	0.617495140215941	0.000270442774683763	674	350
peak_9767	chr22	22663773	22664961	.	0.384845356639427	0.000270726938725524	1668	976
peak_9137	chr20	48463101	48463676	.	0.517166172396694	0.000270738199193912	702	382
peak_10822	chr3	72128892	72129365	.	-0.631587255040955	0.000271162362276461	434	498
peak_13791	chr8	132930158	132930436	.	-0.604890698771126	0.000272713511599725	334	400
peak_14077	chr8	141990529	141991803	.	0.396521868030035	0.00027518357590408	1786	1150
peak_11635	chr5	10171005	10171616	.	-0.632063095600186	0.000276120704824896	278	366
peak_12111	chr5	158640055	158640917	.	-0.528472307261928	0.000276670781007004	438	552
peak_11209	chr3	194136779	194137900	.	0.423471912398061	0.000278318842304448	1492	876
peak_1226	chr1	212237564	212237965	.	-0.731178814557436	0.000279074080671183	208	346
peak_11774	chr5	79346566	79346873	.	-0.821589820160388	0.00028178542926304	216	242
peak_8837	chr20	10350860	10351453	.	-0.563925959295164	0.000282749049016077	356	418
peak_3777	chr13	112345991	112346616	.	0.531394903245038	0.000283330950467174	714	370
peak_4800	chr16	5199807	5200988	.	-0.392912138582753	0.000285080769787621	1272	1172
peak_10468	chr3	16101569	16102108	.	-0.605364166845081	0.000285081509891715	428	456
peak_1353	chr10	14977824	14979219	.	-0.931914499279157	0.000285090804029483	296	564
peak_1653	chr10	69217152	69217518	.	-0.641998824387106	0.00028592847638758	252	334
peak_5637	chr17	27385668	27386044	.	-0.743782752563637	0.000286999168129394	168	250
peak_11147	chr3	177628378	177628630	.	-1.2057774350557	0.000287029412795308	94	192
peak_7910	chr2	70645439	70646012	.	0.587212175106766	0.000287516503199661	650	388
peak_777	chr1	101509309	101509641	.	-0.823570192885443	0.000288444904499483	160	286
peak_1924	chr10	80289536	80289755	.	-0.612464152966455	0.000288465885745781	274	376
peak_3067	chr12	5808759	5809944	.	0.604098252840972	0.000289094720496561	1192	794
peak_14517	chr9	96057048	96057664	.	-0.587402743757807	0.000289383839314581	376	474
peak_13341	chr8	12000709	12001143	.	-0.71614471609563	0.000289393429025453	196	312
peak_14371	chr9	38153628	38154975	.	0.439645224025498	0.000289449718486332	1206	764
peak_7323	chr19	55714029	55714615	.	-0.682304129360744	0.000289536185916134	278	418
peak_13950	chr8	140336879	140337843	.	-0.539888673971913	0.000289562523950373	568	644
peak_3397	chr12	108951695	108952188	.	-0.775116674214602	0.000289758781477428	144	230
peak_6052	chr17	63452137	63454839	.	0.315280009120953	0.000291473690935123	3882	2428
peak_8728	chr2	240433163	240434936	.	0.394125069338943	0.00029200973277102	2134	1342
peak_13651	chr8	118436799	118437222	.	-0.696726874991544	0.000292751999413284	352	566
peak_10038	chr22	37149476	37150370	.	0.534351261090276	0.000293268122856342	846	414
peak_1786	chr10	71860222	71861259	.	0.390364835051578	0.000294193763885945	2174	1226
peak_4159	chr14_GL000225v1_random	21216	23524	.	0.461766731234373	0.000294193763885945	2188	1452
peak_13827	chr8	133725065	133725514	.	-0.48142671417257	0.000294992761867297	1330	1396
peak_802	chr1	110112521	110113249	.	0.434788395245832	0.000296991435523662	1052	586
peak_4975	chr16	23670018	23670489	.	-0.795651631545045	0.000297363869666571	154	226
peak_10455	chr3	14563754	14565042	.	0.388679767324579	0.000297366415823479	1450	854
peak_713	chr1	58755231	58755794	.	-0.528416567224069	0.000297417912359641	448	468
peak_10056	chr22	37561659	37563069	.	0.4681235475647	0.000297417912359641	1048	568
peak_5989	chr17	57295114	57295415	.	-0.629432635272245	0.000298141492828342	296	434
peak_7217	chr19	45862276	45863451	.	0.523108799443668	0.000299870784971087	1660	804
peak_4387	chr15	68347380	68348558	.	-0.462836002903024	0.000300198746796217	1040	1162
peak_7465	chr2	10493177	10494957	.	0.38508328999456	0.000300198746796217	2454	1310
peak_6854	chr19	7868646	7871633	.	0.587697875002379	0.000303114296426644	2216	968
peak_10452	chr3	14451852	14453344	.	0.435081986734782	0.00030324705120762	1238	712
peak_8034	chr2	96815277	96817607	.	0.447524840684754	0.0003034225408517	2526	1284
peak_8782	chr20	1325013	1325581	.	0.522716363461183	0.000303769182188022	798	490
peak_10120	chr22	40683052	40683460	.	0.574571779361502	0.000304164726925603	584	274
peak_11560	chr5	142062	143109	.	-0.549056024654059	0.000304413812219418	554	714
peak_7895	chr2	68898262	68898706	.	-0.717137081240945	0.000305141344107667	248	342
peak_10582	chr3	46411895	46412178	.	-0.723287146021776	0.000305929655940105	194	288
peak_13080	chr7	67484120	67484425	.	-0.69282746139657	0.000306042781501368	264	404
peak_14794	chrX	133229347	133229664	.	-0.972833024820825	0.000306351478364975	88	190
peak_14476	chr9	91197294	91197530	.	-0.694631080686635	0.000307086719982565	212	334
peak_11926	chr5	135009793	135011139	.	0.464856060276316	0.000307468229791881	904	534
peak_1057	chr1	181342911	181343548	.	-0.601744063099053	0.00030755122226934	268	354
peak_13047	chr7	64288191	64288796	.	-0.585766911173048	0.000307717846263525	320	426
peak_7579	chr2	20578957	20579673	.	0.467562159873356	0.00030812716287208	1798	942
peak_11149	chr3	179093850	179094221	.	-0.599472255240596	0.000309314745615906	326	350
peak_4240	chr15	39230536	39231000	.	-0.542497780481439	0.000310020458412878	556	612
peak_13220	chr7	108442089	108442438	.	-0.565738015823547	0.000310228104575862	320	344
peak_1230	chr1	213015106	213015981	.	0.490043640787209	0.000310521372153892	1078	560
peak_7781	chr2	42493964	42495223	.	0.431728417211917	0.000311013254952602	1670	936
peak_6894	chr19	14571681	14572304	.	0.57742011071214	0.000311757622594816	518	296
peak_11996	chr5	144633284	144633573	.	-0.925985866134224	0.000312456482813109	118	222
peak_8865	chr20	17968099	17969561	.	0.439540218665635	0.000312636613915836	1606	858
peak_3543	chr12	126804987	126805416	.	-0.770886326509122	0.000313348692591055	172	260
peak_11393	chr4	36402409	36402701	.	-0.859360010356906	0.000315056123941797	130	238
peak_1233	chr1	216045433	216045774	.	-0.769369738078384	0.00031553231555625	172	248
peak_5964	chr17	51391919	51392662	.	-0.364052794544892	0.000315596893835646	1374	1320
peak_6261	chr17	74732785	74734798	.	0.452424842983335	0.000316225692903698	2620	1670
peak_2871	chr11	116467653	116468264	.	-0.660514973542899	0.000316302734022708	212	312
peak_11135	chr3	157282277	157282759	.	-0.831724724381363	0.000316650278127657	152	264
peak_6718	chr18	59038610	59039000	.	-1.22086310490408	0.000317751505709777	96	228
peak_7693	chr2	28508290	28509056	.	-0.407373566433555	0.000317864378720887	1498	1478
peak_6148	chr17	70905813	70906101	.	-0.537676277577462	0.000319250532585104	392	432
peak_7927	chr2	71531695	71532046	.	-0.602333907809746	0.000321015629000109	276	308
peak_12266	chr6	30555398	30556823	.	0.456406527403418	0.000321766790396545	1634	764
peak_8210	chr2	120239570	120240262	.	0.461293551175224	0.000322450012795263	940	510
peak_4304	chr15	58453912	58454866	.	-0.468152216650991	0.000322467777041689	846	890
peak_11674	chr5	23257723	23257995	.	-0.729161035685861	0.000322468428829033	164	240
peak_11539	chr4	158805620	158805962	.	-0.88661642030139	0.00032306607756796	214	364
peak_12756	chr7	1888833	1890509	.	0.411396125952693	0.000323421658941851	1554	960
peak_8189	chr2	118973680	118974481	.	-0.467836784651859	0.000323832382426742	1224	1134
peak_10586	chr3	46423434	46423916	.	-0.519731695495831	0.000323869338108706	442	514
peak_7304	chr19	54631727	54632595	.	0.480038420182229	0.000323901184815414	918	534
peak_407	chr1	34284187	34284769	.	-0.641220562608891	0.000324086861559857	246	354
peak_1184	chr1	206797774	206798332	.	-0.785428115803918	0.000324086861559857	200	326
peak_10852	chr3	105366174	105367006	.	0.581596796727032	0.000324552482520831	1846	828
peak_13410	chr8	25304565	25305083	.	-0.604327942735742	0.000325567490075711	430	462
peak_747	chr1	88774166	88774562	.	-0.592817852001759	0.000326364860951314	366	478
peak_7882	chr2	64963498	64963980	.	-0.498444748799377	0.000326364860951314	476	518
peak_9992	chr22	34761064	34761466	.	-0.68532244555593	0.000327822028098374	306	470
peak_2138	chr10	119177928	119179062	.	0.438926891908205	0.000328578988130699	1394	716
peak_14182	chr8	142934122	142935617	.	0.416203759743012	0.000328578988130699	1674	1094
peak_10393	chr3	13019310	13020442	.	0.410219544783997	0.000328746332001983	1488	836
peak_12612	chr6	163986319	163986835	.	-0.562508604804278	0.000329249021020583	442	514
peak_7618	chr2	24094554	24095070	.	0.709581898281426	0.000329518361106464	408	220
peak_2467	chr11	45642982	45644236	.	0.469425990622199	0.000331450010593701	1086	568
peak_1440	chr10	42887787	42889021	.	0.421574182779187	0.000331589772016275	1360	782
peak_13488	chr8	41907505	41908440	.	0.705821069975317	0.000331696885922551	606	356
peak_10415	chr3	13352099	13353485	.	0.378766080293033	0.000332217518656335	1490	862
peak_6833	chr19	5461470	5461910	.	-0.765441017039427	0.000333101086874071	148	212
peak_2447	chr11	44356055	44357213	.	0.503501772252432	0.000333705051401478	1020	622
peak_1237	chr1	220342949	220343419	.	-0.672680741645295	0.000334259164192526	212	276
peak_3995	chr14	70045819	70046568	.	0.432861451150454	0.0003346811708439	1360	826
peak_7997	chr2	95016669	95017493	.	0.412647508360022	0.000337127962269219	1140	686
peak_12301	chr6	33850918	33851457	.	0.483996435729604	0.000337127962269219	768	392
peak_741	chr1	84365751	84366193	.	-0.671741471620408	0.000337421685925782	272	316
peak_8886	chr20	20627288	20627764	.	-0.551885251544185	0.00033864484510202	344	392
peak_4291	chr15	50830946	50831306	.	-0.691530266643158	0.000338979389262349	182	238
peak_4818	chr16	8581840	8582515	.	0.478697510089991	0.000338979389262349	740	432
peak_1400	chr10	30640374	30640739	.	-0.763530460205688	0.000339901850327298	148	224
peak_3547	chr12	127356968	127357239	.	-0.86148651194678	0.000340090608641562	112	142
peak_7213	chr19	45584257	45585081	.	0.488003077552705	0.000341028320468625	2094	1124
peak_6290	chr17	76517557	76518361	.	0.482970100436941	0.000341772422784297	754	436
peak_12885	chr7	36129080	36129556	.	-0.528193282280259	0.000342068309889814	612	668
peak_8724	chr2	240324216	240325980	.	0.3990943540368	0.000342112429812672	1674	962
peak_10352	chr3	10334057	10337466	.	0.451943158094045	0.000342412412615065	2622	1498
peak_12579	chr6	158475497	158476100	.	-0.493551709111816	0.000342986047014333	486	530
peak_5254	chr16	69471010	69471392	.	-0.91196940470819	0.00034332230831072	116	222
peak_11689	chr5	36431839	36432630	.	-0.619910125817744	0.000343512142391007	494	744
peak_10836	chr3	76221993	76222677	.	-0.629298847953523	0.000343672037886692	300	370
peak_1940	chr10	86003067	86003667	.	-0.651462864011721	0.000345551806580092	308	446
peak_13572	chr8	74505904	74506600	.	-0.517795859140796	0.00034669252459641	490	518
peak_9521	chr21	44347918	44348371	.	0.541339055617167	0.000346762685705904	608	308
peak_9981	chr22	33277792	33278395	.	-0.854988427673711	0.000346905265720036	312	484
peak_2250	chr10	131916538	131916944	.	-0.732461291096169	0.000347451837272153	152	188
peak_13748	chr8	130048231	130049073	.	0.472315689689029	0.000347451837272153	1308	822
peak_10445	chr3	14344085	14344753	.	0.484398098757662	0.000347647373372116	764	436
peak_13800	chr8	133152573	133153181	.	-0.444870128131784	0.000347767815260301	862	980
peak_5371	chr16	84924364	84925455	.	0.546246517570128	0.000348107822444986	634	380
peak_2491	chr11	47426068	47427020	.	0.477108433004103	0.000348336586628734	1086	640
peak_8717	chr2	240105367	240106537	.	0.442676376568684	0.000349487965067311	896	530
peak_7760	chr2	37637983	37638322	.	-0.71103995322634	0.000350876895027232	234	366
peak_9049	chr20	37680475	37680742	.	-0.921451217709457	0.000351531134653839	86	162
peak_5819	chr17	45312620	45313257	.	0.682104852197255	0.000353468214314146	826	564
peak_7401	chr2	3137330	3137870	.	-0.592764993320585	0.000354777303232576	278	350
peak_238	chr1	23959055	23959860	.	0.6000049466788	0.000355147167751466	1062	474
peak_1703	chr10	70540528	70542189	.	0.368503794718582	0.00035520894008768	1976	1140
peak_4447	chr15	73910442	73911374	.	0.641441487000576	0.000355959458891001	544	330
peak_14090	chr8	142081410	142082126	.	0.58245228267591	0.000356218339497223	714	446
peak_2470	chr11	45770232	45771821	.	0.425830418013836	0.000357111596937433	1210	744
peak_8949	chr20	25308414	25310327	.	0.41523380458995	0.000357707181070652	1528	934
peak_6105	chr17	66206741	66207180	.	-0.949672040257658	0.000358280510233248	254	550
peak_11855	chr5	132283359	132284095	.	-0.45861787681392	0.000358280510233248	718	852
peak_3587	chr12	130633633	130634567	.	0.447428686782742	0.000359128494798009	940	526
peak_7857	chr2	60958777	60959090	.	-0.940594129385787	0.000359748793791566	108	254
peak_13049	chr7	64293766	64294569	.	-0.619451491134106	0.000359981691427449	376	480
peak_3370	chr12	103925275	103925639	.	-0.757364014890973	0.00036023702795504	192	244
peak_12562	chr6	157605576	157605965	.	-0.609781803294989	0.00036023702795504	364	420
peak_9954	chr22	30634350	30637279	.	0.437988256154807	0.000360413651151517	3308	1642
peak_13438	chr8	30026166	30026487	.	-0.720024930796092	0.00036046693476954	192	282
peak_12849	chr7	30413033	30413496	.	-0.581271518540677	0.00036154272549715	338	412
peak_5271	chr16	73902941	73903391	.	-0.578865918341582	0.000361823312501656	278	322
peak_10424	chr3	13575592	13576020	.	0.631636046880609	0.000361823312501656	470	242
peak_11501	chr4	112722375	112722882	.	-0.845041234342572	0.00036232667122319	206	408
peak_13025	chr7	55240482	55241234	.	-0.453462286455275	0.000362938891542137	778	904
peak_10180	chr22	44128095	44128774	.	-0.656774034679543	0.000362978987709313	308	420
peak_6450	chr17	81479739	81480512	.	0.43257117437608	0.000365643453010258	1102	594
peak_1377	chr10	23980112	23980547	.	-0.597787066824455	0.000366003975416887	366	436
peak_1252	chr1	224801897	224802368	.	-0.682075005168998	0.000366749344371563	212	306
peak_5601	chr17	19263572	19263892	.	-0.59348717655938	0.000366749344371563	276	328
