seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj
chr20	16877052	16877430	379	*	peak_21206	-1.51495717161881	1.52703039478942e-16	Distal Intergenic	20	16749360	16751782	2423	1	56914	ENST00000486129.1	127692	ENSG00000125879	OTOR	otoraplin	NA	NA	NA
chr7	72435912	72436799	888	*	peak_31436	-1.14125253258805	1.55689704765862e-16	Intron (ENST00000395276.6/83698, intron 1 of 6)	7	71779491	72447061	667571	2	83698	ENST00000395276.6	10262	ENSG00000183166	CALN1	calneuron 1	NA	NA	NA
chr10	104242983	104243447	465	*	peak_5046	-1.35792137293004	1.56674427481683e-16	Intron (ENST00000470554.5/9446, intron 1 of 4)	10	104235356	104259798	24443	1	9446	ENST00000470554.5	7627	ENSG00000148834	GSTO1	glutathione S-transferase omega 1	NA	NA	NA
chr6	28920271	28920891	621	*	peak_29461	-1.66895495661048	1.56965568753008e-16	Promoter (<=1kb)	6	28914776	28920183	5408	2	5987	ENST00000496091.1	-88	ENSG00000204713	TRIM27	tripartite motif containing 27	NA	NA	NA
chr10	65039611	65040231	621	*	peak_4070	-1.21064750089902	1.60605807426957e-16	Distal Intergenic	10	64902438	65017639	115202	2	101928887	ENST00000655566.1	-21972	ENSG00000224714	LINC02671	long intergenic non-protein coding RNA 2671	NA	NA	NA
chr15	77064512	77064879	368	*	peak_10983	-1.62811346740398	1.67095603392402e-16	Exon (ENST00000624777.1/ENST00000624777.1, exon 1 of 1)	15	77046084	77071034	24951	2	10099	ENST00000559494.1	6155	ENSG00000140391	TSPAN3	tetraspanin 3	NA	NA	NA
chr20	13863247	13863758	512	*	peak_21199	-1.40319853084608	1.75783620287173e-16	Intron (ENST00000284951.10/80343, intron 17 of 19)	20	13849398	13870184	20787	2	80343	ENST00000475649.5	6426	ENSG00000101251	SEL1L2	SEL1L2 adaptor subunit of SYVN1 ubiquitin ligase	NA	NA	NA
chr1	114250963	114251778	816	*	peak_2374	-1.08669680921078	1.89291247119381e-16	Intron (ENST00000420156.2/107985443, intron 1 of 1)	1	114206427	114262278	55852	2	107985443	ENST00000420156.2	10500	NA	LOC107985443	uncharacterized LOC107985443	NA	NA	NA
chr11	57555959	57556405	447	*	peak_6210	-1.35107605119997	1.9059317054952e-16	Intron (ENST00000340573.8/9246, intron 2 of 3)	11	57552272	57560516	8245	2	9246	ENST00000528275.1	4111	ENSG00000156587	UBE2L6	ubiquitin conjugating enzyme E2 L6	NA	NA	NA
chr3	115891116	115891684	569	*	peak_26252	-1.30056479100296	1.92263806990001e-16	Intron (ENST00000750388.1/107986116, intron 2 of 2)	3	115841571	115852578	11008	2	4045	ENST00000473171.5	-38538	ENSG00000185565	LSAMP	limbic system associated membrane protein	NA	NA	NA
chr8	130096576	130096939	364	*	peak_32836	-1.2095043542887	1.98083736949919e-16	Intron (ENST00000524124.5/50807, intron 18 of 23)	8	130082738	130084768	2031	2	100507117	ENST00000626977.1	-11808	ENSG00000280543	ASAP1-IT2	ASAP1 intronic transcript 2	NA	NA	NA
chr16	22547440	22547782	343	*	peak_12210	-1.68928786837528	1.99321277235981e-16	Promoter (<=1kb)	16	22546964	22576682	29719	1	653786	ENST00000548889.1	476	ENSG00000290866	OTOAP1	OTOA pseudogene 1	NA	NA	NA
chr6	154596801	154597442	642	*	peak_30220	-1.13691949778998	1.99409572282563e-16	Distal Intergenic	6	154510840	154511572	733	1	101928868	ENST00000802580.1	85961	ENSG00000287260	LOC101928868	uncharacterized LOC101928868	NA	NA	NA
chr5	40831919	40832284	366	*	peak_28237	-1.59255749071056	1.99969384539941e-16	Promoter (<=1kb)	5	40827703	40832555	4853	2	6167	ENST00000511787.1	271	ENSG00000145592	RPL37	ribosomal protein L37	NA	NA	NA
chr2	59150302	59150707	406	*	peak_18982	-1.4822396713548	2.01816772501794e-16	Intron (ENST00000422723.6/400955, intron 10 of 10)	2	59217708	59279400	61693	1	101927285	ENST00000409590.1	-67001	ENSG00000233723	LINC01793	long intergenic non-protein coding RNA 1793	NA	NA	NA
chr2	49702872	49703099	228	*	peak_18958	-1.69142025376028	2.15902978888704e-16	Intron (ENST00000809387.1/124906005, intron 2 of 5)	2	49581876	49634288	52413	1	124906005	ENST00000809398.1	120996	NA	LOC124906005	uncharacterized LOC124906005	NA	NA	NA
chr1	23849104	23849559	456	*	peak_828	-1.29600762052441	2.20364040963485e-16	Intron (ENST00000374479.4/2517, intron 5 of 7)	1	23801887	23838620	36734	2	3155	ENST00000374487.6	-10484	ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	NA	NA	NA
chr5	114237825	114238153	329	*	peak_28419	-1.28300418802554	2.26889110527403e-16	Exon (ENST00000773900.1/ENST00000773900.1, exon 1 of 4)	5	114362070	114496496	134427	1	3781	ENST00000673685.1	-123917	ENSG00000080709	KCNN2	potassium calcium-activated channel subfamily N member 2	NA	NA	NA
chr20	18223271	18223764	494	*	peak_21231	-1.07387311497429	2.28936839685558e-16	Distal Intergenic	20	18268070	18270932	2863	1	124904876	ENST00000805075.1	-44306	ENSG00000304635	LOC124904876	uncharacterized LOC124904876	NA	NA	NA
chr20	5696009	5697384	1376	*	peak_21167	-1.09827177262964	2.36369803148906e-16	Distal Intergenic	20	5703611	5714682	11072	2	105372514	ENST00000720652.1	17298	ENSG00000294032	LOC105372514	uncharacterized LOC105372514	NA	NA	NA
chr3	46187941	46188244	304	*	peak_25537	-1.41518034467467	2.4212834862169e-16	Intron (ENST00000684109.1/105377067, intron 1 of 1)	3	46201711	46208313	6603	2	1230	ENST00000296140.4	20069	ENSG00000163823	CCR1	C-C motif chemokine receptor 1	NA	NA	NA
chr10	77505798	77506300	503	*	peak_4470	-1.34912957969484	2.46584808803091e-16	Intron (ENST00000639601.1/3778, intron 1 of 27)	10	77249431	77498970	249540	2	3778	ENST00000639282.1	-6828	ENSG00000156113	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	NA	NA	NA
chr10	63765081	63765450	370	*	peak_4067	-1.71090857427197	2.4740299634669e-16	Intron (ENST00000823903.1/124902438, intron 2 of 2)	10	63664676	63686180	21505	1	124902438	ENST00000823904.1	100405	ENSG00000228566	LOC124902438	uncharacterized LOC124902438	NA	NA	NA
chr6	111399408	111399929	522	*	peak_30090	-1.67416916889876	2.50789696042086e-16	Intron (ENST00000673446.1/ENST00000673446.1, intron 2 of 3)	6	111392695	111405632	12938	2	5980	ENST00000460981.1	5703	ENSG00000009413	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	NA	NA	NA
chr4	73609795	73610044	250	*	peak_27706	-1.68357477660993	2.51429705047967e-16	Intron (ENST00000307439.10/166824, intron 2 of 10)	4	73574571	73620412	45842	2	166824	ENST00000395777.6	10368	ENSG00000169435	RASSF6	Ras association domain family member 6	NA	NA	NA
chr16	6600824	6601096	273	*	peak_11929	-1.62153511345193	2.52949438242757e-16	Intron (ENST00000569895.3/54715, intron 5 of 6)	16	6483815	7713325	1229511	1	54715	ENST00000675653.1	117009	ENSG00000078328	RBFOX1	RNA binding fox-1 homolog 1	NA	NA	NA
chr4	37634862	37635611	750	*	peak_27582	-1.19693591240217	2.54663845593548e-16	Exon (ENST00000314117.8/768211, exon 5 of 7)	4	37634887	37665381	30495	2	768211	ENST00000512114.1	29770	ENSG00000181826	RELL1	RELT like 1	NA	NA	NA
chr5	42665576	42666157	582	*	peak_28245	-1.57867950857602	2.58629512674979e-16	Intron (ENST00000230882.9/2690, intron 3 of 9)	5	42713867	42718814	4948	1	2690	ENST00000513625.1	-47710	ENSG00000112964	GHR	growth hormone receptor	NA	NA	NA
chr9	110069680	110070276	597	*	peak_34512	-1.20515049536653	2.61953704757329e-16	Intron (ENST00000374530.8/445815, intron 7 of 10)	9	110090197	110138426	48230	1	445815	ENST00000480388.1	-19921	ENSG00000157654	PALM2AKAP2	PALM2 and AKAP2 fusion	NA	NA	NA
chr14	69477032	69477446	415	*	peak_9676	-1.48544946014577	2.8032680538594e-16	Distal Intergenic	14	69484692	69503690	18999	1	400224	ENST00000556123.1	-7246	ENSG00000175985	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	NA	NA	NA
chr3	161314776	161315286	511	*	peak_26890	-1.25661393652976	2.8163011630719e-16	Intron (ENST00000765145.1/ENST00000765145.1, intron 1 of 2)	3	161345775	161371501	25727	2	165679	ENST00000497137.1	56215	ENSG00000196542	SPTSSB	serine palmitoyltransferase small subunit B	NA	NA	NA
chr20	33777833	33778275	443	*	peak_21588	-1.37777197600826	2.8774055629381e-16	Intron (ENST00000342427.6/84905, intron 10 of 14)	20	33787088	33792269	5182	1	84905	ENST00000493497.1	-8813	ENSG00000131061	ZNF341	zinc finger protein 341	NA	NA	NA
chr3	166889205	166889688	484	*	peak_26892	-1.54794851088524	2.88203810513579e-16	Distal Intergenic	3	166835021	166844956	9936	2	124909498	ENST00000496403.1	-44249	NA	LOC124909498	uncharacterized LOC124909498	NA	NA	NA
chr8	117847639	117848133	495	*	peak_32658	-1.00028606081976	3.11009563388004e-16	Intron (ENST00000378204.7/2131, intron 1 of 10)	8	117799587	117806902	7316	2	2131	ENST00000684443.1	-40737	ENSG00000182197	EXT1	exostosin glycosyltransferase 1	NA	NA	NA
chr4	67727133	67727573	441	*	peak_27696	-1.60085163659686	3.15918894427332e-16	Intron (ENST00000793755.1/ENST00000793755.1, intron 1 of 2)	4	67747236	67747386	151	1	124900175	ENST00000365504.1	-19663	ENSG00000202374	LOC124900175	small nucleolar RNA SNORA62/SNORA6 family	NA	NA	NA
chr9	96856832	96857462	631	*	peak_34415	-1.04949982889464	3.17974421171752e-16	Intron (ENST00000721889.1/100132781, intron 1 of 2)	9	96854609	96871095	16487	1	100132781	ENST00000721889.1	2223	NA	LOC100132781	cyclin Y like 1 pseudogene	NA	NA	NA
chr1	150808945	150809408	464	*	peak_2477	-1.59365680451056	3.22338240611928e-16	Promoter (<=1kb)	1	150796228	150809189	12962	2	1513	ENST00000678725.1	0	ENSG00000143387	CTSK	cathepsin K	NA	NA	NA
chr12	16389567	16389929	363	*	peak_7834	-1.20625996584568	3.25078356033157e-16	Intron (ENST00000539036.5/4257, intron 4 of 4)	12	16382827	16438761	55935	1	4257	ENST00000359720.3	6740	ENSG00000008394	MGST1	microsomal glutathione S-transferase 1	NA	NA	NA
chr8	128329711	128330154	444	*	peak_32822	-1.12548193118295	3.26526657410118e-16	Intron (ENST00000816375.1/ENST00000816375.1, intron 1 of 2)	8	128406261	128415381	9121	2	101927774	ENST00000517583.1	85227	NA	LINC00824	long intergenic non-protein coding RNA 824	NA	NA	NA
chr7	40521106	40521443	338	*	peak_31026	-1.77511528402819	3.32626026164134e-16	Intron (ENST00000401647.7/79783, intron 11 of 12)	7	40538127	40546928	8802	2	101928716	ENST00000415237.1	25485	ENSG00000203446	SUGCT-AS1	SUGCT antisense RNA 1	NA	NA	NA
chr7	23048087	23048962	876	*	peak_30862	-1.44893220291221	3.34905524556001e-16	Distal Intergenic	7	22941824	23014130	72307	2	84668	ENST00000681237.1	-33957	ENSG00000122591	HYCC1	hyccin PI4KA lipid kinase complex subunit 1	NA	NA	NA
chr20	13235029	13235757	729	*	peak_21197	-1.25447000339545	3.37832437663844e-16	Intron (ENST00000262487.5/140862, intron 1 of 5)	20	13237801	13239674	1874	2	100505536	ENST00000431407.1	3917	NA	ISM1-AS1	ISM1 antisense RNA 1	NA	NA	NA
chr2	62406646	62407156	511	*	peak_19008	-1.20790935183075	3.42015182455892e-16	Intron (ENST00000807679.1/105374764, intron 3 of 5)	2	62415118	62464073	48956	1	105374764	ENST00000807692.1	-7962	NA	LOC105374764	uncharacterized LOC105374764	NA	NA	NA
chr7	21903038	21903662	625	*	peak_30858	-1.28146885023559	3.5041241290937e-16	Promoter (<=1kb)	7	21902654	21904259	1606	2	55536	ENST00000435717.1	597	ENSG00000164649	CDCA7L	cell division cycle associated 7 like	NA	NA	NA
chr8	130062143	130062622	480	*	peak_32835	-1.12861830048839	3.51105435949626e-16	Intron (ENST00000524124.5/50807, intron 21 of 23)	8	130082738	130084768	2031	2	100507117	ENST00000626977.1	22146	ENSG00000280543	ASAP1-IT2	ASAP1 intronic transcript 2	NA	NA	NA
chr20	7180361	7180655	295	*	peak_21177	-1.64754352393563	3.52213009037019e-16	Intron (ENST00000449581.2/101929265, intron 5 of 7)	20	7146467	7155932	9466	2	101929265	ENST00000828086.1	-24429	ENSG00000228888	LINC01428	long intergenic non-protein coding RNA 1428	NA	NA	NA
chr8	138987831	138988211	381	*	peak_33082	-1.35725883398974	3.52213009037019e-16	Distal Intergenic	8	138588235	138914041	325807	2	169044	ENST00000303045.11	-73790	ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	NA	NA	NA
chr6	133092736	133093486	751	*	peak_30123	-1.19279164843534	3.56728844513279e-16	Intron (ENST00000670829.1/285735, intron 2 of 2)	6	133088126	133106425	18300	1	285735	ENST00000787823.1	4610	ENSG00000231023	LINC00326	long intergenic non-protein coding RNA 326	NA	NA	NA
chr6	158392128	158392770	643	*	peak_30262	-1.46836217280785	3.58846629436249e-16	Intron (ENST00000619713.1/ENST00000619713.1, intron 1 of 1)	6	158461650	158498693	37044	1	56995	ENST00000613390.1	-68880	ENSG00000130338	TULP4	TUB like protein 4	NA	NA	NA
chr1	195415687	195415967	281	*	peak_2916	-1.70585302797296	3.6592858159598e-16	Distal Intergenic	1	195758639	195763420	4782	2	105371672	ENST00000791950.1	347453	ENSG00000287364	LOC105371672	uncharacterized LOC105371672	NA	NA	NA
chr16	12141812	12142510	699	*	peak_12083	-1.1426195661728	3.66822631985993e-16	Intron (ENST00000566228.6/92017, intron 13 of 20)	16	12129697	12527397	397701	1	92017	ENST00000564791.5	12115	ENSG00000048471	SNX29	sorting nexin 29	NA	NA	NA
chr17	49241639	49242593	955	*	peak_14597	-1.04698566871574	3.84266016053168e-16	Intron (ENST00000785575.1/124871, intron 2 of 2)	17	49248094	49286532	38439	1	124871	ENST00000659323.1	-5501	ENSG00000177369	FLJ40194	uncharacterized FLJ40194	NA	NA	NA
chr15	70458683	70459030	348	*	peak_10808	-1.64154368386287	3.87478533125683e-16	Intron (ENST00000756906.1/ENST00000756906.1, intron 1 of 1)	15	70427442	70428583	1142	1	124903519	ENST00000741598.1	31241	ENSG00000296752	LOC124903519	uncharacterized LOC124903519	NA	NA	NA
chr3	68755334	68756114	781	*	peak_26135	-1.2239390718704	4.26659965020057e-16	Intron (ENST00000295569.12/151647, intron 3 of 5)	3	68731766	68932547	200782	2	151647	ENST00000295569.12	176433	ENSG00000163377	TAFA4	TAFA chemokine like family member 4	NA	NA	NA
chr17	43725128	43726007	880	*	peak_14354	-1.08062737111541	4.28280298416237e-16	Distal Intergenic	17	43753738	43758791	5054	2	50964	ENST00000301691.3	32784	ENSG00000167941	SOST	sclerostin	NA	NA	NA
chr8	118281232	118281655	424	*	peak_32660	-1.81616273067188	4.5513684885285e-16	Promoter (<=1kb)	8	118281290	118288358	7069	1	105375724	ENST00000819324.1	0	NA	LOC105375724	uncharacterized LOC105375724	NA	NA	NA
chr5	132417928	132418436	509	*	peak_28529	-1.25629308260121	4.56739717989027e-16	Promoter (1-2kb)	5	132419864	132460930	41067	1	441108	ENST00000621237.1	-1428	NA	CARINH	colitis associated IRF1 antisense regulator of intestinal homeostasis	NA	NA	NA
chr6	34726146	34726467	322	*	peak_29683	-1.63792506857755	4.61427311469879e-16	Exon (ENST00000770923.1/ENST00000770923.1, exon 3 of 3)	6	34696940	34697471	532	1	101929243	ENST00000606496.2	29206	ENSG00000272288	ILRUN-AS1	ILRUN antisense RNA 1	NA	NA	NA
chr11	36186507	36186823	317	*	peak_6029	-1.34582201029794	4.61482201743171e-16	Intron (ENST00000524419.5/143458, intron 4 of 5)	11	36163299	36227429	64131	1	143458	ENST00000529759.1	23208	ENSG00000179241	LDLRAD3	low density lipoprotein receptor class A domain containing 3	NA	NA	NA
chr10	33581880	33582920	1041	*	peak_3640	-1.07854047040166	4.61667738067415e-16	Intron (ENST00000457848.1/105376490, intron 3 of 3)	10	33578931	33600040	21110	2	105376490	ENST00000457848.1	17120	NA	LINC02628	long intergenic non-protein coding RNA 2628	NA	NA	NA
chr8	73130733	73131115	383	*	peak_32493	-1.26467444214561	4.86253764888228e-16	Distal Intergenic	8	73066532	73124088	57557	2	157869	ENST00000519697.1	-6645	ENSG00000164764	SBSPON	somatomedin B and thrombospondin type 1 domain containing	NA	NA	NA
chr5	39501847	39502280	434	*	peak_28230	-1.06082849853457	4.87976803634402e-16	Distal Intergenic	5	39520365	39563609	43245	1	101926940	ENST00000821776.1	-18085	ENSG00000271334	LINC02104	long intergenic non-protein coding RNA 2104	NA	NA	NA
chr2	53202939	53203133	195	*	peak_18961	-1.88695541580801	4.88302615394606e-16	Distal Intergenic	2	52836499	52961484	124986	2	105369165	ENST00000809548.1	-241455	ENSG00000228033	LOC105369165	uncharacterized LOC105369165	NA	NA	NA
chr12	42448900	42449432	533	*	peak_7958	-1.40156944400713	5.04594022860393e-16	Intron (ENST00000317560.13/51535, intron 9 of 9)	12	42463622	42465080	1459	2	144165	ENST00000640361.1	15648	ENSG00000139174	PRICKLE1	prickle planar cell polarity protein 1	NA	NA	NA
chr2	54574443	54574953	511	*	peak_18968	-1.15081484544205	5.26270691923919e-16	Exon (ENST00000806137.1/ENST00000806137.1, exon 1 of 1)	2	54558394	54662308	103915	1	6711	ENST00000333896.5	16049	ENSG00000115306	SPTBN1	spectrin beta, non-erythrocytic 1	NA	NA	NA
chr10	35649460	35650138	679	*	peak_3656	-1.25186868594236	5.54403116509992e-16	Distal Intergenic	10	35643783	35647828	4046	1	105376494	ENST00000783920.1	5677	NA	LOC105376494	uncharacterized LOC105376494	NA	NA	NA
chr12	18854198	18854787	590	*	peak_7835	-1.43595846500845	5.54719134189772e-16	Distal Intergenic	12	18753726	18774464	20739	1	102724227	ENST00000838347.1	100472	NA	LOC102724227	uncharacterized LOC102724227	NA	NA	NA
chr3	188827137	188827460	324	*	peak_27008	-1.59862368620019	5.54719134189772e-16	Intron (ENST00000414139.6/4026, intron 8 of 10)	3	188758007	188876879	118873	1	4026	ENST00000459897.2	69130	ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	NA	NA	NA
chr19	39643653	39644244	592	*	peak_17406	-1.10618821231067	5.68087001280947e-16	Distal Intergenic	19	39640452	39642404	1953	1	100129935	ENST00000744761.1	3201	ENSG00000290598	LOC100129935	galectin 14 pseudogene	NA	NA	NA
chr14	98754337	98754943	607	*	peak_10033	-1.68429065794281	5.75212253334163e-16	Distal Intergenic	14	98711662	98716173	4512	1	283598	ENST00000546029.2	42675	ENSG00000176605	LINC02914	long intergenic non-protein coding RNA 2914	NA	NA	NA
chr16	79098996	79099507	512	*	peak_13007	-1.45062297906799	5.79583955149765e-16	Intron (ENST00000683929.1/51741, intron 10 of 10)	16	79090050	79101754	11705	1	107984806	ENST00000563230.1	8946	NA	LOC107984806	uncharacterized LOC107984806	NA	NA	NA
chr8	118572609	118573074	466	*	peak_32668	-1.84694055460229	5.80517686276965e-16	Intron (ENST00000409003.5/401474, intron 2 of 4)	8	118620498	118906091	285594	1	552860	ENST00000625758.3	-47424	NA	SAMD12-AS1	SAMD12 antisense RNA 1	NA	NA	NA
chr20	6685172	6685693	522	*	peak_21175	-1.25603966010211	5.84599003202317e-16	Distal Intergenic	20	6731258	6736136	4879	2	105372516	ENST00000445589.1	50443	NA	LINC01713	long intergenic non-protein coding RNA 1713	NA	NA	NA
chr16	53034360	53034702	343	*	peak_12547	-1.6029511281809	5.87134414906117e-16	Distal Intergenic	16	53035690	53052873	17184	2	105371267	ENST00000562178.1	18171	ENSG00000277639	CHD9NB	CHD9 neighbor	NA	NA	NA
chr7	77288496	77289121	626	*	peak_31546	-1.32189562799814	6.09681064480912e-16	Promoter (<=1kb)	7	77274227	77288710	14484	2	102723791	ENST00000811576.1	0	ENSG00000305531	LOC102723791	uncharacterized LOC102723791	NA	NA	NA
chr12	8000782	8001286	505	*	peak_7743	-1.07516188603905	6.43865852317384e-16	Intron (ENST00000707174.1/6515, intron 2 of 14)	12	7919230	8019007	99778	2	6515	ENST00000707174.1	17721	ENSG00000059804	SLC2A3	solute carrier family 2 member 3	NA	NA	NA
chr7	51072303	51072651	349	*	peak_31263	-1.15806335107683	6.44576419269995e-16	3' UTR	7	51017280	51035955	18676	2	23242	ENST00000462395.1	-36348	ENSG00000106078	COBL	cordon-bleu WH2 repeat protein	NA	NA	NA
chr14	61257667	61258039	373	*	peak_9522	-1.32654414682352	6.55743712632289e-16	Intron (ENST00000555185.5/5583, intron 1 of 3)	14	61280953	61443211	162259	1	5583	ENST00000555542.5	-22914	ENSG00000027075	PRKCH	protein kinase C eta	NA	NA	NA
chr4	49063263	49063977	715	*	peak_27632	-1.2369388930078	6.67248488755296e-16	Distal Intergenic	4	49028692	49031276	2585	1	80157	ENST00000507372.1	34571	ENSG00000109182	CWH43	cell wall biogenesis 43 C-terminal homolog	NA	NA	NA
chr2	13433923	13434325	403	*	peak_18299	-1.75815795325647	6.77653223520293e-16	Distal Intergenic	2	13357278	13403233	45956	1	105373437	ENST00000772678.1	76645	ENSG00000300555	LOC105373437	uncharacterized LOC105373437	NA	NA	NA
chr14	59521351	59521711	361	*	peak_9510	-1.62221983382266	6.8896686986585e-16	Exon (ENST00000554253.1/729665, exon 2 of 6)	14	59479274	59525437	46164	2	729665	ENST00000554253.1	3726	ENSG00000151838	CCDC175	coiled-coil domain containing 175	NA	NA	NA
chr17	43351704	43352201	498	*	peak_14345	-1.66740861530733	6.97706355746505e-16	Intron (ENST00000663186.1/ENST00000663186.1, intron 1 of 2)	17	43368796	43373810	5015	1	105371785	ENST00000829281.1	-16595	NA	LOC105371785	uncharacterized LOC105371785	NA	NA	NA
chr5	116858405	116859042	638	*	peak_28434	-1.31637088681619	7.16773361827096e-16	Distal Intergenic	5	116896668	116915279	18612	2	105379135	ENST00000795992.1	56237	NA	LOC105379135	uncharacterized LOC105379135	NA	NA	NA
chr18	40207385	40207720	336	*	peak_16352	-1.5523874079786	7.62371858595182e-16	Distal Intergenic	18	40245871	40249813	3943	1	105372082	ENST00000750899.1	-38151	NA	LOC105372082	uncharacterized LOC105372082	NA	NA	NA
chr9	89939720	89940246	527	*	peak_34250	-1.28397973785917	7.74031587066439e-16	Intron (ENST00000656288.1/101927847, intron 2 of 6)	9	89969386	90015624	46239	1	101927847	ENST00000666051.1	-29140	ENSG00000237626	LOC101927847	uncharacterized LOC101927847	NA	NA	NA
chr16	8324164	8324551	388	*	peak_11937	-1.56588810622677	7.77780341540687e-16	Intron (ENST00000564185.1/ENST00000564185.1, intron 2 of 3)	16	8526549	8532013	5465	2	283953	ENST00000562516.1	207462	ENSG00000232258	TMEM114	transmembrane protein 114	NA	NA	NA
chr3	72052878	72053384	507	*	peak_26155	-1.71402097991575	7.83600325185405e-16	Promoter (<=1kb)	3	72035502	72052902	17401	2	285286	ENST00000811819.1	0	ENSG00000241163	LINC00877	long intergenic non-protein coding RNA 877	NA	NA	NA
chr8	26637442	26638062	621	*	peak_32178	-1.20172237213352	7.87689884480152e-16	Promoter (<=1kb)	8	26637530	26643522	5993	1	1808	ENST00000474808.1	0	ENSG00000092964	DPYSL2	dihydropyrimidinase like 2	NA	NA	NA
chr7	108584128	108584622	495	*	peak_31727	-1.65435274167184	7.88575742640155e-16	Distal Intergenic	7	108571715	108574760	3046	1	4189	ENST00000465725.1	12413	ENSG00000128590	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9	NA	NA	NA
chr13	35349733	35350123	391	*	peak_9065	-1.63083714984366	8.29390342729612e-16	Promoter (<=1kb)	13	35349123	35453799	104677	1	26960	ENST00000691637.1	610	ENSG00000172915	NBEA	neurobeachin	NA	NA	NA
chr3	108863216	108863766	551	*	peak_26228	-1.47039353352293	8.57371427530797e-16	Distal Intergenic	3	108822859	108839325	16467	1	50852	ENST00000478830.1	40357	ENSG00000163519	TRAT1	T cell receptor associated transmembrane adaptor 1	NA	NA	NA
chr6	143139986	143140305	320	*	peak_30154	-1.62034707176138	8.61942600566554e-16	Intron (ENST00000367601.8/51390, intron 3 of 5)	6	143126250	143333445	207196	1	51390	ENST00000458219.1	13736	ENSG00000146416	AIG1	androgen induced 1	NA	NA	NA
chr5	55978022	55978560	539	*	peak_28289	-1.18495987716054	8.85768348332794e-16	Promoter (<=1kb)	5	55978285	56001806	23522	1	441072	ENST00000719859.1	0	ENSG00000227908	IL6ST-DT	IL6ST divergent transcript	NA	NA	NA
chr17	41860045	41860580	536	*	peak_14305	-1.45443835851353	8.89912418612366e-16	Intron (ENST00000319121.4/55175, intron 1 of 1)	17	41848518	41865423	16906	2	55175	ENST00000319121.4	4843	ENSG00000178502	KLHL11	kelch like family member 11	NA	NA	NA
chr13	99799415	99800101	687	*	peak_9156	-1.34364542300498	8.92896840666573e-16	Intron (ENST00000376355.7/171425, intron 2 of 7)	13	99858861	99865238	6378	1	171425	ENST00000416504.5	-58760	ENSG00000125246	CLYBL	citramalyl-CoA lyase	NA	NA	NA
chr13	27370410	27370832	423	*	peak_9034	-1.539514697442	8.94685917819307e-16	Intron (ENST00000833682.1/ENST00000833682.1, intron 1 of 1)	13	27366918	27374371	7454	2	105370126	ENST00000833774.1	3539	ENSG00000308397	LOC105370126	uncharacterized LOC105370126	NA	NA	NA
chr16	20925594	20925925	332	*	peak_12179	-1.60848330055978	9.05057911801061e-16	Distal Intergenic	16	20901104	20925006	23903	1	57149	ENST00000396052.3	24490	ENSG00000102897	LYRM1	LYR motif containing 1	NA	NA	NA
chr14	88488905	88489240	336	*	peak_9912	-1.68680306090165	9.2626097302679e-16	Intron (ENST00000328736.7/11099, intron 9 of 17)	14	88499334	88515502	16169	1	105370614	ENST00000555444.2	-10094	NA	LOC105370614	uncharacterized LOC105370614	NA	NA	NA
chr2	126839892	126840399	508	*	peak_19904	-1.46764653972291	9.27805780522198e-16	Distal Intergenic	2	126893547	126898804	5258	2	105373603	ENST00000843607.1	58405	NA	LOC105373603	uncharacterized LOC105373603	NA	NA	NA
chr8	89474012	89474483	472	*	peak_32525	-1.79795607702287	9.84621078270719e-16	Distal Intergenic	8	89616929	89620875	3947	2	112268015	ENST00000520306.1	146392	NA	LOC112268015	uncharacterized LOC112268015	NA	NA	NA
chr8	123168846	123169182	337	*	peak_32720	-1.19057017981545	1.00322509946956e-15	Distal Intergenic	8	123178960	123180615	1656	1	84985	ENST00000523819.5	-9778	ENSG00000147689	FAM83A	family with sequence similarity 83 member A	NA	NA	NA
chr3	98503613	98504033	421	*	peak_26193	-1.38933401669657	1.00884633595518e-15	Intron (ENST00000502288.5/56650, intron 3 of 3)	3	98497681	98498631	951	1	402135	ENST00000427338.3	5932	ENSG00000231861	OR5K2	olfactory receptor family 5 subfamily K member 2	NA	NA	NA
chr5	11981940	11982399	460	*	peak_28135	-1.68631136999528	1.02894352194801e-15	Distal Intergenic	5	10971836	11904446	932611	2	1501	ENST00000304623.13	-77494	ENSG00000169862	CTNND2	catenin delta 2	NA	NA	NA
chr14	97866083	97866620	538	*	peak_10029	-1.47836625769141	1.04237957219839e-15	Distal Intergenic	14	97926479	97949044	22566	2	388011	ENST00000736866.1	82424	ENSG00000246223	LINC01550	long intergenic non-protein coding RNA 1550	NA	NA	NA
chr2	98752816	98753149	334	*	peak_19429	-1.74544601747851	1.05111055995157e-15	Distal Intergenic	2	98750054	98751616	1563	1	107985922	ENST00000800927.1	2762	NA	LOC107985922	uncharacterized LOC107985922	NA	NA	NA
