seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	227318177	227319421	1245	*	Promoter (<=1kb)	1	226989865	227318474	328610	2	8476	ENST00000366769.7	0	ENSG00000143776	CDC42BPA	CDC42 binding protein kinase alpha
chr1	227449876	227450500	625	*	Distal Intergenic	1	227409765	227426057	16293	1	107985463	ENST00000436377.1	40111	ENSG00000234277	LINC01641	long intergenic non-protein coding RNA 1641
chr1	227728092	227731091	3000	*	Promoter (<=1kb)	1	227728200	227781821	53622	1	116841	ENST00000681827.1	0	ENSG00000143740	SNAP47	synaptosome associated protein 47
chr1	227759462	227760122	661	*	Promoter (<=1kb)	1	227758606	227781826	23221	1	116841	ENST00000681554.1	856	ENSG00000143740	SNAP47	synaptosome associated protein 47
chr1	227761490	227762901	1412	*	Promoter (<=1kb)	1	227763739	227781208	17470	1	116841	ENST00000681252.1	-838	ENSG00000143740	SNAP47	synaptosome associated protein 47
chr1	227778288	227780796	2509	*	3' UTR	1	227786266	227792154	5889	1	105373289	ENST00000654998.2	-5470	ENSG00000286389	LOC105373289	uncharacterized LOC105373289
chr1	227787942	227790365	2424	*	Promoter (<=1kb)	1	227788106	227790577	2472	1	105373289	ENST00000813406.1	0	ENSG00000286389	LOC105373289	uncharacterized LOC105373289
chr1	227792272	227795306	3035	*	Exon (ENST00000813402.1/ENST00000813402.1, exon 1 of 3)	1	227788595	227790577	1983	1	105373289	ENST00000813410.1	3677	ENSG00000286389	LOC105373289	uncharacterized LOC105373289
chr1	227798107	227798785	679	*	Intron (ENST00000813401.1/105373289, intron 2 of 2)	1	227788595	227790577	1983	1	105373289	ENST00000813410.1	9512	ENSG00000286389	LOC105373289	uncharacterized LOC105373289
chr1	227815295	227815910	616	*	Promoter (<=1kb)	1	227815675	227846470	30796	1	339501	ENST00000366757.4	0	ENSG00000185888	PRSS38	serine protease 38
chr1	227869419	227870313	895	*	Distal Intergenic	1	227815675	227846470	30796	1	339501	ENST00000366757.4	53744	ENSG00000185888	PRSS38	serine protease 38
chr1	227885528	227886373	846	*	Distal Intergenic	1	227941590	227941683	94	2	100847072	ENST00000584300.1	55310	ENSG00000264483	MIR5008	microRNA 5008
chr1	227894018	227895526	1509	*	Distal Intergenic	1	227941590	227941683	94	2	100847072	ENST00000584300.1	46157	ENSG00000264483	MIR5008	microRNA 5008
chr1	227895724	227897686	1963	*	Distal Intergenic	1	227941590	227941683	94	2	100847072	ENST00000584300.1	43997	ENSG00000264483	MIR5008	microRNA 5008
chr1	227901332	227903462	2131	*	Distal Intergenic	1	227941590	227941683	94	2	100847072	ENST00000584300.1	38221	ENSG00000264483	MIR5008	microRNA 5008
chr1	227903845	227905094	1250	*	Distal Intergenic	1	227941590	227941683	94	2	100847072	ENST00000584300.1	36589	ENSG00000264483	MIR5008	microRNA 5008
chr1	227906821	227908127	1307	*	Distal Intergenic	1	227941590	227941683	94	2	100847072	ENST00000584300.1	33556	ENSG00000264483	MIR5008	microRNA 5008
chr1	227924824	227928809	3986	*	Exon (ENST00000272164.6/7483, exon 2 of 4)	1	227941590	227941683	94	2	100847072	ENST00000584300.1	12874	ENSG00000264483	MIR5008	microRNA 5008
chr1	227934699	227935532	834	*	Intron (ENST00000272164.6/7483, intron 1 of 3)	1	227941590	227941683	94	2	100847072	ENST00000584300.1	6151	ENSG00000264483	MIR5008	microRNA 5008
chr1	227939936	227943334	3399	*	Promoter (<=1kb)	1	227941590	227941683	94	2	100847072	ENST00000584300.1	0	ENSG00000264483	MIR5008	microRNA 5008
chr1	227945146	227946617	1472	*	Promoter (1-2kb)	1	227918656	227947932	29277	2	7483	ENST00000272164.6	1315	ENSG00000143816	WNT9A	Wnt family member 9A
chr1	227948761	227951239	2479	*	Promoter (<=1kb)	1	227918656	227947932	29277	2	7483	ENST00000272164.6	-829	ENSG00000143816	WNT9A	Wnt family member 9A
chr1	228003926	228006104	2179	*	Promoter (<=1kb)	1	228006998	228061271	54274	1	89780	ENST00000284523.2	-894	ENSG00000154342	WNT3A	Wnt family member 3A
chr1	228009747	228011451	1705	*	Intron (ENST00000284523.2/89780, intron 1 of 3)	1	228006998	228061271	54274	1	89780	ENST00000284523.2	2749	ENSG00000154342	WNT3A	Wnt family member 3A
chr1	228011660	228012267	608	*	Intron (ENST00000284523.2/89780, intron 1 of 3)	1	228006998	228061271	54274	1	89780	ENST00000284523.2	4662	ENSG00000154342	WNT3A	Wnt family member 3A
chr1	228030626	228032464	1839	*	Intron (ENST00000284523.2/89780, intron 2 of 3)	1	228006998	228061271	54274	1	89780	ENST00000284523.2	23628	ENSG00000154342	WNT3A	Wnt family member 3A
chr1	228035890	228037346	1457	*	Intron (ENST00000284523.2/89780, intron 2 of 3)	1	228006998	228061271	54274	1	89780	ENST00000284523.2	28892	ENSG00000154342	WNT3A	Wnt family member 3A
chr1	228044641	228046218	1578	*	Intron (ENST00000284523.2/89780, intron 2 of 3)	1	228073909	228076550	2642	2	100506571	ENST00000623471.1	30332	ENSG00000276255	LINC02809	long intergenic non-protein coding RNA 2809
chr1	228046978	228048673	1696	*	Intron (ENST00000284523.2/89780, intron 2 of 3)	1	228073909	228076550	2642	2	100506571	ENST00000623471.1	27877	ENSG00000276255	LINC02809	long intergenic non-protein coding RNA 2809
chr1	228061462	228065134	3673	*	Downstream (<=300bp)	1	228073909	228076550	2642	2	100506571	ENST00000623471.1	11416	ENSG00000276255	LINC02809	long intergenic non-protein coding RNA 2809
chr1	228072385	228074854	2470	*	Promoter (1-2kb)	1	228073909	228076550	2642	2	100506571	ENST00000623471.1	1696	ENSG00000276255	LINC02809	long intergenic non-protein coding RNA 2809
chr1	228081569	228082254	686	*	Promoter (<=1kb)	1	228082708	228099212	16505	1	375	ENST00000272102.10	-454	ENSG00000143761	ARF1	ARF GTPase 1
chr1	228139680	228140777	1098	*	Promoter (<=1kb)	1	228139962	228148840	8879	1	2987	ENST00000366730.5	0	ENSG00000143774	GUK1	guanylate kinase 1
chr1	228144183	228146381	2199	*	Promoter (<=1kb)	1	228144328	228148951	4624	1	2987	ENST00000366718.5	0	ENSG00000143774	GUK1	guanylate kinase 1
chr1	228148001	228149841	1841	*	Promoter (<=1kb)	1	228148091	228148955	865	1	2987	ENST00000471270.5	0	ENSG00000143774	GUK1	guanylate kinase 1
chr1	228149905	228152596	2692	*	Promoter (<=1kb)	1	228149930	228159826	9897	1	57165	ENST00000366714.3	0	ENSG00000198835	GJC2	gap junction protein gamma 2
chr1	228154073	228156393	2321	*	Intron (ENST00000366714.3/57165, intron 1 of 1)	1	228149930	228159826	9897	1	57165	ENST00000366714.3	4143	ENSG00000198835	GJC2	gap junction protein gamma 2
chr1	228159934	228161206	1273	*	Downstream (<=300bp)	1	228163315	228165173	1859	1	124904534	ENST00000829866.1	-2109	NA	LOC124904534	uncharacterized LOC124904534
chr1	228162420	228164948	2529	*	Promoter (<=1kb)	1	228163315	228165173	1859	1	124904534	ENST00000829866.1	0	NA	LOC124904534	uncharacterized LOC124904534
chr1	228165175	228166986	1812	*	Promoter (<=1kb)	1	228165804	228182257	16454	1	200205	ENST00000366711.4	0	ENSG00000181873	IBA57	iron-sulfur cluster assembly factor IBA57
chr1	228209653	228210993	1341	*	Promoter (<=1kb)	1	228211784	228285361	73578	1	84033	ENST00000366704.2	-791	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228291264	228292733	1470	*	Promoter (1-2kb)	1	228294191	228295141	951	1	84033	ENST00000494839.2	-1458	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228332673	228335233	2561	*	Promoter (<=1kb)	1	228333737	228361196	27460	1	84033	ENST00000664957.1	0	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228354656	228355370	715	*	Promoter (1-2kb)	1	228353007	228361250	8244	1	84033	ENST00000474237.2	1649	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228357803	228358787	985	*	Exon (ENST00000653257.1/101927401, exon 9 of 9)	1	228353007	228361250	8244	1	84033	ENST00000474237.2	4796	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228365234	228369932	4699	*	Promoter (<=1kb)	1	228357012	228368554	11543	2	101927401	ENST00000653257.1	0	ENSG00000287315	LOC101927401	uncharacterized LOC101927401
chr1	228370021	228370906	886	*	Promoter (1-2kb)	1	228372285	228378876	6592	1	84033	ENST00000664353.1	-1379	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228372124	228373476	1353	*	Promoter (<=1kb)	1	228372285	228378876	6592	1	84033	ENST00000664353.1	0	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228373972	228376795	2824	*	Promoter (<=1kb)	1	228374918	228378822	3905	1	84033	ENST00000664862.1	0	ENSG00000154358	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
chr1	228409889	228411255	1367	*	Exon (ENST00000730668.1/124904537, exon 2 of 3)	1	228407365	228410870	3506	1	124904537	ENST00000663818.1	2524	NA	LOC124904537	uncharacterized LOC124904537
chr1	228429021	228429595	575	*	Exon (ENST00000730661.1/ENST00000730661.1, exon 2 of 2)	1	228424845	228425360	516	2	8290	ENST00000366696.2	-3661	ENSG00000168148	H3-4	H3.4 histone, cluster member
chr1	228449815	228450831	1017	*	Intron (ENST00000730655.1/ENST00000730655.1, intron 1 of 1)	1	228434777	228457873	23097	2	124904538	ENST00000691624.1	7042	NA	LOC124904538	uncharacterized LOC124904538
chr1	228452775	228453378	604	*	Intron (ENST00000730655.1/ENST00000730655.1, intron 1 of 1)	1	228434777	228457873	23097	2	124904538	ENST00000691624.1	4495	NA	LOC124904538	uncharacterized LOC124904538
chr1	228501335	228502305	971	*	Promoter (<=1kb)	1	228501172	228510132	8961	1	105373124	ENST00000739701.1	163	NA	LOC105373124	uncharacterized LOC105373124
chr1	228809598	228810735	1138	*	Exon (ENST00000848621.1/ENST00000848621.1, exon 1 of 4)	1	228735479	228746664	11186	1	58480	ENST00000366691.4	74119	ENSG00000116574	RHOU	ras homolog family member U
chr1	228924959	228925461	503	*	Intron (ENST00000848808.1/124904539, intron 2 of 2)	1	228929934	228948707	18774	2	124904539	ENST00000848809.1	23246	NA	LOC124904539	uncharacterized LOC124904539
chr1	229006094	229006912	819	*	Distal Intergenic	1	228857950	228949680	91731	2	124904539	ENST00000848808.1	-56414	NA	LOC124904539	uncharacterized LOC124904539
chr1	229024502	229025797	1296	*	Exon (ENST00000718074.1/105373158, exon 4 of 4)	1	229089200	229094895	5696	2	105373158	ENST00000658958.1	69098	ENSG00000236975	LINC02815	long intergenic non-protein coding RNA 2815
chr1	229119599	229120775	1177	*	Intron (ENST00000718074.1/105373158, intron 2 of 3)	1	229092312	229102951	10640	2	105373158	ENST00000716796.1	-16648	ENSG00000236975	LINC02815	long intergenic non-protein coding RNA 2815
chr1	229148600	229149652	1053	*	Intron (ENST00000718074.1/105373158, intron 1 of 3)	1	229024326	229176881	152556	2	105373158	ENST00000718074.1	27229	ENSG00000236975	LINC02815	long intergenic non-protein coding RNA 2815
chr1	229217669	229218103	435	*	Intron (ENST00000716798.1/ENST00000716798.1, intron 1 of 3)	1	229092819	229205428	112610	2	105373158	ENST00000666388.1	-12241	ENSG00000236975	LINC02815	long intergenic non-protein coding RNA 2815
chr1	229410326	229411360	1035	*	Promoter (1-2kb)	1	229408918	229411093	2176	1	124904541	ENST00000843226.1	1408	NA	LOC124904541	uncharacterized LOC124904541
chr1	229558702	229559880	1179	*	Promoter (<=1kb)	1	229516582	229558707	42126	2	23456	ENST00000344517.5	0	ENSG00000135776	ABCB10	ATP binding cassette subfamily B member 10
chr1	229579216	229579636	421	*	Distal Intergenic	1	229516582	229558707	42126	2	23456	ENST00000344517.5	-20509	ENSG00000135776	ABCB10	ATP binding cassette subfamily B member 10
chr1	229874599	229875017	419	*	Intron (ENST00000807022.1/ENST00000807022.1, intron 1 of 2)	1	229871965	229892002	20038	2	101927504	ENST00000669450.1	16985	ENSG00000227043	LINC01682	long intergenic non-protein coding RNA 1682
chr1	230072231	230073134	904	*	Intron (ENST00000494106.1/2590, intron 1 of 6)	1	230067259	230092033	24775	1	2590	ENST00000488903.1	4972	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
chr1	230073431	230073979	549	*	Intron (ENST00000494106.1/2590, intron 1 of 6)	1	230067259	230092033	24775	1	2590	ENST00000488903.1	6172	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
chr1	230104522	230105241	720	*	Intron (ENST00000494106.1/2590, intron 1 of 6)	1	230112662	230114032	1371	1	2590	ENST00000830731.1	-7421	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
chr1	230113404	230114105	702	*	Promoter (<=1kb)	1	230112662	230114032	1371	1	2590	ENST00000830731.1	742	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
chr1	230265051	230265676	626	*	Exon (ENST00000366672.5/2590, exon 14 of 16)	1	230261951	230264972	3022	1	2590	ENST00000492568.1	3100	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
chr1	230268198	230269129	932	*	Exon (ENST00000440729.3/124904542, exon 2 of 4)	1	230258915	230272092	13178	2	124904542	ENST00000830540.1	2963	ENSG00000227006	LOC124904542	uncharacterized LOC124904542
chr1	230327648	230328246	599	*	Intron (ENST00000391860.7/79605, intron 5 of 6)	1	230323542	230336295	12754	2	79605	ENST00000530424.1	8049	ENSG00000177614	PGBD5	piggyBac transposable element derived 5
chr1	230328329	230329032	704	*	Intron (ENST00000391860.7/79605, intron 5 of 6)	1	230323542	230336295	12754	2	79605	ENST00000530424.1	7263	ENSG00000177614	PGBD5	piggyBac transposable element derived 5
chr1	230337237	230337605	369	*	Promoter (<=1kb)	1	230323542	230336295	12754	2	79605	ENST00000530424.1	-942	ENSG00000177614	PGBD5	piggyBac transposable element derived 5
chr1	230365448	230366207	760	*	Intron (ENST00000391860.7/79605, intron 1 of 6)	1	230323248	230377645	54398	2	79605	ENST00000525115.1	11438	ENSG00000177614	PGBD5	piggyBac transposable element derived 5
chr1	230392028	230392380	353	*	Intron (ENST00000391860.7/79605, intron 1 of 6)	1	230398238	230400096	1859	2	124904543	ENST00000815411.1	7716	NA	LOC124904543	uncharacterized LOC124904543
chr1	230750491	230751037	547	*	Intron (ENST00000366666.6/10753, intron 1 of 17)	1	230747415	230802003	54589	1	10753	ENST00000354537.1	3076	ENSG00000135773	CAPN9	calpain 9
chr1	230773708	230774246	539	*	Intron (ENST00000366666.6/10753, intron 5 of 17)	1	230791877	230801762	9886	1	10753	ENST00000480004.1	-17631	ENSG00000135773	CAPN9	calpain 9
chr1	231134438	231134988	551	*	Distal Intergenic	1	231162058	231221565	59508	1	440730	ENST00000366653.6	-27070	ENSG00000119283	TRIM67	tripartite motif containing 67
chr1	231162115	231163407	1293	*	Promoter (<=1kb)	1	231162970	231215440	52471	1	440730	ENST00000449018.7	0	ENSG00000119283	TRIM67	tripartite motif containing 67
chr1	231200495	231200901	407	*	Intron (ENST00000366653.6/440730, intron 4 of 9)	1	231184098	231187627	3530	2	149373	ENST00000425559.1	-12868	ENSG00000235710	TRIM67-AS1	TRIM67 antisense RNA 1
chr1	231512182	231512511	330	*	Intron (ENST00000653908.1/54583, intron 1 of 4)	1	231522461	231528255	5795	2	122526782	ENST00000440665.5	15744	ENSG00000233461	TSNAX-DT	TSNAX divergent transcript
chr1	231625949	231627734	1786	*	Promoter (<=1kb)	1	231626790	232041272	414483	1	27185	ENST00000439617.8	0	ENSG00000162946	DISC1	DISC1 scaffold protein
chr1	231724917	231725469	553	*	Intron (ENST00000647072.1/100303453, intron 7 of 7)	1	231684752	231693935	9184	1	27185	ENST00000602600.1	40165	ENSG00000162946	DISC1	DISC1 scaffold protein
chr1	232284652	232285429	778	*	Intron (ENST00000808995.1/124904550, intron 2 of 3)	1	232261146	232273787	12642	1	124904550	ENST00000808996.1	23506	NA	LOC124904550	uncharacterized LOC124904550
chr1	232384961	232385706	746	*	Distal Intergenic	1	232399142	232402766	3625	2	57568	ENST00000494056.1	17060	ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2
chr1	233972886	233973307	422	*	Intron (ENST00000366618.8/148641, intron 2 of 7)	1	233904676	234324511	419836	1	148641	ENST00000366618.8	68210	ENSG00000183780	SLC35F3	solute carrier family 35 member F3
chr1	234067472	234067947	476	*	Intron (ENST00000366618.8/148641, intron 2 of 7)	1	234214271	234324511	110241	1	148641	ENST00000366617.3	-146324	ENSG00000183780	SLC35F3	solute carrier family 35 member F3
chr1	234118984	234119275	292	*	Intron (ENST00000366618.8/148641, intron 2 of 7)	1	234214271	234324511	110241	1	148641	ENST00000366617.3	-94996	ENSG00000183780	SLC35F3	solute carrier family 35 member F3
chr1	234373071	234374062	992	*	Promoter (<=1kb)	1	234372802	234373857	1056	2	101927765	ENST00000685022.3	0	ENSG00000231663	COA6-AS1	COA6 antisense RNA 1
chr1	234501066	234501422	357	*	Distal Intergenic	1	234391313	234479179	87867	2	6894	ENST00000040877.2	-21887	ENSG00000059588	TARBP1	tRNA guanosine 2 -O-methyltransferase TARBP1
chr1	234553178	234553626	449	*	Exon (ENST00000664950.1/ENST00000664950.1, exon 2 of 2)	1	234544584	234570408	25825	2	107985465	ENST00000753995.1	16782	NA	LOC107985465	uncharacterized LOC107985465
chr1	234607181	234607809	629	*	Promoter (<=1kb)	1	234607231	234608094	864	2	359948	ENST00000491430.1	285	ENSG00000168264	IRF2BP2	interferon regulatory factor 2 binding protein 2
chr1	234608031	234609494	1464	*	Promoter (<=1kb)	1	234609295	234637418	28124	1	100302691	ENST00000796406.1	0	ENSG00000224939	LINC00184	long intergenic non-protein coding RNA 184
chr1	234610537	234611133	597	*	Promoter (<=1kb)	1	234604269	234610178	5910	2	359948	ENST00000366609.4	-359	ENSG00000168264	IRF2BP2	interferon regulatory factor 2 binding protein 2
chr1	234612648	234613005	358	*	Exon (ENST00000796676.1/ENST00000796676.1, exon 1 of 1)	1	234604269	234610178	5910	2	359948	ENST00000366609.4	-2470	ENSG00000168264	IRF2BP2	interferon regulatory factor 2 binding protein 2
chr1	234628036	234628434	399	*	Promoter (<=1kb)	1	234629311	234634780	5470	1	100302691	ENST00000429269.1	-877	ENSG00000224939	LINC00184	long intergenic non-protein coding RNA 184
chr1	234657100	234657486	387	*	Promoter (<=1kb)	1	234621495	234657195	35701	2	124904554	ENST00000796305.1	0	ENSG00000303653	LOC124904554	uncharacterized LOC124904554
chr1	234755455	234755775	321	*	Promoter (1-2kb)	1	234746432	234756859	10428	2	105373210	ENST00000771899.1	1084	NA	LOC105373210	uncharacterized LOC105373210
chr1	234866193	234866928	736	*	Intron (ENST00000651370.2/107985365, intron 1 of 1)	1	234813260	234869431	56172	2	107985365	ENST00000850405.1	2503	NA	LOC107985365	uncharacterized LOC107985365
chr1	234897533	234898423	891	*	Intron (ENST00000651370.2/107985365, intron 1 of 1)	1	234813262	234913302	100041	2	107985365	ENST00000850400.1	14879	NA	LOC107985365	uncharacterized LOC107985365
chr1	235067392	235068044	653	*	Promoter (<=1kb)	1	235064929	235068521	3593	2	731656	ENST00000723744.1	477	ENSG00000280587	LINC01348	long intergenic non-protein coding RNA 1348
chr1	235074499	235074940	442	*	Exon (ENST00000835920.1/ENST00000835920.1, exon 1 of 1)	1	235064927	235070145	5219	2	731656	ENST00000690081.3	-4354	ENSG00000280587	LINC01348	long intergenic non-protein coding RNA 1348
chr1	235093192	235094069	878	*	Distal Intergenic	1	235064927	235070145	5219	2	731656	ENST00000690081.3	-23047	ENSG00000280587	LINC01348	long intergenic non-protein coding RNA 1348
chr1	235128435	235129149	715	*	Promoter (<=1kb)	1	235109341	235128837	19497	2	9804	ENST00000366607.5	0	ENSG00000173726	TOMM20	translocase of outer mitochondrial membrane 20
chr1	235503688	235505660	1973	*	Promoter (<=1kb)	1	235447190	235504452	57263	2	148789	ENST00000366600.8	0	ENSG00000162885	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2
chr1	235544261	235544933	673	*	Distal Intergenic	1	235447190	235504452	57263	2	148789	ENST00000366600.8	-39809	ENSG00000162885	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2
chr1	235568072	235568408	337	*	Intron (ENST00000391854.7/2786, intron 3 of 3)	1	235551754	235588959	37206	2	2786	ENST00000484517.2	20551	ENSG00000168243	GNG4	G protein subunit gamma 4
chr1	235587719	235589806	2088	*	Promoter (<=1kb)	1	235551754	235588959	37206	2	2786	ENST00000484517.2	0	ENSG00000168243	GNG4	G protein subunit gamma 4
chr1	235594755	235596003	1249	*	Promoter (<=1kb)	1	235550832	235595479	44648	2	2786	ENST00000366597.5	0	ENSG00000168243	GNG4	G protein subunit gamma 4
chr1	235606586	235606900	315	*	Intron (ENST00000391854.7/2786, intron 1 of 3)	1	235550832	235595479	44648	2	2786	ENST00000366597.5	-11107	ENSG00000168243	GNG4	G protein subunit gamma 4
chr1	235917421	235917817	397	*	Exon (ENST00000787267.1/ENST00000787267.1, exon 1 of 1)	1	235909421	235956401	46981	1	105373215	ENST00000786957.1	8000	NA	LOC105373215	uncharacterized LOC105373215
chr1	235943559	235944001	443	*	Exon (ENST00000438371.1/ENST00000438371.1, exon 1 of 2)	1	235948968	235956403	7436	1	105373215	ENST00000786962.1	-4967	NA	LOC105373215	uncharacterized LOC105373215
chr1	236097260	236097518	259	*	Exon (ENST00000720430.1/ENST00000720430.1, exon 1 of 3)	1	235975830	236065109	89280	2	4811	ENST00000366595.7	-32151	ENSG00000116962	NID1	nidogen 1
chr1	236124887	236125390	504	*	Intron (ENST00000650982.2/ENST00000650982.2, intron 2 of 2)	1	236142505	236205198	62694	1	7107	ENST00000419162.5	-17115	ENSG00000077585	GPR137B	G protein-coupled receptor 137B
chr1	236142491	236143702	1212	*	Promoter (<=1kb)	1	236142505	236205198	62694	1	7107	ENST00000419162.5	0	ENSG00000077585	GPR137B	G protein-coupled receptor 137B
chr1	236147165	236149104	1940	*	Intron (ENST00000419162.5/7107, intron 1 of 4)	1	236142544	236180188	37645	1	7107	ENST00000366591.4	4621	ENSG00000077585	GPR137B	G protein-coupled receptor 137B
chr1	236426044	236426833	790	*	Intron (ENST00000637660.1/128178, intron 3 of 5)	1	236395449	236502915	107467	1	128178	ENST00000642595.1	30595	ENSG00000186197	EDARADD	EDAR associated via death domain
chr1	236523608	236524729	1122	*	Promoter (<=1kb)	1	236523052	236524508	1457	2	100287902	ENST00000487567.2	0	ENSG00000223776	LGALS8-AS1	LGALS8 antisense RNA 1
chr1	236604359	236605252	894	*	Promoter (<=1kb)	1	236549005	236604516	55512	2	55127	ENST00000366582.8	0	ENSG00000119285	HEATR1	HEAT repeat containing 1
chr1	236795007	236795999	993	*	Promoter (<=1kb)	1	236795260	236900656	105397	1	4548	ENST00000680454.1	0	ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
chr1	237012766	237013282	517	*	Distal Intergenic	1	237004103	237004441	339	2	645745	ENST00000464121.3	-8325	ENSG00000244020	MT1HL1	metallothionein 1H like 1
chr1	237098576	237099033	458	*	Intron (ENST00000366574.7/6262, intron 1 of 104)	1	237042184	237833988	791805	1	6262	ENST00000714021.1	56392	ENSG00000198626	RYR2	ryanodine receptor 2
chr1	237888233	237888491	259	*	Exon (ENST00000611898.4/57829, exon 4 of 13)	1	237877864	237890922	13059	2	57829	ENST00000611898.4	2431	ENSG00000116996	ZP4	zona pellucida glycoprotein 4
chr1	238054088	238054485	398	*	Intron (ENST00000797440.1/ENST00000797440.1, intron 2 of 2)	1	237906928	237927929	21002	1	100130331	ENST00000794917.1	147160	ENSG00000237250	LOC100130331	POTE ankyrin domain family, member F pseudogene
chr1	238958416	238958866	451	*	Distal Intergenic	1	238842767	238848115	5349	1	105373222	ENST00000660627.1	115649	NA	LOC105373222	uncharacterized LOC105373222
chr1	239814294	239814746	453	*	Intron (ENST00000468573.5/1131, intron 6 of 8)	1	239826074	239907950	81877	1	1131	ENST00000675709.1	-11328	ENSG00000133019	CHRM3	cholinergic receptor muscarinic 3
chr1	240644812	240645120	309	*	Intron (ENST00000768225.1/ENST00000768225.1, intron 2 of 2)	1	240489573	240612155	122583	2	64388	ENST00000318160.5	-32657	ENSG00000180875	GREM2	gremlin 2, DAN family BMP antagonist
chr1	241405851	241406134	284	*	Distal Intergenic	1	241357462	241363678	6217	1	124904601	ENST00000655181.1	48389	ENSG00000286496	LOC124904601	uncharacterized LOC124904601
chr1	241413479	241413958	480	*	Exon (ENST00000720719.1/ENST00000720719.1, exon 1 of 2)	1	241357462	241363678	6217	1	124904601	ENST00000655181.1	56017	ENSG00000286496	LOC124904601	uncharacterized LOC124904601
chr1	241615604	241615971	368	*	Exon (ENST00000478849.1/23596, exon 2 of 5)	1	241597763	241601178	3416	2	23596	ENST00000635737.1	-14426	ENSG00000054277	OPN3	opsin 3
chr1	242224959	242225530	572	*	Intron (ENST00000536534.7/200150, intron 4 of 9)	1	242235462	242265433	29972	2	200150	ENST00000474177.1	39903	ENSG00000180287	PLD5	phospholipase D family member 5
chr1	243505951	243506283	333	*	Intron (ENST00000336199.9/10000, intron 12 of 13)	1	243487815	243500089	12275	1	10806	ENST00000497459.1	18136	ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8
chr1	243850355	243851361	1007	*	Promoter (<=1kb)	1	243505249	243851079	345831	2	10000	ENST00000263826.12	0	ENSG00000117020	AKT3	AKT serine/threonine kinase 3
chr1	243883447	243883927	481	*	Intron (ENST00000808497.1/ENST00000808497.1, intron 3 of 3)	1	243505249	243851079	345831	2	10000	ENST00000263826.12	-32368	ENSG00000117020	AKT3	AKT serine/threonine kinase 3
chr1	243940600	243941417	818	*	Promoter (1-2kb)	1	243942648	244047317	104670	1	339529	ENST00000806738.1	-1231	ENSG00000226828	LINC02774	long intergenic non-protein coding RNA 2774
chr1	244191609	244191950	342	*	Distal Intergenic	1	244240588	244254558	13971	2	105373262	ENST00000817130.1	62608	NA	LOC105373262	uncharacterized LOC105373262
chr1	244296016	244296774	759	*	Intron (ENST00000812072.1/105373262, intron 1 of 2)	1	244307592	244325165	17574	2	105373262	ENST00000812076.1	28391	NA	LOC105373262	uncharacterized LOC105373262
chr1	244302847	244303557	711	*	Intron (ENST00000812072.1/105373262, intron 1 of 2)	1	244307592	244325165	17574	2	105373262	ENST00000812076.1	21608	NA	LOC105373262	uncharacterized LOC105373262
chr1	244652596	244653477	882	*	Promoter (<=1kb)	1	244653103	244705951	52849	1	51029	ENST00000263831.11	0	ENSG00000121644	DESI2	desumoylating isopeptidase 2
chr1	245091829	245092180	352	*	Intron (ENST00000366522.6/84288, intron 7 of 7)	1	245083456	245086961	3506	1	84288	ENST00000427529.1	8373	ENSG00000203666	EFCAB2	EF-hand calcium binding domain 2
chr1	245123662	245124564	903	*	Exon (ENST00000366522.6/84288, exon 8 of 8)	1	245129507	245131805	2299	1	124904572	ENST00000809911.1	-4943	NA	LOC124904572	uncharacterized LOC124904572
chr1	245603394	245603719	326	*	Intron (ENST00000407071.7/55083, intron 6 of 14)	1	245561602	245562562	961	2	124904571	ENST00000849109.1	-40832	ENSG00000310332	LOC124904571	uncharacterized LOC124904571
