seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr9	133530480	133532062	1583	*	peak_34881	1.51351225572463	3.33866395305961e-22	738	172	Promoter (<=1kb)	9	133532164	133575519	43356	1	9719	ENST00000354484.8	-102	ENSG00000197859	ADAMTSL2	ADAMTS like 2	NA	NA	NA	NA	NA
chr7	2648310	2650327	2018	*	peak_30730	1.40971958547839	3.34489591522659e-22	1002	256	Promoter (<=1kb)	7	2647956	2649987	2032	1	80727	ENST00000477439.1	354	ENSG00000136295	TTYH3	tweety family member 3	NA	NA	NA	NA	NA
chr15	68017172	68017561	390	*	peak_10685	-1.29457319036176	3.36875950583053e-22	524	662	Distal Intergenic	15	68054309	68142339	88031	1	8554	ENST00000564915.5	-36748	ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1	NA	NA	NA	NA	NA
chr1	183908193	183908528	336	*	peak_2902	-1.30341048384234	3.48405161411348e-22	412	640	Intron (ENST00000304685.8/23179, intron 15 of 18)	1	183929889	183936924	7036	2	23127	ENST00000486375.2	28396	ENSG00000198756	COLGALT2	collagen beta(1-O)galactosyltransferase 2	NA	NA	NA	NA	NA
chr17	74829376	74832148	2773	*	peak_15345	1.21149736690046	3.48405161411348e-22	1806	484	Intron (ENST00000417024.6/54868, intron 9 of 9)	17	74843364	74859872	16509	2	2905	ENST00000584176.1	27724	ENSG00000161509	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	NA	NA	NA	NA	NA
chr7	73903823	73905177	1355	*	peak_31479	1.53040265160272	3.48405161411348e-22	770	174	Distal Intergenic	7	73861172	73865890	4719	1	135886	ENST00000426490.1	42651	ENSG00000175877	TMEM270	transmembrane protein 270	NA	NA	NA	NA	NA
chr5	150181796	150184337	2542	*	peak_28960	1.18883601026531	3.56313574454739e-22	1736	490	3' UTR	5	150190062	150211063	21002	1	6534	ENST00000230671.7	-5725	ENSG00000011083	SLC6A7	solute carrier family 6 member 7	NA	NA	NA	NA	NA
chr16	12857303	12857953	651	*	peak_12113	-1.41548491576418	3.63541141634899e-22	466	896	Distal Intergenic	16	12842487	12842610	124	2	124900378	ENST00000362604.1	-14693	ENSG00000199474	LOC124900378	small nucleolar RNA SNORA27	NA	NA	NA	NA	NA
chr7	44251034	44252510	1477	*	peak_31086	1.41610722416552	3.6721850311291e-22	898	222	Intron (ENST00000700283.1/816, intron 4 of 20)	7	44243251	44259581	16331	2	816	ENST00000497127.5	7071	ENSG00000058404	CAMK2B	calcium/calmodulin dependent protein kinase II beta	NA	NA	NA	NA	NA
chr20	62979440	62980462	1023	*	peak_22409	1.70154690244979	3.68410070916717e-22	898	166	Distal Intergenic	20	62965006	62968597	3592	1	63910	ENST00000483113.1	14434	ENSG00000101194	SLC17A9	solute carrier family 17 member 9	NA	NA	NA	NA	NA
chr20	39164253	39165085	833	*	peak_21692	-1.29786460607061	3.73797524416393e-22	370	554	Intron (ENST00000772862.1/107985448, intron 4 of 4)	20	39130958	39401661	270704	1	107985448	ENST00000772859.1	33295	NA	LOC107985448	uncharacterized LOC107985448	NA	NA	NA	NA	NA
chr2	241772725	241774597	1873	*	peak_21004	1.51928532229077	3.80429026461937e-22	1038	214	Distal Intergenic	2	241776822	241804287	27466	1	64090	ENST00000192314.7	-2225	ENSG00000154252	GAL3ST2	galactose-3-O-sulfotransferase 2	NA	NA	NA	NA	NA
chr3	52381304	52384734	3431	*	peak_25993	1.0950751438386	3.80429026461937e-22	1892	524	Promoter (<=1kb)	3	52384874	52400487	15614	1	25981	ENST00000488988.5	-140	ENSG00000114841	DNAH1	dynein axonemal heavy chain 1	NA	NA	NA	NA	NA
chr3	73866811	73867348	538	*	peak_26170	-1.56132346231112	3.86866031787911e-22	224	436	Intron (ENST00000659853.1/105377165, intron 2 of 3)	3	73827456	73879625	52170	1	105377165	ENST00000756909.1	39355	NA	LINC02005	long intergenic non-protein coding RNA 2005	NA	NA	NA	NA	NA
chr19	40392146	40394237	2092	*	peak_17434	1.43395964727926	4.04316486134029e-22	1274	280	Promoter (1-2kb)	19	40379271	40390181	10911	2	147746	ENST00000291823.3	-1965	ENSG00000160396	HIPK4	homeodomain interacting protein kinase 4	NA	NA	NA	NA	NA
chr18	9899089	9899638	550	*	peak_16151	-1.1895668113344	4.16708543995041e-22	614	756	Distal Intergenic	18	9886014	9886930	917	1	84203	ENST00000426718.3	13075	ENSG00000168454	TXNDC2	thioredoxin domain containing 2	NA	NA	NA	NA	NA
chr21	44289593	44293845	4253	*	peak_22792	1.20884456829592	4.52345945539095e-22	2452	638	Promoter (<=1kb)	21	44290755	44297989	7235	1	326	ENST00000337909.5	0	ENSG00000160224	AIRE	autoimmune regulator	NA	NA	NA	NA	NA
chr2	98403958	98405508	1551	*	peak_19416	1.34441333640101	4.57096884470481e-22	1020	266	Distal Intergenic	2	98379901	98389772	9872	1	1261	ENST00000393503.2	24057	ENSG00000144191	CNGA3	cyclic nucleotide gated channel subunit alpha 3	NA	NA	NA	NA	NA
chr1	11788942	11792226	3285	*	peak_457	1.1239811535661	4.85998262668805e-22	1866	498	Promoter (1-2kb)	1	11787812	11789585	1774	1	284498	ENST00000482358.1	1130	ENSG00000215910	C1orf167	chromosome 1 open reading frame 167	NA	NA	NA	NA	NA
chr2	220224795	220225143	349	*	peak_20477	-1.56001309072914	4.85998262668805e-22	274	444	Intron (ENST00000830324.1/105373891, intron 4 of 5)	2	220316778	220450448	133671	1	105373893	ENST00000830450.1	-91635	NA	LOC105373893	uncharacterized LOC105373893	NA	NA	NA	NA	NA
chr7	1987741	1989215	1475	*	peak_30680	1.37085918720014	4.93664862479004e-22	1042	256	Intron (ENST00000402746.5/8379, intron 12 of 16)	7	1816082	1980791	164710	2	8379	ENST00000450235.5	-6950	ENSG00000002822	MAD1L1	mitotic arrest deficient 1 like 1	NA	NA	NA	NA	NA
chr12	112166294	112169786	3493	*	peak_8417	1.12175321645243	4.96112489528952e-22	1868	514	Promoter (<=1kb)	12	112166181	112167881	1701	2	283450	ENST00000548140.1	0	ENSG00000173064	HECTD4	HECT domain E3 ubiquitin protein ligase 4	NA	NA	NA	NA	NA
chr9	128144300	128146334	2035	*	peak_34716	1.66195341595981	5.19184006819149e-22	942	188	Distal Intergenic	9	128149071	128153133	4063	1	3934	ENST00000373017.5	-2737	ENSG00000148346	LCN2	lipocalin 2	NA	NA	NA	NA	NA
chr2	127419576	127421137	1562	*	peak_19945	1.26976399830308	5.22530170095088e-22	1496	362	Promoter (<=1kb)	2	127419693	127423119	3427	1	5624	ENST00000427769.5	0	ENSG00000115718	PROC	protein C, inactivator of coagulation factors Va and VIIIa	NA	NA	NA	NA	NA
chr16	1442611	1444871	2261	*	peak_11622	1.6849483886813	5.34629035984024e-22	1484	254	Promoter (<=1kb)	16	1434383	1444556	10174	2	645811	ENST00000389176.4	0	ENSG00000197599	CCDC154	coiled-coil domain containing 154	NA	NA	NA	NA	NA
chr8	142346589	142347675	1087	*	peak_33481	1.17576573254474	5.58783918039759e-22	1544	382	Intron (ENST00000524325.6/203062, intron 2 of 13)	8	142212081	142354724	142644	2	203062	ENST00000662555.2	7049	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA	NA	NA
chr1	2030760	2032649	1890	*	peak_47	1.55211502305377	5.92893293895072e-22	818	166	Promoter (1-2kb)	1	2028919	2030717	1799	1	2563	ENST00000640688.1	1841	ENSG00000187730	GABRD	gamma-aminobutyric acid type A receptor subunit delta	NA	NA	NA	NA	NA
chr14	59521935	59522267	333	*	peak_9511	-1.69208912123686	5.96433561907597e-22	206	396	Intron (ENST00000554253.1/729665, intron 1 of 5)	14	59479274	59525437	46164	2	729665	ENST00000554253.1	3170	ENSG00000151838	CCDC175	coiled-coil domain containing 175	NA	NA	NA	NA	NA
chr2	73078627	73081769	3143	*	peak_19186	1.1027178836624	6.22014097074965e-22	1790	496	Exon (ENST00000486777.7/26056, exon 4 of 6)	2	73073384	73084396	11013	2	26056	ENST00000482554.5	2627	ENSG00000135631	RAB11FIP5	RAB11 family interacting protein 5	NA	NA	NA	NA	NA
chr11	65536293	65538209	1917	*	peak_6518	1.65906357586463	6.2941296685062e-22	1218	256	Promoter (<=1kb)	11	65537831	65538704	874	1	57410	ENST00000534462.1	0	ENSG00000142186	SCYL1	SCY1 like pseudokinase 1	NA	NA	NA	NA	NA
chr12	12160746	12161092	347	*	peak_7792	-1.50965185348821	6.2941296685062e-22	340	602	Intron (ENST00000298566.2/79370, intron 5 of 6)	12	12125362	12135228	9867	2	4040	ENST00000540415.1	-25518	ENSG00000070018	LRP6	LDL receptor related protein 6	NA	NA	NA	NA	NA
chr19	32866014	32867243	1230	*	peak_17178	1.8801071148673	6.2941296685062e-22	748	114	Promoter (1-2kb)	19	32830588	32868539	37952	2	11136	ENST00000592232.5	1296	ENSG00000021488	SLC7A9	solute carrier family 7 member 9	NA	NA	NA	NA	NA
chr22	23277198	23278126	929	*	peak_23457	1.65110614624245	6.2941296685062e-22	650	130	Intron (ENST00000359540.7/613, intron 8 of 21)	22	23283209	23291131	7923	1	613	ENST00000487968.5	-5083	ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	NA	NA	NA	NA	NA
chr2	26653562	26654426	865	*	peak_18586	1.54262068630269	6.63983283289562e-22	974	192	Distal Intergenic	2	26581205	26641366	60162	2	130106	ENST00000288861.5	-12196	ENSG00000157884	CIB4	calcium and integrin binding family member 4	NA	NA	NA	NA	NA
chr2	47559832	47560631	800	*	peak_18948	1.86317496314305	6.97132611790018e-22	494	76	Intron (ENST00000645506.1/4436, intron 16 of 16)	2	47555859	47562311	6453	1	4436	ENST00000467323.1	3973	ENSG00000095002	MSH2	mutS homolog 2	NA	NA	NA	NA	NA
chr2	96072310	96073828	1519	*	peak_19333	1.60353139831279	7.18729379848443e-22	780	166	Distal Intergenic	2	96051943	96066895	14953	2	105373494	ENST00000727484.1	-5415	NA	LOC105373494	uncharacterized LOC105373494	NA	NA	NA	NA	NA
chr16	2299230	2300335	1106	*	peak_11718	1.55714444816894	7.65285251581704e-22	922	178	Exon (ENST00000301732.10/21, exon 13 of 33)	16	2281393	2283972	2580	2	21	ENST00000569062.1	-15258	ENSG00000167972	ABCA3	ATP binding cassette subfamily A member 3	NA	NA	NA	NA	NA
chr17	74737684	74739053	1370	*	peak_15336	1.29659858729254	7.88955885715086e-22	1118	282	Promoter (<=1kb)	17	74729802	74737469	7668	2	124904057	ENST00000790868.1	-215	NA	LOC124904057	uncharacterized LOC124904057	NA	NA	NA	NA	NA
chr1	200989328	200990652	1325	*	peak_2931	1.84568132673921	7.93676397010998e-22	832	148	Exon (ENST00000332129.6/23046, exon 19 of 34)	1	201001407	201005590	4184	2	23046	ENST00000534043.1	14938	ENSG00000116852	KIF21B	kinesin family member 21B	NA	NA	NA	NA	NA
chr2	109498725	109500731	2007	*	peak_19585	1.20412317659174	8.51860228801482e-22	1316	358	Intron (ENST00000309415.8/344558, intron 9 of 9)	2	109564215	109567853	3639	2	151011	ENST00000483047.5	67122	ENSG00000186522	SEPTIN10	septin 10	NA	NA	NA	NA	NA
chr2	26631546	26632565	1020	*	peak_18581	1.72566504981472	8.72450823000836e-22	838	172	Intron (ENST00000288861.5/130106, intron 2 of 6)	2	26581340	26623627	42288	2	130106	ENST00000405346.3	-7919	ENSG00000157884	CIB4	calcium and integrin binding family member 4	NA	NA	NA	NA	NA
chr20	63361473	63364436	2964	*	peak_22486	1.02414521774538	8.72450823000836e-22	2470	694	Promoter (<=1kb)	20	63343223	63361349	18127	2	1137	ENST00000370263.9	-124	ENSG00000101204	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit	NA	NA	NA	NA	NA
chr2	26706561	26708429	1869	*	peak_18596	1.01492462016036	8.73561350151576e-22	2038	586	Intron (ENST00000302909.4/3777, intron 1 of 1)	2	26692722	26733420	40699	1	3777	ENST00000302909.4	13839	ENSG00000171303	KCNK3	potassium two pore domain channel subfamily K member 3	NA	NA	NA	NA	NA
chr18	3446553	3447009	457	*	peak_16049	-1.3465729566057	9.24690919055747e-22	400	708	Promoter (<=1kb)	18	3447609	3459978	12370	1	7050	ENST00000618001.4	-600	ENSG00000177426	TGIF1	TGFB induced factor homeobox 1	NA	NA	NA	NA	NA
chr6	37489301	37490943	1643	*	peak_29760	1.38624431540495	9.57024281933519e-22	990	234	Intron (ENST00000373408.4/154467, intron 1 of 3)	6	37482938	37499893	16956	2	154467	ENST00000373408.4	8950	ENSG00000198937	CCDC167	coiled-coil domain containing 167	NA	NA	NA	NA	NA
chr2	1323144	1324306	1163	*	peak_18004	-1.45843636952497	9.78081860251843e-22	660	1256	Intron (ENST00000308624.10/54221, intron 16 of 16)	2	1353688	1367613	13926	1	54221	ENST00000472606.1	-29382	ENSG00000172554	SNTG2	syntrophin gamma 2	NA	NA	NA	NA	NA
chr8	141727699	141729855	2157	*	peak_33341	1.06906278782367	9.8212050628662e-22	1804	514	Promoter (<=1kb)	8	141727161	141730394	3234	2	124902074	ENST00000751608.1	539	NA	LOC124902074	uncharacterized LOC124902074	NA	NA	NA	NA	NA
chr15	89826647	89828916	2270	*	peak_11308	1.30743519041486	1.03440459780761e-21	1226	280	Exon (ENST00000727411.1/ENST00000727411.1, exon 4 of 4)	15	89835424	89837954	2531	2	10239	ENST00000558926.1	9038	ENSG00000157823	AP3S2	adaptor related protein complex 3 subunit sigma 2	NA	NA	NA	NA	NA
chr17	79319384	79319963	580	*	peak_15646	1.94122874163655	1.03440459780761e-21	796	118	Intron (ENST00000583458.5/146713, intron 1 of 13)	17	79298204	79307827	9624	2	146713	ENST00000582344.1	-11557	ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	NA	NA	NA	NA	NA
chr18	7016778	7017456	679	*	peak_16080	-1.16930948993096	1.06963319545906e-21	628	930	Exon (ENST00000389658.4/284217, exon 20 of 63)	18	7038572	7040237	1666	2	284217	ENST00000585178.1	22781	ENSG00000101680	LAMA1	laminin subunit alpha 1	NA	NA	NA	NA	NA
chr8	142506797	142510454	3658	*	peak_33517	1.00746371690575	1.09644932829293e-21	3680	1062	Intron (ENST00000643448.1/575, intron 17 of 30)	8	142479120	142540020	60901	1	575	ENST00000518820.1	27677	ENSG00000181790	ADGRB1	adhesion G protein-coupled receptor B1	NA	NA	NA	NA	NA
chr3	53193954	53195412	1459	*	peak_26042	1.56050251294875	1.15384562636545e-21	782	184	Distal Intergenic	3	53188306	53192622	4317	1	5580	ENST00000697590.1	5648	ENSG00000163932	PRKCD	protein kinase C delta	NA	NA	NA	NA	NA
chr17	82374957	82376753	1797	*	peak_15960	1.17500606455604	1.17527055952944e-21	1448	362	3' UTR	17	82371765	82377458	5694	1	2837	ENST00000313135.5	3192	ENSG00000181408	UTS2R	urotensin 2 receptor	NA	NA	NA	NA	NA
chr22	45916462	45917574	1113	*	peak_24600	1.28317967579699	1.20753082990549e-21	956	236	Distal Intergenic	22	45876128	45891438	15311	2	107985535	ENST00000650444.1	-25024	ENSG00000235091	LOC107985535	uncharacterized LOC107985535	NA	NA	NA	NA	NA
chr19	46288960	46289624	665	*	peak_17675	-1.30878037450121	1.22607135846373e-21	432	668	Distal Intergenic	19	46297042	46343433	46392	1	64344	ENST00000377670.9	-7418	ENSG00000124440	HIF3A	hypoxia inducible factor 3 subunit alpha	NA	NA	NA	NA	NA
chr2	120314761	120317167	2407	*	peak_19746	1.12375710510996	1.29588695175631e-21	2010	596	Promoter (1-2kb)	2	120301776	120318877	17102	2	105373584	ENST00000725800.1	1710	ENSG00000294762	LOC105373584	uncharacterized LOC105373584	NA	NA	NA	NA	NA
chr2	100440937	100441384	448	*	peak_19465	-1.7527578850104	1.30977366335434e-21	200	416	Distal Intergenic	2	100391860	100417668	25809	2	9486	ENST00000264249.8	-23269	ENSG00000115526	CHST10	carbohydrate sulfotransferase 10	NA	NA	NA	NA	NA
chr17	73594806	73596447	1642	*	peak_15201	1.04305211437803	1.31633887295222e-21	1964	580	Intron (ENST00000392650.8/54549, intron 1 of 44)	17	73334384	73644445	310062	2	54549	ENST00000392650.8	47998	ENSG00000069188	SDK2	sidekick cell adhesion molecule 2	NA	NA	NA	NA	NA
chr8	126839313	126841057	1745	*	peak_32795	-1.00706907407163	1.31633887295222e-21	2064	2698	Intron (ENST00000645463.1/105375751, intron 4 of 6)	8	126838041	126845337	7297	2	105375753	ENST00000740238.1	4280	ENSG00000253573	LOC105375753	uncharacterized LOC105375753	NA	NA	NA	NA	NA
chr16	9722045	9722501	457	*	peak_11964	-1.41670696668995	1.3179529436027e-21	292	488	Distal Intergenic	16	9764839	9769228	4390	2	2903	ENST00000463531.1	46727	ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	NA	NA	NA	NA	NA
chr10	69737912	69738750	839	*	peak_4128	1.6246432361278	1.36703771269664e-21	806	178	Distal Intergenic	10	69684899	69692452	7554	1	105378346	ENST00000434931.2	53013	NA	LINC02651	long intergenic non-protein coding RNA 2651	NA	NA	NA	NA	NA
chr15	41837886	41839738	1853	*	peak_10381	1.53122782927416	1.36703771269664e-21	1202	274	Promoter (<=1kb)	15	41838813	41844530	5718	1	100137049	ENST00000461382.5	0	ENSG00000243708	PLA2G4B	phospholipase A2 group IVB	NA	NA	NA	NA	NA
chr5	113922359	113922753	395	*	peak_28418	-1.50190497324848	1.42385265672108e-21	250	410	Distal Intergenic	5	114055926	114229386	173461	1	3781	ENST00000512927.2	-133173	ENSG00000080709	KCNN2	potassium calcium-activated channel subfamily N member 2	NA	NA	NA	NA	NA
chr2	156114893	156115471	579	*	peak_20204	-1.54020781997141	1.49656097496734e-21	266	490	Intron (ENST00000824378.1/101929378, intron 3 of 6)	2	156011617	156024613	12997	2	101929378	ENST00000448255.5	-90280	ENSG00000226383	LINC01876	long intergenic non-protein coding RNA 1876	NA	NA	NA	NA	NA
chr1	184800942	184801841	900	*	peak_2908	-1.15193723395117	1.5173842223382e-21	624	886	Intron (ENST00000417056.5/116496, intron 2 of 3)	1	184790724	184805985	15262	2	116496	ENST00000417056.5	4144	ENSG00000135842	NIBAN1	niban apoptosis regulator 1	NA	NA	NA	NA	NA
chr7	44617224	44618034	811	*	peak_31113	-1.63476216225514	1.5173842223382e-21	224	442	Intron (ENST00000439616.6/4967, intron 1 of 19)	7	44606628	44708138	101511	1	4967	ENST00000444676.5	10596	ENSG00000105953	OGDH	oxoglutarate dehydrogenase	NA	NA	NA	NA	NA
chr18	7856561	7857267	707	*	peak_16103	-1.29710576537647	1.52184424542504e-21	610	852	Intron (ENST00000332175.12/5797, intron 2 of 30)	18	7774140	8406858	632719	1	5797	ENST00000400060.8	82421	ENSG00000173482	PTPRM	protein tyrosine phosphatase receptor type M	NA	NA	NA	NA	NA
chr8	142335054	142335446	393	*	peak_33479	-1.38802458850234	1.55733084277037e-21	326	506	Intron (ENST00000524325.6/203062, intron 4 of 13)	8	142300116	142326225	26110	2	203062	ENST00000518928.1	-8829	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA	NA	NA
chr8	122786126	122787098	973	*	peak_32709	-1.18307751478765	1.56843480221678e-21	642	924	Intron (ENST00000314393.6/22882, intron 1 of 3)	8	122781655	122974510	192856	1	22882	ENST00000314393.6	4471	ENSG00000178764	ZHX2	zinc fingers and homeoboxes 2	NA	NA	NA	NA	NA
chr1	97231172	97231967	796	*	peak_2191	-1.3971389973012	1.66286469889718e-21	356	626	Intron (ENST00000422980.1/100873932, intron 1 of 4)	1	97265446	97280208	14763	1	100873932	ENST00000629811.2	-33479	ENSG00000232878	DPYD-AS1	DPYD antisense RNA 1	NA	NA	NA	NA	NA
chr12	168295	171200	2906	*	peak_7455	1.17738481426063	1.69645901212949e-21	2268	648	Promoter (<=1kb)	12	168978	171466	2489	1	440073	ENST00000540907.5	0	ENSG00000120645	IQSEC3	IQ motif and Sec7 domain ArfGEF 3	NA	NA	NA	NA	NA
chr17	71773821	71774248	428	*	peak_15105	-1.55944679455522	1.69645901212949e-21	228	424	Distal Intergenic	17	71829870	71871750	41881	2	107985015	ENST00000715471.1	97502	NA	LOC107985015	uncharacterized LOC107985015	NA	NA	NA	NA	NA
chr5	61910416	61911088	673	*	peak_28312	-1.60856019355263	1.82655420946669e-21	254	418	Intron (ENST00000660195.1/ENST00000660195.1, intron 3 of 3)	5	61902617	61917270	14654	2	105378998	ENST00000777194.1	6182	ENSG00000289916	LOC105378998	uncharacterized LOC105378998	NA	NA	NA	NA	NA
chr20	58715444	58718621	3178	*	peak_22152	1.00613154159374	1.87434793173307e-21	1802	524	Promoter (<=1kb)	20	58717364	58719231	1868	1	124904942	ENST00000532531.1	0	ENSG00000215440	LOC124904942	uncharacterized LOC124904942	NA	NA	NA	NA	NA
chr17	74332271	74333324	1054	*	peak_15267	1.32413651343143	1.88848587845412e-21	1036	286	Intron (ENST00000551294.5/124602, intron 2 of 12)	17	74326257	74351319	25063	1	124602	ENST00000547389.1	6014	ENSG00000196169	KIF19	kinesin family member 19	NA	NA	NA	NA	NA
chr22	19919274	19920333	1060	*	peak_23127	1.17422658135554	1.93646277246708e-21	1220	304	Promoter (1-2kb)	22	19910935	19918221	7287	2	10587	ENST00000484672.5	-1053	ENSG00000184470	TXNRD2	thioredoxin reductase 2	NA	NA	NA	NA	NA
chr2	94979913	94982427	2515	*	peak_19288	1.02377332690251	1.9593956839798e-21	1656	488	Distal Intergenic	2	94948439	94955429	6991	1	105373487	ENST00000757286.1	31474	ENSG00000298685	LOC105373487	uncharacterized LOC105373487	NA	NA	NA	NA	NA
chr22	43396380	43397636	1257	*	peak_24420	1.80365708900213	2.00089033173002e-21	916	156	Promoter (1-2kb)	22	43399604	43409728	10125	1	105373054	ENST00000794692.1	-1968	ENSG00000236117	LINC01639	long intergenic non-protein coding RNA 1639	NA	NA	NA	NA	NA
chr20	33275428	33277047	1620	*	peak_21566	1.02957225087554	2.00991797591636e-21	1592	466	Promoter (1-2kb)	20	33273480	33291033	17554	1	92747	ENST00000423645.5	1948	ENSG00000125999	BPIFB1	BPI fold containing family B member 1	NA	NA	NA	NA	NA
chr8	142921417	142925160	3744	*	peak_33594	1.11696674153981	2.01584237492113e-21	4020	1016	Distal Intergenic	8	142910559	142917843	7285	2	1585	ENST00000323110.2	-3574	ENSG00000179142	CYP11B2	cytochrome P450 family 11 subfamily B member 2	NA	NA	NA	NA	NA
chr1	40790084	40791797	1714	*	peak_1576	1.19750405531085	2.03068598582118e-21	1074	296	Intron (ENST00000347132.10/9132, intron 1 of 13)	1	40784094	40838523	54430	1	9132	ENST00000509682.6	5990	ENSG00000117013	KCNQ4	potassium voltage-gated channel subfamily Q member 4	NA	NA	NA	NA	NA
chr10	16606509	16607298	790	*	peak_3549	-1.35432757654526	2.03068598582118e-21	512	894	Intron (ENST00000377921.7/6251, intron 7 of 7)	10	16513734	16521879	8146	2	389941	ENST00000718439.1	-84630	ENSG00000165985	C1QL3	complement C1q like 3	NA	NA	NA	NA	NA
chr3	126517009	126519458	2450	*	peak_26435	1.00316899268939	2.03790562454888e-21	2342	728	Promoter (<=1kb)	3	126481166	126517773	36608	2	131669	ENST00000290868.7	0	ENSG00000159650	UROC1	urocanate hydratase 1	NA	NA	NA	NA	NA
chr2	240211213	240212798	1586	*	peak_20872	1.24029083336552	2.103887825242e-21	1044	278	Distal Intergenic	2	240252109	240256422	4314	2	105373968	ENST00000814905.1	43624	NA	LOC105373968	uncharacterized LOC105373968	NA	NA	NA	NA	NA
chr17	65492299	65492783	485	*	peak_15020	-1.61212528720632	2.10589852861523e-21	306	654	Distal Intergenic	17	65457541	65458408	868	1	105827617	ENST00000579474.1	34758	ENSG00000263520	LINC02563	long intergenic non-protein coding RNA 2563	NA	NA	NA	NA	NA
chr7	30683291	30684688	1398	*	peak_30921	1.53403793239071	2.10589852861523e-21	880	190	Promoter (<=1kb)	7	30651943	30682525	30583	2	1395	ENST00000506074.6	-766	ENSG00000106113	CRHR2	corticotropin releasing hormone receptor 2	NA	NA	NA	NA	NA
chr16	1758627	1760866	2240	*	peak_11651	1.18087885778839	2.1732458904058e-21	1538	398	Promoter (<=1kb)	16	1759951	1764318	4368	1	23162	ENST00000566589.1	0	ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	NA	NA	NA	NA	NA
chr22	24583198	24583988	791	*	peak_23559	1.8477185001112	2.40772620615443e-21	592	110	Promoter (<=1kb)	22	24583750	24628968	45219	1	2678	ENST00000651180.1	0	ENSG00000100031	GGT1	gamma-glutamyltransferase 1	NA	NA	NA	NA	NA
chr1	2209404	2211186	1783	*	peak_58	1.2348284229429	2.48848421481621e-21	1300	338	Promoter (1-2kb)	1	2212523	2220738	8216	1	124903823	ENST00000442483.2	-1337	NA	LOC124903823	uncharacterized LOC124903823	NA	NA	NA	NA	NA
chr7	106468679	106469421	743	*	peak_31719	-1.70700949179227	2.73545038592664e-21	156	308	Intron (ENST00000848659.1/ENST00000848659.1, intron 1 of 1)	7	106569876	106598808	28933	2	102724339	ENST00000650160.1	129387	ENSG00000267052	CTB-30L5.1	uncharacterized CTB-30L5.1	NA	NA	NA	NA	NA
chr8	111933306	111933781	476	*	peak_32640	-1.48209241600918	2.76715279251134e-21	308	566	Exon (ENST00000746111.1/ENST00000746111.1, exon 3 of 3)	8	111741975	111756822	14848	1	105375707	ENST00000650619.1	191331	ENSG00000253434	LOC105375707	uncharacterized LOC105375707	NA	NA	NA	NA	NA
chr2	129901794	129904329	2536	*	peak_20069	1.22067252791255	2.79625480452092e-21	2078	576	Intron (ENST00000693017.1/389033, intron 2 of 3)	2	129923096	129931249	8154	1	101927924	ENST00000769639.1	-18767	ENSG00000237574	LINC01856	long intergenic non-protein coding RNA 1856	NA	NA	NA	NA	NA
chr1	6155357	6156496	1140	*	peak_247	1.80617392787214	2.80318064391361e-21	534	98	Exon (ENST00000262450.8/26038, exon 4 of 42)	1	6105081	6144104	39024	2	26038	ENST00000462991.5	-11253	ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5	NA	NA	NA	NA	NA
chr9	136261897	136263211	1315	*	peak_35034	1.65443577970953	3.15672299032283e-21	560	106	Exon (ENST00000638797.2/399693, exon 19 of 26)	9	136206333	136245812	39480	2	169714	ENST00000358701.10	-16085	ENSG00000165661	QSOX2	quiescin sulfhydryl oxidase 2	NA	NA	NA	NA	NA
chr17	75565609	75567217	1609	*	peak_15405	1.398592338342	3.26729412335514e-21	928	228	Promoter (<=1kb)	17	75567920	75575207	7288	1	3993	ENST00000577500.5	-703	ENSG00000073350	LLGL2	LLGL scribble cell polarity complex component 2	NA	NA	NA	NA	NA
chr12	9032598	9032867	270	*	peak_7763	-1.73727612317234	3.31332442569092e-21	152	330	Distal Intergenic	12	9055591	9064346	8756	2	253128	ENST00000839193.1	31479	ENSG00000214851	LINC00612	long intergenic non-protein coding RNA 612	NA	NA	NA	NA	NA
chr5	139638273	139639528	1256	*	peak_28766	1.73965011049453	3.33500155754754e-21	614	118	Exon (ENST00000757103.1/ENST00000757103.1, exon 1 of 1)	5	139647299	139680729	33431	1	51523	ENST00000502295.1	-7771	ENSG00000171604	CXXC5	CXXC finger protein 5	NA	NA	NA	NA	NA
chr3	49135508	49136542	1035	*	peak_25707	1.48640847572219	3.34908807199062e-21	1026	222	Intron (ENST00000774821.1/124909377, intron 1 of 1)	3	49133153	49141350	8198	1	124909377	ENST00000774821.1	2355	ENSG00000300884	LOC124909377	uncharacterized LOC124909377	NA	NA	NA	NA	NA
