seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	41373173	41375009	1837	*	Promoter	1	41375004	41375669	666	2	101929901	ENST00000429109.1	660	ENSG00000229901	FOXO6-AS1	FOXO6 antisense RNA 1
chr1	41394821	41395230	410	*	Distal Intergenic	1	41375004	41375669	666	2	101929901	ENST00000429109.1	-19152	ENSG00000229901	FOXO6-AS1	FOXO6 antisense RNA 1
chr1	41413433	41416875	3443	*	Distal Intergenic	1	41432985	41464919	31935	1	105378678	ENST00000767839.1	-16110	NA	LOC105378678	uncharacterized LOC105378678
chr1	41469175	41469911	737	*	Distal Intergenic	1	41479454	41484085	4632	2	1907	ENST00000460255.1	14174	ENSG00000127129	EDN2	endothelin 2
chr1	41482914	41484081	1168	*	Promoter	1	41479454	41484085	4632	2	1907	ENST00000460255.1	4	ENSG00000127129	EDN2	endothelin 2
chr1	41486202	41486594	393	*	Exon (ENST00000727675.1/ENST00000727675.1, exon 1 of 2)	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-1519	ENSG00000127129	EDN2	endothelin 2
chr1	41493058	41493788	731	*	Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-8375	ENSG00000127129	EDN2	endothelin 2
chr1	41498546	41499839	1294	*	Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-13863	ENSG00000127129	EDN2	endothelin 2
chr1	41503840	41504875	1036	*	Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-19157	ENSG00000127129	EDN2	endothelin 2
chr1	41514901	41516998	2098	*	Intron (ENST00000643665.1/59269, intron 6 of 7)	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-30218	ENSG00000127129	EDN2	endothelin 2
chr1	41525584	41526533	950	*	Intron (ENST00000643665.1/59269, intron 4 of 7)	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-40901	ENSG00000127129	EDN2	endothelin 2
chr1	41540922	41541725	804	*	Intron (ENST00000643665.1/59269, intron 4 of 7)	1	41510230	41579900	69671	2	59269	ENST00000460604.1	38175	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41546418	41547153	736	*	Intron (ENST00000643665.1/59269, intron 4 of 7)	1	41510230	41579900	69671	2	59269	ENST00000460604.1	32747	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41638823	41639929	1107	*	Intron (ENST00000643665.1/59269, intron 1 of 7)	1	41585306	41628816	43511	2	59269	ENST00000646142.1	-10007	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41642754	41643736	983	*	Intron (ENST00000643665.1/59269, intron 1 of 7)	1	41585306	41628816	43511	2	59269	ENST00000646142.1	-13938	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41661326	41662224	899	*	Promoter	1	41506365	41662325	155961	2	59269	ENST00000643665.1	101	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41672072	41672577	506	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-9747	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41675368	41675934	567	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-13043	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41681141	41681951	811	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-18816	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41683724	41684570	847	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-21399	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41695854	41696701	848	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-33529	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41728282	41729499	1218	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-65957	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41739090	41741222	2133	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-76765	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41743270	41744007	738	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-80945	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41751360	41752574	1215	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-89035	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41773913	41774379	467	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41847948	41869630	21683	2	59269	ENST00000479350.1	95251	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41789765	41790324	560	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41847948	41869630	21683	2	59269	ENST00000479350.1	79306	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41869961	41870524	564	*	Promoter	1	41847948	41869630	21683	2	59269	ENST00000479350.1	-331	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	41883181	41883787	607	*	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41847948	41869630	21683	2	59269	ENST00000479350.1	-13551	ENSG00000127124	HIVEP3	HIVEP zinc finger 3
chr1	42152132	42155883	3752	*	Promoter	1	42153410	42155820	2411	1	2981	ENST00000372581.2	0	ENSG00000044012	GUCA2B	guanylate cyclase activator 2B
chr1	42172013	42173658	1646	*	Distal Intergenic	1	42162690	42164745	2056	2	2980	ENST00000357001.3	-7268	ENSG00000197273	GUCA2A	guanylate cyclase activator 2A
chr1	42420731	42421147	417	*	3' UTR	1	42432860	42435522	2663	2	84217	ENST00000475426.1	14375	ENSG00000066185	ZMYND12	zinc finger MYND-type containing 12
chr1	42657972	42659362	1391	*	Promoter	1	42658335	42676043	17709	1	10465	ENST00000677900.1	0	ENSG00000171960	PPIH	peptidylprolyl isomerase H
chr1	42766036	42767989	1954	*	Promoter	1	42746335	42767084	20750	2	64175	ENST00000397054.7	0	ENSG00000117385	P3H1	prolyl 3-hydroxylase 1
chr1	42931993	42932999	1007	*	Promoter	1	42926174	42931769	5596	2	6513	ENST00000676254.1	-224	ENSG00000117394	SLC2A1	solute carrier family 2 member 1
chr1	42940710	42941508	799	*	Intron (ENST00000426263.10/6513, intron 2 of 9)	1	42926796	42943238	16443	2	6513	ENST00000475162.3	1730	ENSG00000117394	SLC2A1	solute carrier family 2 member 1
chr1	42960213	42961725	1513	*	Promoter	1	42959519	42983357	23839	1	440584	ENST00000755358.1	694	ENSG00000227533	SLC2A1-DT	SLC2A1 divergent transcript
chr1	43021374	43022259	886	*	Distal Intergenic	1	42980407	42983357	2951	1	440584	ENST00000755361.1	40967	ENSG00000227533	SLC2A1-DT	SLC2A1 divergent transcript
chr1	43062410	43062907	498	*	Distal Intergenic	1	42980407	42983357	2951	1	440584	ENST00000755361.1	82003	ENSG00000227533	SLC2A1-DT	SLC2A1 divergent transcript
chr1	43065043	43065927	885	*	Distal Intergenic	1	43145153	43156396	11244	1	440585	ENST00000410048.5	-79226	ENSG00000186973	CFAP144	cilia and flagella associated protein 144
chr1	43066391	43067000	610	*	Distal Intergenic	1	43145153	43156396	11244	1	440585	ENST00000410048.5	-78153	ENSG00000186973	CFAP144	cilia and flagella associated protein 144
chr1	43241420	43241879	460	*	Intron (ENST00000610710.4/149465, intron 22 of 23)	1	43194684	43250391	55708	2	105378685	ENST00000474566.1	8512	NA	LOC105378685	uncharacterized LOC105378685
chr1	43302272	43303035	764	*	Promoter	1	43302450	43305343	2894	1	7075	ENST00000485125.1	0	ENSG00000066056	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
chr1	43305308	43306002	695	*	3' UTR	1	43307142	43309045	1904	1	7075	ENST00000480269.1	-1140	ENSG00000066056	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
chr1	43312484	43313310	827	*	Promoter	1	43313174	43314150	977	1	7075	ENST00000471187.1	0	ENSG00000066056	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
chr1	43446829	43448588	1760	*	Promoter	1	43448539	43448611	73	1	102465440	ENST00000615179.1	0	ENSG00000274975	MIR6735	microRNA 6735
chr1	43523124	43523547	424	*	Distal Intergenic	1	43525187	43553519	28333	1	5792	ENST00000496043.5	-1640	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43580293	43582846	2554	*	Promoter	1	43582480	43591118	8639	1	5792	ENST00000467464.1	0	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43589768	43590821	1054	*	Promoter	1	43591021	43622283	31263	1	5792	ENST00000412568.6	-200	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43591415	43593615	2201	*	Promoter	1	43591450	43622842	31393	1	5792	ENST00000414879.5	0	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43593843	43594204	362	*	Intron (ENST00000359947.9/5792, intron 11 of 33)	1	43591450	43622842	31393	1	5792	ENST00000414879.5	2393	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43595681	43599062	3382	*	Promoter	1	43598074	43623666	25593	1	5792	ENST00000496447.5	0	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43610932	43611532	601	*	Intron (ENST00000359947.9/5792, intron 22 of 33)	1	43613140	43622863	9724	1	5792	ENST00000477970.1	-1608	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43858280	43859067	788	*	3' UTR	1	43838622	43838683	62	1	102464830	ENST00000635807.1	19658	ENSG00000283477	MIR6079	microRNA 6079
chr1	43881278	43882298	1021	*	Intron (ENST00000645057.1/9682, intron 19 of 25)	1	43879244	43930838	51595	1	6487	ENST00000645644.1	2034	ENSG00000126091	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
chr1	43914666	43915902	1237	*	Intron (ENST00000645057.1/9682, intron 23 of 25)	1	43919102	43931057	11956	1	6487	ENST00000645670.1	-3200	ENSG00000126091	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
chr1	43946271	43948034	1764	*	Promoter	1	43944351	43946659	2309	2	101929609	ENST00000446167.4	0	ENSG00000237950	LOC101929609	uncharacterized LOC101929609
chr1	43948861	43950057	1197	*	Exon (ENST00000372343.8/9670, exon 2 of 20)	1	43947570	43956844	9275	1	9670	ENST00000489773.5	1291	ENSG00000117408	IPO13	importin 13
chr1	43974208	43975727	1520	*	Promoter	1	43968351	43974832	6482	2	124904167	ENST00000647729.2	0	NA	LOC124904167	uncharacterized LOC124904167
chr1	43977467	43979096	1630	*	Promoter	1	43978943	43981327	2385	1	8704	ENST00000498543.1	0	ENSG00000117411	B4GALT2	beta-1,4-galactosyltransferase 2
chr1	43979427	43981580	2154	*	Promoter	1	43979436	43991168	11733	1	8704	ENST00000497866.6	0	ENSG00000117411	B4GALT2	beta-1,4-galactosyltransferase 2
chr1	44006723	44007737	1015	*	Intron (ENST00000372307.7/6536, intron 4 of 11)	1	43991500	44016556	25057	2	6536	ENST00000372307.7	8819	ENSG00000196517	SLC6A9	solute carrier family 6 member 9
chr1	44020077	44022410	2334	*	Intron (ENST00000372306.7/6536, intron 2 of 11)	1	44014630	44017340	2711	2	6536	ENST00000533007.1	-2737	ENSG00000196517	SLC6A9	solute carrier family 6 member 9
chr1	44282562	44284463	1902	*	Exon (ENST00000456170.6/79033, exon 5 of 7)	1	44221593	44256921	35329	2	79033	ENST00000462341.1	-25641	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3
chr1	44288089	44288482	394	*	Intron (ENST00000456170.6/79033, intron 3 of 6)	1	44221593	44256921	35329	2	79033	ENST00000462341.1	-31168	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3
chr1	44572128	44572840	713	*	Intron (ENST00000355387.6/55182, intron 2 of 14)	1	44545493	44545552	60	1	100847089	ENST00000581357.1	26635	ENSG00000263381	MIR5584	microRNA 5584
chr1	44615852	44616304	453	*	Intron (ENST00000355387.6/55182, intron 3 of 14)	1	44614265	44627057	12793	1	55182	ENST00000496262.1	1587	ENSG00000187147	RNF220	ring finger protein 220
chr1	44626021	44626783	763	*	Promoter	1	44626326	44636152	9827	1	55182	ENST00000453863.5	0	ENSG00000187147	RNF220	ring finger protein 220
chr1	44673718	44674994	1277	*	Promoter	1	44635238	44674459	39222	2	107984950	ENST00000372242.7	0	NA	LOC107984950	uncharacterized LOC107984950
chr1	44722110	44722374	265	*	Promoter	1	44721786	44721902	117	2	26828	ENST00000362507.1	-208	ENSG00000199377	RNU5F-1	RNA, U5F small nuclear 1
chr1	44775230	44777898	2669	*	Promoter	1	44775864	44775943	80	1	26811	ENST00000581525.1	0	ENSG00000264294	SNORD55	small nucleolar RNA, C/D box 55
chr1	44791241	44791825	585	*	Distal Intergenic	1	44783585	44788170	4586	2	266675	ENST00000372207.4	-3071	ENSG00000142959	BEST4	bestrophin 4
chr1	44796757	44797107	351	*	Distal Intergenic	1	44800377	44805990	5614	1	1263	ENST00000372201.5	-3270	ENSG00000173846	PLK3	polo like kinase 3
chr1	44801414	44804743	3330	*	Promoter	1	44801634	44803621	1988	1	1263	ENST00000476731.1	0	ENSG00000173846	PLK3	polo like kinase 3
chr1	44806796	44811181	4386	*	Promoter	1	44808523	44813926	5404	1	149478	ENST00000409335.6	0	ENSG00000222009	BTBD19	BTB domain containing 19
chr1	44826132	44826591	460	*	Exon (ENST00000447098.7/8643, exon 18 of 23)	1	44819844	44823260	3417	2	8643	ENST00000438067.5	-2872	ENSG00000117425	PTCH2	patched 2
chr1	44831538	44832580	1043	*	Exon (ENST00000447098.7/8643, exon 3 of 23)	1	44819844	44823260	3417	2	8643	ENST00000438067.5	-8278	ENSG00000117425	PTCH2	patched 2
chr1	44985477	44986091	615	*	Promoter	1	44926628	44986586	59959	2	8891	ENST00000477953.5	495	ENSG00000070785	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
chr1	45334301	45334778	478	*	Promoter	1	45329276	45334511	5236	2	4595	ENST00000533178.6	0	ENSG00000132781	MUTYH	mutY DNA glycosylase
chr1	45339451	45341619	2169	*	Promoter	1	45340052	45342761	2710	1	114034	ENST00000477731.5	0	ENSG00000132773	TOE1	target of EGR1, exonuclease
chr1	45349002	45349970	969	*	Intron (ENST00000671898.1/4595, intron 5 of 20)	1	45341296	45342859	1564	1	114034	ENST00000460057.1	7706	ENSG00000132773	TOE1	target of EGR1, exonuclease
chr1	45360252	45360590	339	*	Intron (ENST00000671898.1/4595, intron 4 of 20)	1	45341296	45342859	1564	1	114034	ENST00000460057.1	18956	ENSG00000132773	TOE1	target of EGR1, exonuclease
chr1	45411022	45411923	902	*	Intron (ENST00000671898.1/4595, intron 3 of 20)	1	45398733	45457621	58889	2	10420	ENST00000493974.1	45698	ENSG00000070759	TESK2	testis associated actin remodelling kinase 2
chr1	45499395	45500685	1291	*	Promoter	1	45493866	45500073	6208	2	126661	ENST00000629482.3	0	ENSG00000280670	CCDC163	CCDC163 homolog
chr1	45721311	45721605	295	*	Intron (ENST00000359942.8/3652, intron 5 of 9)	1	45697059	45714252	17194	2	3652	ENST00000495072.1	-7059	ENSG00000197429	IPP	intracisternal A particle-promoted polypeptide
chr1	46173690	46174188	499	*	Promoter	1	46152968	46174969	22002	2	8503	ENST00000756168.1	781	ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
chr1	46174301	46175671	1371	*	Promoter	1	46175073	46185298	10226	1	10103	ENST00000498443.5	0	ENSG00000117472	TSPAN1	tetraspanin 1
chr1	46180051	46180735	685	*	5' UTR	1	46183433	46184882	1450	1	10103	ENST00000482143.5	-2698	ENSG00000117472	TSPAN1	tetraspanin 1
chr1	46401443	46402519	1077	*	Exon (ENST00000243167.9/2166, exon 2 of 15)	1	46405723	46413848	8126	1	2166	ENST00000484697.5	-3204	ENSG00000117480	FAAH	fatty acid amide hydrolase
chr1	46431441	46432663	1223	*	Promoter	1	46432129	46445321	13193	1	729041	ENST00000446499.1	0	NA	FAAHP1	fatty acid amide hydrolase pseudogene 1
chr1	46450871	46453235	2365	*	Promoter	1	46446600	46451317	4718	2	101929651	ENST00000634819.2	0	ENSG00000224863	LINC01398	long intergenic non-protein coding RNA 1398
chr1	46513527	46513978	452	*	3' UTR	1	46532166	46535515	3350	2	105378696	ENST00000697682.1	21537	ENSG00000282881	TMEM275	transmembrane protein 275
chr1	46520136	46521104	969	*	Distal Intergenic	1	46532166	46535515	3350	2	105378696	ENST00000697682.1	14411	ENSG00000282881	TMEM275	transmembrane protein 275
chr1	46522094	46523366	1273	*	Distal Intergenic	1	46532166	46535515	3350	2	105378696	ENST00000697682.1	12149	ENSG00000282881	TMEM275	transmembrane protein 275
chr1	46527517	46528858	1342	*	Distal Intergenic	1	46532166	46535515	3350	2	105378696	ENST00000697682.1	6657	ENSG00000282881	TMEM275	transmembrane protein 275
chr1	46531749	46532505	757	*	3' UTR	1	46532166	46535515	3350	2	105378696	ENST00000697682.1	3010	ENSG00000282881	TMEM275	transmembrane protein 275
chr1	46552691	46553849	1159	*	Intron (ENST00000657773.1/100507423, intron 2 of 5)	1	46545641	46551647	6007	2	148930	ENST00000481882.7	-1044	ENSG00000162456	KNCN	kinocilin
chr1	46812027	46812951	925	*	Promoter	1	46811103	46817181	6079	1	1580	ENST00000468637.3	924	ENSG00000142973	CYP4B1	cytochrome P450 family 4 subfamily B member 1
chr1	47207773	47208585	813	*	Intron (ENST00000840688.1/ENST00000840688.1, intron 1 of 1)	1	47218688	47224076	5389	2	6886	ENST00000459729.1	15491	ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
chr1	47722961	47724050	1090	*	Distal Intergenic	1	47690521	47698295	7775	2	124904174	ENST00000785714.1	-24666	ENSG00000302309	LOC124904174	uncharacterized LOC124904174
chr1	47745715	47746150	436	*	Distal Intergenic	1	47761132	47765547	4416	2	388630	ENST00000438589.1	19397	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47766926	47768547	1622	*	Intron (ENST00000606738.3/388630, intron 6 of 6)	1	47761132	47765547	4416	2	388630	ENST00000438589.1	-1379	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47773179	47773484	306	*	Intron (ENST00000606738.3/388630, intron 6 of 6)	1	47761132	47765547	4416	2	388630	ENST00000438589.1	-7632	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47776384	47777252	869	*	Intron (ENST00000606738.3/388630, intron 5 of 6)	1	47761132	47765547	4416	2	388630	ENST00000438589.1	-10837	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47778878	47780371	1494	*	Intron (ENST00000606738.3/388630, intron 4 of 6)	1	47761132	47765547	4416	2	388630	ENST00000438589.1	-13331	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47870474	47870913	440	*	Intron (ENST00000606738.3/388630, intron 2 of 6)	1	47761132	47765547	4416	2	388630	ENST00000438589.1	-104927	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47881582	47882742	1161	*	Intron (ENST00000606738.3/388630, intron 2 of 6)	1	47775238	47994212	218975	2	388630	ENST00000435576.2	111470	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47932493	47933039	547	*	Intron (ENST00000606738.3/388630, intron 2 of 6)	1	47775238	47994212	218975	2	388630	ENST00000435576.2	61173	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	47991111	47991441	331	*	Intron (ENST00000606738.3/388630, intron 2 of 6)	1	47775238	47994212	218975	2	388630	ENST00000435576.2	2771	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	48202189	48202785	597	*	Intron (ENST00000431986.2/ENST00000431986.2, intron 2 of 4)	1	48100098	48182428	82331	2	391037	ENST00000706231.2	-19761	NA	SKINT1L	Skint1 like (pseudogene)
chr1	48206088	48206727	640	*	Exon (ENST00000431986.2/ENST00000431986.2, exon 4 of 5)	1	48222685	48247601	24917	1	200010	ENST00000425816.5	-15958	ENSG00000117834	SLC5A9	solute carrier family 5 member 9
chr1	48570773	48571905	1133	*	Intron (ENST00000371839.6/84871, intron 11 of 13)	1	48295374	48472208	176835	2	54558	ENST00000396199.7	-98565	ENSG00000132122	SPATA6	spermatogenesis associated 6
chr1	50189862	50190148	287	*	Intron (ENST00000448907.7/1996, intron 3 of 6)	1	50177130	50197585	20456	1	1996	ENST00000474675.1	12732	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50239945	50240393	449	*	Intron (ENST00000641749.1/105378711, intron 11 of 11)	1	50252039	50258203	6165	1	105378710	ENST00000731162.1	-11646	ENSG00000284645	LOC105378710	uncharacterized LOC105378710
chr1	50347914	50348366	453	*	Distal Intergenic	1	50265932	50333668	67737	2	105378712	ENST00000850017.1	-14246	ENSG00000284696	LINC02808	long intergenic non-protein coding RNA 2808
chr1	50350449	50351226	778	*	Distal Intergenic	1	50265932	50333668	67737	2	105378712	ENST00000850017.1	-16781	ENSG00000284696	LINC02808	long intergenic non-protein coding RNA 2808
chr1	51313903	51314816	914	*	Intron (ENST00000447632.6/22996, intron 2 of 17)	1	51287258	51322210	34953	2	22996	ENST00000447632.6	7394	ENSG00000085831	TTC39A	tetratricopeptide repeat domain 39A
chr1	51333693	51333950	258	*	Intron (ENST00000723822.1/102724097, intron 2 of 3)	1	51297218	51331346	34129	2	22996	ENST00000262676.9	-2347	ENSG00000085831	TTC39A	tetratricopeptide repeat domain 39A
chr1	52397157	52397585	429	*	Intron (ENST00000371568.8/4998, intron 4 of 16)	1	52372831	52404387	31557	2	4998	ENST00000371566.1	6802	ENSG00000085840	ORC1	origin recognition complex subunit 1
chr1	52658798	52659203	406	*	Intron (ENST00000440303.5/348378, intron 2 of 4)	1	52633593	52667688	34096	1	348378	ENST00000424164.1	25205	ENSG00000182183	SHISAL2A	shisa like 2A
chr1	52661495	52661737	243	*	Intron (ENST00000440303.5/348378, intron 3 of 4)	1	52633593	52667688	34096	1	348378	ENST00000424164.1	27902	ENSG00000182183	SHISAL2A	shisa like 2A
chr1	52697833	52698899	1067	*	Promoter	1	52684449	52698347	13899	2	65260	ENST00000371538.5	0	ENSG00000162377	COA7	cytochrome c oxidase assembly factor 7
chr1	52702860	52703838	979	*	Distal Intergenic	1	52684449	52698347	13899	2	65260	ENST00000371538.5	-4513	ENSG00000162377	COA7	cytochrome c oxidase assembly factor 7
chr1	52868947	52869214	268	*	Intron (ENST00000371532.5/440590, intron 7 of 12)	1	52842760	52894998	52239	1	440590	ENST00000371528.2	26187	ENSG00000203995	ZYG11A	zyg-11 family member A, cell cycle regulator
chr1	53080075	53080591	517	*	Intron (ENST00000395871.7/127435, intron 8 of 10)	1	53078650	53082188	3539	1	127435	ENST00000490650.1	1425	ENSG00000174348	PODN	podocan
chr1	53082329	53083143	815	*	Intron (ENST00000395871.7/127435, intron 10 of 10)	1	53078650	53082188	3539	1	127435	ENST00000490650.1	3679	ENSG00000174348	PODN	podocan
chr1	53084143	53085157	1015	*	3' UTR	1	53078650	53082188	3539	1	127435	ENST00000490650.1	5493	ENSG00000174348	PODN	podocan
chr1	53120606	53124085	3480	*	Intron (ENST00000611397.5/6512, intron 2 of 9)	1	53114576	53118624	4049	1	105379783	ENST00000439621.2	6030	NA	LOC105379783	uncharacterized LOC105379783
chr1	53124379	53124919	541	*	Intron (ENST00000611397.5/6512, intron 2 of 9)	1	53114576	53118624	4049	1	105379783	ENST00000439621.2	9803	NA	LOC105379783	uncharacterized LOC105379783
chr1	53155684	53156184	501	*	Distal Intergenic	1	53087183	53142638	55456	2	6512	ENST00000371494.9	-13046	ENSG00000162383	SLC1A7	solute carrier family 1 member 7
chr1	53175025	53175341	317	*	Distal Intergenic	1	53183346	53191509	8164	1	105378724	ENST00000808743.1	-8005	ENSG00000305101	LOC105378724	uncharacterized LOC105378724
chr1	53308412	53309088	677	*	Intron (ENST00000306052.12/7804, intron 2 of 18)	1	53246568	53327399	80832	2	7804	ENST00000658404.1	18311	ENSG00000157193	LRP8	LDL receptor related protein 8
chr1	53321042	53323125	2084	*	Intron (ENST00000306052.12/7804, intron 2 of 18)	1	53246568	53327399	80832	2	7804	ENST00000658404.1	4274	ENSG00000157193	LRP8	LDL receptor related protein 8
chr1	53332931	53333357	427	*	Promoter	1	53331292	53333152	1861	2	105378731	ENST00000792502.1	0	NA	LOC105378731	uncharacterized LOC105378731
chr1	53465005	53466246	1242	*	Intron (ENST00000371445.3/63948, intron 3 of 3)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	5029	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53517868	53518971	1104	*	Intron (ENST00000312233.4/148979, intron 6 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	57892	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53521487	53522089	603	*	Intron (ENST00000312233.4/148979, intron 5 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	61511	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53530484	53531785	1302	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	70508	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53539565	53541790	2226	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	79589	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53545776	53546352	577	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	85800	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53553284	53553805	522	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	93308	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53553998	53554942	945	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	94022	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53557976	53558981	1006	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	98000	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53575206	53577971	2766	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	115230	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53581581	53583268	1688	*	Intron (ENST00000312233.4/148979, intron 3 of 9)	1	53459976	53464679	4704	1	63948	ENST00000463126.1	121605	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	53600476	53600996	521	*	Intron (ENST00000312233.4/148979, intron 1 of 9)	1	53506237	53734204	227968	2	148979	ENST00000312233.4	133208	ENSG00000174332	GLIS1	GLIS family zinc finger 1
