seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj
chr22	19916883	19918106	1224	*	peak_23126	1.80104023922438	4.07726388118786e-24	Promoter	22	19891438	19918177	26740	2	10587	ENST00000635155.1	71	ENSG00000184470	TXNRD2	thioredoxin reductase 2	NA	NA	NA
chr11	75547704	75549155	1452	*	peak_7032	1.56901550256289	4.19208543120255e-24	Distal Intergenic	11	75562056	75572783	10728	1	871	ENST00000533603.5	-12901	ENSG00000149257	SERPINH1	serpin family H member 1	NA	NA	NA
chr8	144469044	144470949	1906	*	peak_33802	1.09550419741464	4.53896007476093e-24	Promoter	8	144469546	144473176	3631	1	90990	ENST00000531425.5	0	ENSG00000167702	KIFC2	kinesin family member C2	NA	NA	NA
chr22	50544688	50545293	606	*	peak_24905	2.19877406526594	4.75151973472018e-24	Promoter	22	50542299	50545176	2878	2	105373098	ENST00000796183.1	0	ENSG00000272666	KLHDC7B-DT	KLHDC7B divergent transcript	NA	NA	NA
chr8	142734458	142736851	2394	*	peak_33562	1.17755471763926	4.77090493239312e-24	3' UTR	8	142738037	142766432	28396	1	124902033	ENST00000839249.1	-1186	ENSG00000253196	LOC124902033	uncharacterized LOC124902033	NA	NA	NA
chr2	120383569	120385675	2107	*	peak_19756	1.05950491783726	4.85734430180417e-24	Distal Intergenic	2	120346136	120351803	5668	1	3625	ENST00000295228.4	37433	ENSG00000163083	INHBB	inhibin subunit beta B	NA	NA	NA
chr17	47813551	47815564	2014	*	peak_14559	1.66220805705319	5.00161579669015e-24	3' UTR	17	47816266	47816924	659	2	114881	ENST00000580808.1	1360	ENSG00000006025	OSBPL7	oxysterol binding protein like 7	NA	NA	NA
chr9	37430218	37431718	1501	*	peak_34032	1.59117211884608	5.01424289985924e-24	Promoter	9	37429786	37432811	3026	1	9380	ENST00000482603.1	432	ENSG00000137106	GRHPR	glyoxylate and hydroxypyruvate reductase	NA	NA	NA
chr11	69002492	69004266	1775	*	peak_6709	1.33291037304651	5.61948501318537e-24	Distal Intergenic	11	69012283	69014556	2274	1	101928200	ENST00000569432.2	-8017	ENSG00000256508	MRGPRF-AS1	MRGPRF antisense RNA 1	NA	NA	NA
chr22	24429782	24431696	1915	*	peak_23547	1.16611333958971	5.61948501318537e-24	Promoter	22	24432119	24433492	1374	1	135	ENST00000472248.5	-423	ENSG00000128271	ADORA2A	adenosine A2a receptor	NA	NA	NA
chr16	1993194	1994102	909	*	peak_11672	1.73164794914521	6.30659125187589e-24	Promoter	16	1992463	1993298	836	1	9143	ENST00000564642.1	731	ENSG00000127561	SYNGR3	synaptogyrin 3	NA	NA	NA
chr12	52081807	52083340	1534	*	peak_8074	1.42907147756421	6.34680978424802e-24	Exon (ENST00000793304.1/ENST00000793304.1, exon 1 of 2)	12	52084744	52092285	7542	1	26628	ENST00000575924.1	-1404	ENSG00000290965	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	NA	NA	NA
chr11	61747544	61749349	1806	*	peak_6300	1.58722978231875	7.0722758820626e-24	Exon (ENST00000536405.6/26070, exon 4 of 6)	11	61752636	61788518	35883	1	745	ENST00000278836.10	-3287	ENSG00000124920	MYRF	myelin regulatory factor	NA	NA	NA
chr20	61905369	61906094	726	*	peak_22251	2.02249912689077	7.14635565377789e-24	Intron (ENST00000614565.5/1002, intron 8 of 15)	20	61953546	61953662	117	2	100302168	ENST00000408490.1	47568	ENSG00000284193	MIR1257	microRNA 1257	NA	NA	NA
chr3	50341934	50343935	2002	*	peak_25817	1.36069816406005	7.27874670869941e-24	Promoter	3	50341110	50342448	1339	2	51364	ENST00000490675.5	0	ENSG00000004838	ZMYND10	zinc finger MYND-type containing 10	NA	NA	NA
chr1	23911663	23912863	1201	*	peak_832	1.45059391582852	7.74538697069981e-24	Promoter	1	23870515	23913362	42848	2	1269	ENST00000374472.5	499	ENSG00000188822	CNR2	cannabinoid receptor 2	NA	NA	NA
chr6	33958957	33961253	2297	*	peak_29618	1.03616528220109	8.20215634389071e-24	Intron (ENST00000799599.1/100507584, intron 2 of 3)	6	33891797	33983137	91341	2	100507584	ENST00000799600.1	21884	ENSG00000249346	LINC01016	long intergenic non-protein coding RNA 1016	NA	NA	NA
chr20	32449612	32451891	2280	*	peak_21494	1.0938280858535	8.6821806209534e-24	Exon (ENST00000442179.1/ENST00000442179.1, exon 1 of 4)	20	32432359	32434636	2278	1	171023	ENST00000644168.1	17253	ENSG00000171456	ASXL1	ASXL transcriptional regulator 1	NA	NA	NA
chr12	2616192	2617800	1609	*	peak_7537	1.59602392017614	8.91751504302409e-24	Intron (ENST00000682544.1/775, intron 30 of 49)	12	2607880	2644488	36609	1	775	ENST00000496818.3	8312	ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	NA	NA	NA
chr22	40030535	40032366	1832	*	peak_24247	1.99104345582382	8.91751504302409e-24	3' UTR	22	40042688	40044586	1899	2	114841040	ENST00000569912.3	12220	NA	TNRC6B-DT	TNRC6B divergent transcript	NA	NA	NA
chr2	31255964	31257527	1564	*	peak_18760	1.65204426749402	9.09332185324138e-24	Intron (ENST00000322054.10/30845, intron 3 of 5)	2	31234152	31269451	35300	1	30845	ENST00000322054.10	21812	ENSG00000013016	EHD3	EH domain containing 3	NA	NA	NA
chr2	26455254	26456395	1142	*	peak_18553	1.5886511064585	1.04905011118042e-23	Intron (ENST00000288710.7/92749, intron 16 of 16)	2	26448299	26453482	5184	1	92749	ENST00000439066.2	6955	ENSG00000157856	DRC1	dynein regulatory complex subunit 1	NA	NA	NA
chr16	2819526	2821768	2243	*	peak_11752	1.48773451812403	1.18838761634215e-23	Promoter	16	2818927	2826304	7378	1	10942	ENST00000575739.1	599	ENSG00000007038	PRSS21	serine protease 21	NA	NA	NA
chr22	49010875	49012600	1726	*	peak_24792	1.47064609626172	1.19786393986225e-23	Distal Intergenic	22	49047651	49052069	4419	2	105373085	ENST00000665699.1	39469	ENSG00000286381	NHIP	neuronal hypoxia inducible, placenta associated	NA	NA	NA
chr8	143535340	143537897	2558	*	peak_33689	1.23724441410976	1.2038133593264e-23	Exon (ENST00000262577.6/23144, exon 3 of 12)	8	143437659	143541447	103789	2	23144	ENST00000262577.6	3550	ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3	NA	NA	NA
chr17	75595113	75597504	2392	*	peak_15410	1.21150318780512	1.24636630826807e-23	Promoter	17	75596390	75626121	29732	1	80022	ENST00000633867.1	0	ENSG00000266714	MYO15B	myosin XVB	NA	NA	NA
chr16	70472315	70475949	3635	*	peak_12909	1.00043241215324	1.27023974299906e-23	Promoter	16	70474625	70479681	5057	1	197258	ENST00000498702.1	0	ENSG00000157353	FCSK	fucose kinase	NA	NA	NA
chr3	127038617	127040083	1467	*	peak_26487	1.91021547695182	1.29296683805425e-23	Distal Intergenic	3	127031855	127033986	2132	1	5361	ENST00000505278.1	6762	ENSG00000114554	PLXNA1	plexin A1	NA	NA	NA
chr15	78109595	78110567	973	*	peak_11067	1.66623041119678	1.30727942374892e-23	Promoter	15	78105147	78111251	6105	2	10518	ENST00000643268.1	684	ENSG00000136425	CIB2	calcium and integrin binding family member 2	NA	NA	NA
chrX	153497754	153498903	1150	*	peak_35333	1.89006518092323	1.31039973971742e-23	Intron (ENST00000331595.9/633, intron 1 of 7)	23	153461560	153495516	33957	2	55559	ENST00000370210.3	-2238	ENSG00000213397	HAUS7	HAUS augmin like complex subunit 7	NA	NA	NA
chr3	184352266	184353712	1447	*	peak_26950	1.59017206329496	1.53380167456463e-23	Promoter	3	184352416	184353296	881	2	1181	ENST00000491162.1	0	ENSG00000114859	CLCN2	chloride voltage-gated channel 2	NA	NA	NA
chr8	142796909	142798421	1513	*	peak_33574	2.03590116637093	1.59771755754667e-23	Exon (ENST00000637396.2/ENST00000637396.2, exon 3 of 3)	8	142784882	142786539	1658	2	8581	ENST00000301263.5	-10370	ENSG00000167656	LY6D	lymphocyte antigen 6 family member D	NA	NA	NA
chr1	21821099	21822756	1658	*	peak_703	1.6259480443935	1.6513151648304e-23	Promoter	1	21821497	21822548	1052	1	401944	ENST00000484271.1	0	ENSG00000187942	LDLRAD2	low density lipoprotein receptor class A domain containing 2	NA	NA	NA
chr17	82013034	82015184	2151	*	peak_15916	2.0428184360985	1.6794353193569e-23	Promoter	17	82013234	82017404	4171	1	79058	ENST00000583693.5	0	ENSG00000169696	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	NA	NA	NA
chr17	79192460	79193257	798	*	peak_15624	1.68404339108632	1.75846632126068e-23	Intron (ENST00000583458.5/146713, intron 3 of 13)	17	79183501	79186282	2782	1	124904069	ENST00000727251.1	8959	ENSG00000295009	LOC124904069	uncharacterized LOC124904069	NA	NA	NA
chr1	17634546	17636275	1730	*	peak_601	1.5759527418595	1.89867966113022e-23	Promoter	1	17634257	17638003	3747	1	55160	ENST00000482359.1	289	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	NA	NA	NA
chr8	144045255	144048393	3139	*	peak_33744	1.06165839608235	1.95859714706412e-23	Promoter	8	144049079	144051203	2125	1	392275	ENST00000639008.2	-686	NA	SMPD5	sphingomyelin phosphodiesterase 5 (pseudogene)	NA	NA	NA
chr10	102619330	102621679	2350	*	peak_4988	1.18983637552576	2.13930917424402e-23	3' UTR	10	102642503	102658318	15816	1	81603	ENST00000710327.1	-20824	ENSG00000171206	TRIM8	tripartite motif containing 8	NA	NA	NA
chr17	21341869	21342552	684	*	peak_13883	2.33448700539181	2.18508636963463e-23	Distal Intergenic	17	21312142	21313886	1745	1	5606	ENST00000527123.1	29727	ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3	NA	NA	NA
chr10	46247673	46248482	810	*	peak_3836	1.75710159947893	2.21473713908023e-23	Promoter	10	46219276	46249021	29746	2	100996567	ENST00000764734.1	539	NA	ANTXRLP1	ANTXR like pseudogene 1	NA	NA	NA
chr16	2811404	2812604	1201	*	peak_11750	1.40151699149748	2.21473713908023e-23	Distal Intergenic	16	2817180	2821719	4540	1	10942	ENST00000450020.7	-4576	ENSG00000007038	PRSS21	serine protease 21	NA	NA	NA
chr10	71003618	71006749	3132	*	peak_4244	1.10182637810023	2.46925990937516e-23	Promoter	10	71001999	71005765	3767	2	105378351	ENST00000819097.1	0	ENSG00000306492	LOC105378351	uncharacterized LOC105378351	NA	NA	NA
chr7	5620317	5621134	818	*	peak_30803	1.90808822755427	2.46925990937516e-23	3' UTR	7	5602872	5606654	3783	1	6624	ENST00000473330.1	17445	ENSG00000075618	FSCN1	fascin actin-bundling protein 1	NA	NA	NA
chr17	18149375	18151866	2492	*	peak_13784	1.04595545976017	2.69483354021068e-23	Exon (ENST00000647165.2/51168, exon 34 of 66)	17	18153395	18179222	25828	1	51168	ENST00000418233.7	-1529	ENSG00000091536	MYO15A	myosin XVA	NA	NA	NA
chr11	67631433	67633933	2501	*	peak_6647	1.11163615675578	2.73133080785264e-23	3' UTR	11	67627938	67629937	2000	2	254552	ENST00000376693.3	-1496	ENSG00000167799	NUDT8	nudix hydrolase 8	NA	NA	NA
chr15	70250417	70251966	1550	*	peak_10791	1.66847185428574	2.83322650437587e-23	Intron (ENST00000819640.1/ENST00000819640.1, intron 1 of 2)	15	70296062	70297264	1203	2	105370878	ENST00000819866.1	45298	ENSG00000306630	LOC105370878	uncharacterized LOC105370878	NA	NA	NA
chr7	2469890	2471741	1852	*	peak_30711	1.33082431791083	2.95671741271497e-23	Distal Intergenic	7	2474728	2476398	1671	2	402635	ENST00000614228.2	4657	ENSG00000275572	GRIFIN	galectin-related inter-fiber protein	NA	NA	NA
chr1	31663901	31665261	1361	*	peak_1230	1.5370096600502	3.17504440039619e-23	Promoter	1	31652588	31663456	10869	2	1307	ENST00000488897.5	-445	ENSG00000084636	COL16A1	collagen type XVI alpha 1 chain	NA	NA	NA
chr11	65595011	65596986	1976	*	peak_6528	1.0445050757465	3.53306275924666e-23	Promoter	11	65592836	65595800	2965	2	10089	ENST00000340313.5	0	ENSG00000173338	KCNK7	potassium two pore domain channel subfamily K member 7	NA	NA	NA
chr3	195877318	195878482	1165	*	peak_27107	1.3930728146179	3.55941880198916e-23	Promoter	3	195863364	195876769	13406	2	10188	ENST00000672548.1	-549	ENSG00000061938	TNK2	tyrosine kinase non receptor 2	NA	NA	NA
chr16	50625617	50626988	1372	*	peak_12537	1.67917333094257	3.56926640682752e-23	Promoter	16	50625225	50633222	7998	1	85407	ENST00000566396.1	392	ENSG00000140807	NKD1	NKD inhibitor of WNT signaling pathway 1	NA	NA	NA
chr17	58530492	58531712	1221	*	peak_14857	1.73846458306522	3.72276715263452e-23	Promoter	17	58526578	58531642	5065	2	5414	ENST00000578747.1	0	ENSG00000108387	SEPTIN4	septin 4	NA	NA	NA
chr2	240459259	240461366	2108	*	peak_20894	1.62720153751641	3.94804416284335e-23	Intron (ENST00000264039.7/2817, intron 2 of 8)	2	240458187	240466358	8172	1	2817	ENST00000495100.1	1072	ENSG00000063660	GPC1	glypican 1	NA	NA	NA
chr11	59264946	59266111	1166	*	peak_6220	1.77674127851679	4.02325166032469e-23	Distal Intergenic	11	59208510	59212927	4418	2	219972	ENST00000361050.4	-52019	ENSG00000197629	MPEG1	macrophage expressed 1	NA	NA	NA
chr22	19732377	19734057	1681	*	peak_23094	1.18806482433868	4.11121984548641e-23	Promoter	22	19732437	19735109	2673	1	105372861	ENST00000757764.1	0	NA	LOC105372861	uncharacterized LOC105372861	NA	NA	NA
chr8	21774165	21775934	1770	*	peak_32074	1.72383176686587	4.34096302519084e-23	3' UTR	8	21693182	21788159	94978	2	2675	ENST00000517892.5	12225	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	NA	NA	NA
chr17	18967851	18968696	846	*	peak_13813	1.8477035248042	4.52474439280975e-23	Intron (ENST00000317977.10/125206, intron 5 of 14)	17	18976931	18977888	958	2	644815	ENST00000580115.1	9192	ENSG00000188522	FAM83G	family with sequence similarity 83 member G	NA	NA	NA
chr9	129010656	129012135	1480	*	peak_34749	1.52661116450045	4.77209833236331e-23	Promoter	9	129007792	129012016	4225	2	56904	ENST00000479237.5	0	ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	NA	NA	NA
chr10	71241161	71242977	1817	*	peak_4273	1.17532698026366	5.09443841970188e-23	Intron (ENST00000335350.10/219699, intron 1 of 16)	10	71246418	71251602	5185	1	112268061	ENST00000826306.1	-3441	NA	LOC112268061	uncharacterized LOC112268061	NA	NA	NA
chr19	32809210	32809701	492	*	peak_17174	2.2111414946574	5.11664720761746e-23	Promoter	19	32810214	32829381	19168	1	91646	ENST00000637289.1	-513	ENSG00000173809	TDRD12	tudor domain containing 12	NA	NA	NA
chr9	93055411	93056387	977	*	peak_34317	1.63905197244581	5.22853916489306e-23	Distal Intergenic	9	93058688	93085132	26445	1	203328	ENST00000617293.4	-2301	ENSG00000157303	SUSD3	sushi domain containing 3	NA	NA	NA
chr7	44224130	44226538	2409	*	peak_31078	1.06582435167566	5.34963068900032e-23	Promoter	7	44219213	44225913	6701	2	816	ENST00000425809.5	0	ENSG00000058404	CAMK2B	calcium/calmodulin dependent protein kinase II beta	NA	NA	NA
chr1	3262698	3265680	2983	*	peak_131	1.22689147982031	5.74104106453845e-23	Intron (ENST00000511072.5/63976, intron 3 of 15)	1	3244132	3386918	142787	1	63976	ENST00000463591.1	18566	ENSG00000142611	PRDM16	PR/SET domain 16	NA	NA	NA
chr9	133442071	133443847	1777	*	peak_34873	1.50300807338106	6.08337752565611e-23	3' UTR	9	133455648	133459386	3739	1	11093	ENST00000371910.1	-11801	ENSG00000160323	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	NA	NA	NA
chr8	21840898	21841843	946	*	peak_32077	2.11587311808449	6.20337963010942e-23	Distal Intergenic	8	21692843	21812357	119515	2	2675	ENST00000517328.5	-28541	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	NA	NA	NA
chr17	79582826	79583954	1129	*	peak_15695	1.34871060204857	6.25707360818319e-23	Intron (ENST00000693108.1/146713, intron 1 of 14)	17	79598032	79603921	5890	2	146713	ENST00000571452.1	19967	ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	NA	NA	NA
chr22	20053282	20054868	1587	*	peak_23151	1.31322336715431	6.34103923391475e-23	Promoter	22	20053435	20064959	11525	1	128989	ENST00000490583.5	0	ENSG00000183597	TANGO2	transport and golgi organization 2 homolog	NA	NA	NA
chr16	28495102	28498838	3737	*	peak_12305	1.40188164694691	6.48170840014404e-23	Promoter	16	28475396	28495550	20155	2	1201	ENST00000569430.7	0	ENSG00000188603	CLN3	CLN3 lysosomal/endosomal transmembrane protein, battenin	NA	NA	NA
chr1	156384309	156385666	1358	*	peak_2642	1.59375517416915	6.74513794532039e-23	3' UTR	1	156382313	156384603	2291	1	57127	ENST00000622297.1	1996	ENSG00000132677	RHBG	Rh family B glycoprotein	NA	NA	NA
chr20	50623985	50626671	2687	*	peak_21966	1.01629359596146	6.89498213779573e-23	Intron (ENST00000327979.8/140876, intron 2 of 21)	20	50614636	50614785	150	2	100302146	ENST00000408164.1	-9200	ENSG00000221091	MIR1302-5	microRNA 1302-5	NA	NA	NA
chr17	17566842	17567986	1145	*	peak_13716	1.59880589210981	7.22714698367948e-23	Intron (ENST00000395782.5/10400, intron 2 of 6)	17	17505563	17577465	71903	2	10400	ENST00000395782.5	9479	ENSG00000133027	PEMT	phosphatidylethanolamine N-methyltransferase	NA	NA	NA
chr15	77839318	77840577	1260	*	peak_11037	1.48589301959436	7.84397103873977e-23	Distal Intergenic	15	77615833	77820900	205068	2	84894	ENST00000570216.5	-18418	ENSG00000169783	LINGO1	leucine rich repeat and Ig domain containing 1	NA	NA	NA
chr6	34121055	34122489	1435	*	peak_29648	1.57999587732112	8.11541151263623e-23	Intron (ENST00000538487.7/2914, intron 2 of 10)	6	34022433	34111034	88602	2	2914	ENST00000544773.6	-10021	ENSG00000124493	GRM4	glutamate metabotropic receptor 4	NA	NA	NA
chr9	93683310	93684149	840	*	peak_34369	1.82625475663339	8.87400197423695e-23	Distal Intergenic	9	93594841	93594894	54	1	100847045	ENST00000637016.1	88469	ENSG00000283146	MIR548AU	microRNA 548au	NA	NA	NA
chr20	62701240	62703317	2078	*	peak_22369	1.24559398434187	9.74335588656056e-23	Distal Intergenic	20	62708836	62762771	53936	1	4923	ENST00000370501.4	-5519	ENSG00000101188	NTSR1	neurotensin receptor 1	NA	NA	NA
chr22	20996899	20998977	2079	*	peak_23255	1.44948429439393	9.94839735182505e-23	3' UTR	22	20995788	20997769	1982	1	8216	ENST00000498649.1	1111	ENSG00000099949	LZTR1	leucine zipper like post translational regulator 1	NA	NA	NA
chr1	26342429	26345430	3002	*	peak_934	1.04949572045674	1.0476586042305e-22	Exon (ENST00000475866.3/55057, exon 4 of 22)	1	26331594	26339346	7753	2	55057	ENST00000429942.2	-3083	ENSG00000176092	CRYBG2	crystallin beta-gamma domain containing 2	NA	NA	NA
chr7	1859089	1860274	1186	*	peak_30661	1.65581764849536	1.09327805856164e-22	Intron (ENST00000481633.1/8379, intron 1 of 1)	7	1815793	1872756	56964	2	8379	ENST00000481633.1	12482	ENSG00000002822	MAD1L1	mitotic arrest deficient 1 like 1	NA	NA	NA
chr16	58034133	58036679	2547	*	peak_12689	1.05849078479555	1.1514977701765e-22	Intron (ENST00000219271.4/4324, intron 1 of 9)	16	58040165	58040867	703	1	4324	ENST00000570065.1	-3486	ENSG00000102996	MMP15	matrix metallopeptidase 15	NA	NA	NA
chr22	23166407	23167683	1277	*	peak_23439	1.60171450968108	1.24946132648353e-22	Distal Intergenic	22	23179704	23261428	81725	1	613	ENST00000479188.5	-12021	ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	NA	NA	NA
chr1	41379218	41380840	1623	*	peak_1605	1.27238598267516	1.26493027988006e-22	Intron (ENST00000372591.1/100132074, intron 1 of 1)	1	41375004	41375669	666	2	101929901	ENST00000429109.1	-3549	ENSG00000229901	FOXO6-AS1	FOXO6 antisense RNA 1	NA	NA	NA
chr22	19740886	19743004	2119	*	peak_23096	1.00862289889788	1.2649867899542e-22	Distal Intergenic	22	19732437	19735109	2673	1	105372861	ENST00000757764.1	8449	NA	LOC105372861	uncharacterized LOC105372861	NA	NA	NA
chr4	8201272	8203235	1964	*	peak_27450	1.52982392410062	1.29224707663907e-22	Promoter	4	8201386	8205263	3878	1	54436	ENST00000504822.1	0	ENSG00000125089	SH3TC1	SH3 domain and tetratricopeptide repeats 1	NA	NA	NA
chr3	129576064	129579114	3051	*	peak_26675	1.17585284145958	1.35126217254861e-22	Promoter	3	129574336	129578548	4213	2	23129	ENST00000505505.1	0	ENSG00000004399	PLXND1	plexin D1	NA	NA	NA
chr20	32466219	32468712	2494	*	peak_21496	1.09304167679698	1.3641820518579e-22	Intron (ENST00000359676.9/140688, intron 2 of 7)	20	32443059	32483471	40413	2	140688	ENST00000359676.9	14759	ENSG00000197183	NOL4L	nucleolar protein 4 like	NA	NA	NA
chr17	79807351	79809757	2407	*	peak_15722	1.14361448614829	1.39707476102397e-22	Promoter	17	79809013	79812476	3464	1	124904071	ENST00000736272.1	0	NA	LOC124904071	uncharacterized LOC124904071	NA	NA	NA
chr3	50209702	50211499	1798	*	peak_25790	1.4004639831368	1.53208535654699e-22	Intron (ENST00000610458.4/10991, intron 2 of 4)	3	50207683	50214768	7086	1	10991	ENST00000621456.2	2019	ENSG00000188338	SLC38A3	solute carrier family 38 member 3	NA	NA	NA
chr10	78205068	78205694	627	*	peak_4498	2.2619102147857	1.59162570876635e-22	Intron (ENST00000635520.2/105378375, intron 1 of 1)	10	78179205	78380630	201426	1	105378375	ENST00000635545.1	25863	ENSG00000230417	LOC105378375	uncharacterized LOC105378375	NA	NA	NA
chr1	3523747	3526374	2628	*	peak_150	1.39523887238371	1.66175513132759e-22	Exon (ENST00000356575.9/1953, exon 5 of 37)	1	3487961	3531423	43463	2	1953	ENST00000697102.1	5049	ENSG00000162591	MEGF6	multiple EGF like domains 6	NA	NA	NA
chr16	1470355	1471441	1087	*	peak_11625	1.40749677380287	1.71322794233341e-22	Promoter	16	1457254	1471956	14703	2	1186	ENST00000569851.6	515	ENSG00000103249	CLCN7	chloride voltage-gated channel 7	NA	NA	NA
chr3	127472936	127474109	1174	*	peak_26524	1.62372873077011	1.79754610989247e-22	Intron (ENST00000753997.1/ENST00000753997.1, intron 1 of 2)	3	127384649	127458165	73517	2	105374094	ENST00000753883.1	-14771	NA	LOC105374094	uncharacterized LOC105374094	NA	NA	NA
chr1	11966625	11967537	913	*	peak_468	1.95365823741769	1.88713760972281e-22	Exon (ENST00000196061.5/5351, exon 16 of 19)	1	11964702	11966414	1713	1	5351	ENST00000470133.1	1923	ENSG00000083444	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	NA	NA	NA
chr22	39713941	39714755	815	*	peak_24238	1.74961910647521	1.88713760972281e-22	Distal Intergenic	22	39642797	39643512	716	1	8911	ENST00000471970.1	71144	ENSG00000100346	CACNA1I	calcium voltage-gated channel subunit alpha1 I	NA	NA	NA
chr16	90004923	90007740	2818	*	peak_13466	1.19979386063979	2.05956745798857e-22	3' UTR	16	90004871	90009004	4134	2	79007	ENST00000568662.2	1264	ENSG00000003249	DBNDD1	dysbindin domain containing 1	NA	NA	NA
chr2	96108143	96111401	3259	*	peak_19338	1.0018829089291	2.39763923305921e-22	Distal Intergenic	2	96112876	96116571	3696	2	151	ENST00000620793.2	5170	ENSG00000274286	ADRA2B	adrenoceptor alpha 2B	NA	NA	NA
chr16	89197761	89199954	2194	*	peak_13431	1.23084153503742	2.530601568244e-22	Promoter	16	89196151	89198840	2690	2	146429	ENST00000563595.6	0	ENSG00000259803	SLC22A31	solute carrier family 22 member 31	NA	NA	NA
chr9	34507539	34508702	1164	*	peak_33933	1.37402729450108	2.55681087066977e-22	Promoter	9	34506627	34517467	10841	1	27019	ENST00000470169.5	912	ENSG00000122735	DNAI1	dynein axonemal intermediate chain 1	NA	NA	NA
chr1	2352232	2353569	1338	*	peak_67	1.73163642399889	3.02421767833428e-22	Promoter	1	2350414	2352820	2407	2	100129534	ENST00000602865.1	0	ENSG00000292993	LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene	NA	NA	NA
chr17	81364017	81366541	2525	*	peak_15841	1.15762041377601	3.17119514787946e-22	Exon (ENST00000742789.1/ENST00000742789.1, exon 1 of 2)	17	81362272	81374214	11943	1	124904083	ENST00000574472.1	1745	NA	LOC124904083	uncharacterized LOC124904083	NA	NA	NA
chr8	143503604	143506264	2661	*	peak_33683	1.18246418491407	3.31938355967094e-22	Intron (ENST00000262577.6/23144, intron 4 of 11)	8	143484497	143507840	23344	2	23144	ENST00000528401.1	1576	ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3	NA	NA	NA
chr20	62457776	62459849	2074	*	peak_22321	1.17927155981	3.321373281168e-22	Distal Intergenic	20	62463497	62475995	12499	2	140628	ENST00000252997.3	16146	ENSG00000130700	GATA5	GATA binding protein 5	NA	NA	NA
chr9	133530480	133532062	1583	*	peak_34881	1.51351225572463	3.33866395305961e-22	Promoter	9	133532164	133575519	43356	1	9719	ENST00000354484.8	-102	ENSG00000197859	ADAMTSL2	ADAMTS like 2	NA	NA	NA
chr7	2648310	2650327	2018	*	peak_30730	1.40971958547839	3.34489591522659e-22	Promoter	7	2647956	2649987	2032	1	80727	ENST00000477439.1	354	ENSG00000136295	TTYH3	tweety family member 3	NA	NA	NA
chr17	74829376	74832148	2773	*	peak_15345	1.21149736690046	3.48405161411348e-22	Intron (ENST00000417024.6/54868, intron 9 of 9)	17	74843364	74859872	16509	2	2905	ENST00000584176.1	27724	ENSG00000161509	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	NA	NA	NA
chr7	73903823	73905177	1355	*	peak_31479	1.53040265160272	3.48405161411348e-22	Distal Intergenic	7	73861172	73865890	4719	1	135886	ENST00000426490.1	42651	ENSG00000175877	TMEM270	transmembrane protein 270	NA	NA	NA
chr5	150181796	150184337	2542	*	peak_28960	1.18883601026531	3.56313574454739e-22	3' UTR	5	150190062	150211063	21002	1	6534	ENST00000230671.7	-5725	ENSG00000011083	SLC6A7	solute carrier family 6 member 7	NA	NA	NA
chr7	44251034	44252510	1477	*	peak_31086	1.41610722416552	3.6721850311291e-22	Intron (ENST00000700283.1/816, intron 4 of 20)	7	44243251	44259581	16331	2	816	ENST00000497127.5	7071	ENSG00000058404	CAMK2B	calcium/calmodulin dependent protein kinase II beta	NA	NA	NA
chr20	62979440	62980462	1023	*	peak_22409	1.70154690244979	3.68410070916717e-22	Distal Intergenic	20	62965006	62968597	3592	1	63910	ENST00000483113.1	14434	ENSG00000101194	SLC17A9	solute carrier family 17 member 9	NA	NA	NA
chr2	241772725	241774597	1873	*	peak_21004	1.51928532229077	3.80429026461937e-22	Distal Intergenic	2	241776822	241804287	27466	1	64090	ENST00000192314.7	-2225	ENSG00000154252	GAL3ST2	galactose-3-O-sulfotransferase 2	NA	NA	NA
chr3	52381304	52384734	3431	*	peak_25993	1.0950751438386	3.80429026461937e-22	Promoter	3	52384874	52400487	15614	1	25981	ENST00000488988.5	-140	ENSG00000114841	DNAH1	dynein axonemal heavy chain 1	NA	NA	NA
chr19	40392146	40394237	2092	*	peak_17434	1.43395964727926	4.04316486134029e-22	3' UTR	19	40379271	40390181	10911	2	147746	ENST00000291823.3	-1965	ENSG00000160396	HIPK4	homeodomain interacting protein kinase 4	NA	NA	NA
